ticker,name,adress,industry
ULG,ULTGAMES,https://www.biznesradar.pl/notowania/ULG,Gry
ULM,ULMA,https://www.biznesradar.pl/notowania/ULMA-CONSTRUCCION,Budownictwo
UNF,UNFOLD,https://www.biznesradar.pl/notowania/UNF,Działalność inwestycyjna
UNI,UNIBEP,https://www.biznesradar.pl/notowania/UNIBEP,Budownictwo
UNT,UNIMOT,https://www.biznesradar.pl/notowania/UNIMOT-GAZ,Paliwa i gaz
URT,URTESTE,https://www.biznesradar.pl/notowania/URT,Biotechnologia
VGO,VIGOPHOTN,https://www.biznesradar.pl/notowania/VGO,Nowe technologie
VIN,VINDEXUS,https://www.biznesradar.pl/notowania/VINDEXUS,Wierzytelności
VOT,VOTUM,https://www.biznesradar.pl/notowania/VOTUM,Ubezpieczenia
VOX,VOXEL,https://www.biznesradar.pl/notowania/VOXEL,Sprzęt i materiały medyczne
VRC,VERCOM,https://www.biznesradar.pl/notowania/VRC,Informatyka
VRG,VRG,https://www.biznesradar.pl/notowania/VRG,Odzież i kosmetyki
VVD,VIVID,https://www.biznesradar.pl/notowania/VIVID-GAMES,Gry
WAS,WASKO,https://www.biznesradar.pl/notowania/WASKO,Informatyka
WIS,WINVEST,https://www.biznesradar.pl/notowania/WIS,Działalność inwestycyjna
WLT,WIELTON,https://www.biznesradar.pl/notowania/WIELTON,Przemysł elektromaszynowy
WPL,WIRTUALNA,https://www.biznesradar.pl/notowania/WIRTUALNA-POLSKA,Media
WPR,WOODPCKR,https://www.biznesradar.pl/notowania/WPR,Informatyka
WTN,WITTCHEN,https://www.biznesradar.pl/notowania/WTN,Odzież i kosmetyki
WWL,WAWEL,https://www.biznesradar.pl/notowania/WAWEL,Artykuły spożywcze
WXF,WARIMPEX,https://www.biznesradar.pl/notowania/WARIMPEX,Nieruchomości
XPL,XPLUS,https://www.biznesradar.pl/notowania/XPLUS,Informatyka
XTB,XTB,https://www.biznesradar.pl/notowania/XTB,Rynek kapitałowy
XTP,XTPL,https://www.biznesradar.pl/notowania/XTP,Nowe technologie
YAN,NEPTIS,https://www.biznesradar.pl/notowania/NEPTIS,Informatyka
YRL,YARRL,https://www.biznesradar.pl/notowania/YARRL,Informatyka
ZAB,ZABKA,https://www.biznesradar.pl/notowania/ZAB,Sieci handlowe
ZAP,PULAWY,https://www.biznesradar.pl/notowania/ZAKLADY-AZOTOWE-PULAWY,Chemia
ZEP,ZEPAK,https://www.biznesradar.pl/notowania/ZEPAK,Energia
ZMT,ZAMET,https://www.biznesradar.pl/notowania/ZAMET-INDUSTRY,Przemysł elektromaszynowy
ZRE,ZREMB,https://www.biznesradar.pl/notowania/ZREMB-CHOJNICE,Przemysł elektromaszynowy
ZUE,ZUE,https://www.biznesradar.pl/notowania/ZUE,Budownictwo
ZUK,STAPORKOW,https://www.biznesradar.pl/notowania/STAPORKOW,Przemysł elektromaszynowy
