Spółka,Rok,Data publikacji,Przychody ze sprzedaży,Techniczny koszt wytworzenia produkcji sprzedanej,Koszty sprzedaży,Koszty ogólnego zarządu,Zysk ze sprzedaży,Pozostałe przychody operacyjne,Pozostałe koszty operacyjne,Zysk operacyjny (EBIT),Przychody finansowe,Koszty finansowe,Pozostałe przychody (koszty),Zysk z działalności gospodarczej,Wynik zdarzeń nadzwyczajnych,Zysk przed opodatkowaniem,Zysk (strata) netto z działalności zaniechanej,Zysk netto,Zysk netto akcjonariuszy jednostki dominującej,EBITDA,Przychody odsetkowe,Koszty odsetkowe,Wynik z tytułu odsetek,Przychody prowizyjne,Koszty prowizyjne,Wynik z tytułu prowizji,Przychody z tytułu dywidend,Wynik handlowy i rewaluacja,Wynik na pozostałych instrumentach finansowych,Odpisy netto z tytułu utraty wartości kredytów,Ogólne koszty administracyjne,Wynik operacyjny,Udział w zyskach jednostek podporządkowanych
BETACOM,2018,,106756.0,90661.0,9269.0,5129.0,1697.0,268.0,309.0,1656.0,23.0,230.0,0.0,1449.0,0.0,1449.0,0.0,1131.0,1131.0,3277.0,,,,,,,,,,,,,
BETACOM,2019,,95589.0,81065.0,9735.0,4260.0,529.0,175.0,144.0,560.0,173.0,77.0,0.0,656.0,0.0,656.0,0.0,478.0,478.0,2238.0,,,,,,,,,,,,,
BETACOM,2020,,100029.0,89277.0,8897.0,4141.0,-2286.0,205.0,826.0,-2907.0,50.0,649.0,0.0,-3506.0,0.0,-3506.0,0.0,-2866.0,-2866.0,-1176.0,,,,,,,,,,,,,
BETACOM,2021,,128614.0,115036.0,10678.0,5666.0,-2766.0,4263.0,117.0,1380.0,508.0,260.0,0.0,1628.0,0.0,1628.0,0.0,1690.0,1661.0,4576.0,,,,,,,,,,,,,
BETACOM,2022,,145821.0,127495.0,14545.0,7869.0,-4088.0,3923.0,302.0,-467.0,260.0,511.0,0.0,-718.0,0.0,-718.0,0.0,-882.0,64.0,3492.0,,,,,,,,,,,,,
BETACOM,2023,,176934.0,154839.0,15338.0,6220.0,537.0,1657.0,128.0,2066.0,192.0,584.0,0.0,1674.0,0.0,1674.0,0.0,1162.0,1519.0,5672.0,,,,,,,,,,,,,
BETACOM,2024,,190564.0,163898.0,18285.0,5988.0,2393.0,758.0,1224.0,1927.0,378.0,214.0,0.0,2091.0,0.0,2091.0,0.0,1566.0,1566.0,5758.0,,,,,,,,,,,,,
BIO-PLANET,2012,,27263.0,26282.0,0.0,0.0,981.0,109.0,526.0,564.0,59.0,94.0,0.0,529.0,0.0,529.0,0.0,545.0,545.0,679.0,,,,,,,,,,,,,
BIO-PLANET,2013,,42809.0,40834.0,0.0,0.0,1975.0,122.0,545.0,1552.0,0.0,159.0,0.0,1393.0,0.0,1393.0,0.0,1089.0,1089.0,1690.0,,,,,,,,,,,,,
BIO-PLANET,2014,,63074.0,60182.0,0.0,0.0,2892.0,159.0,844.0,2207.0,0.0,250.0,0.0,1957.0,0.0,1957.0,0.0,1529.0,1529.0,2511.0,,,,,,,,,,,,,
BIO-PLANET,2015,,86071.0,81879.0,0.0,0.0,4192.0,223.0,1559.0,2856.0,0.0,311.0,0.0,2545.0,0.0,2545.0,0.0,2002.0,2002.0,3496.0,,,,,,,,,,,,,
BIO-PLANET,2016,,113469.0,109961.0,0.0,0.0,3508.0,258.0,1787.0,1979.0,0.0,922.0,0.0,1057.0,0.0,1057.0,0.0,792.0,792.0,2996.0,,,,,,,,,,,,,
BIO-PLANET,2017,,123293.0,120199.0,0.0,0.0,3094.0,225.0,1981.0,1338.0,560.0,637.0,0.0,1261.0,0.0,1261.0,0.0,1016.0,1016.0,2526.0,,,,,,,,,,,,,
BIO-PLANET,2018,,128441.0,125531.0,0.0,0.0,2910.0,376.0,2120.0,1166.0,1.0,993.0,0.0,174.0,0.0,174.0,0.0,83.0,83.0,2404.0,,,,,,,,,,,,,
BIO-PLANET,2019,,153060.0,148300.0,0.0,0.0,4760.0,208.0,1969.0,2999.0,108.0,709.0,0.0,2398.0,0.0,2398.0,0.0,1812.0,1812.0,4248.0,,,,,,,,,,,,,
BIO-PLANET,2020,,203929.0,195111.0,0.0,0.0,8818.0,157.0,1486.0,7489.0,1.0,1304.0,0.0,6186.0,0.0,6186.0,0.0,4991.0,4991.0,8756.0,,,,,,,,,,,,,
BIO-PLANET,2021,,205476.0,199462.0,0.0,0.0,6014.0,297.0,1117.0,5194.0,1.0,659.0,0.0,4536.0,0.0,4536.0,0.0,3610.0,3610.0,6644.0,,,,,,,,,,,,,
BIO-PLANET,2022,,201462.0,198261.0,0.0,0.0,3201.0,606.0,1166.0,2641.0,1.0,1733.0,0.0,909.0,0.0,909.0,0.0,581.0,581.0,4078.0,,,,,,,,,,,,,
BIO-PLANET,2023,,254627.0,251743.0,0.0,0.0,2884.0,597.0,1869.0,1612.0,1776.0,2153.0,0.0,1235.0,0.0,1235.0,0.0,945.0,945.0,4529.0,,,,,,,,,,,,,
BIO-PLANET,2024,,279477.0,275295.0,0.0,0.0,4182.0,1135.0,1062.0,4255.0,266.0,2300.0,0.0,2221.0,0.0,2221.0,0.0,2000.0,2000.0,7233.0,,,,,,,,,,,,,
BIO-PLANET,O4K,,284091.0,278227.0,0.0,0.0,5864.0,1357.0,1706.0,5515.0,369.0,2145.0,0.0,3739.0,0.0,3739.0,0.0,3133.0,3133.0,8579.0,,,,,,,,,,,,,
BIOMAXIMA,2009,,6680.0,5858.0,0.0,0.0,822.0,102.0,151.0,773.0,41.0,63.0,0.0,751.0,0.0,751.0,0.0,610.0,610.0,1177.0,,,,,,,,,,,,,
BIOMAXIMA,2010,,7188.0,6438.0,0.0,0.0,750.0,157.0,97.0,810.0,87.0,195.0,0.0,702.0,0.0,702.0,0.0,539.0,539.0,1171.0,,,,,,,,,,,,,
BIOMAXIMA,2011,,10512.0,9114.0,0.0,0.0,1398.0,224.0,213.0,1409.0,125.0,327.0,0.0,1207.0,0.0,1207.0,0.0,999.0,999.0,1951.0,,,,,,,,,,,,,
BIOMAXIMA,2012,,19029.0,17248.0,0.0,0.0,1781.0,303.0,346.0,1738.0,230.0,455.0,0.0,1513.0,0.0,1513.0,0.0,1271.0,1271.0,2767.0,,,,,,,,,,,,,
BIOMAXIMA,2013,,21816.0,20160.0,0.0,0.0,1656.0,309.0,246.0,1719.0,181.0,505.0,0.0,1395.0,0.0,1395.0,0.0,1325.0,1325.0,3249.0,,,,,,,,,,,,,
BIOMAXIMA,2014,,21647.0,21024.0,0.0,0.0,623.0,383.0,331.0,675.0,126.0,308.0,0.0,493.0,0.0,493.0,0.0,413.0,413.0,2549.0,,,,,,,,,,,,,
BIOMAXIMA,2015,,23085.0,21394.0,0.0,0.0,1691.0,251.0,183.0,1759.0,210.0,284.0,0.0,1685.0,0.0,1685.0,0.0,1455.0,1455.0,3405.0,,,,,,,,,,,,,
BIOMAXIMA,2016,,28746.0,27206.0,0.0,0.0,1540.0,302.0,368.0,1474.0,206.0,285.0,0.0,1395.0,0.0,1395.0,0.0,1228.0,1228.0,3246.0,,,,,,,,,,,,,
BIOMAXIMA,2017,,29726.0,28836.0,0.0,0.0,890.0,554.0,562.0,882.0,262.0,310.0,0.0,834.0,0.0,834.0,0.0,808.0,808.0,2656.0,,,,,,,,,,,,,
BIOMAXIMA,2018,,32657.0,32406.0,0.0,0.0,251.0,1642.0,2141.0,-248.0,99.0,329.0,-54.0,-532.0,0.0,-532.0,0.0,-463.0,-482.0,1158.0,,,,,,,,,,,,,
BIOMAXIMA,2019,,30474.0,30486.0,0.0,0.0,-12.0,1824.0,1128.0,684.0,142.0,589.0,0.0,237.0,0.0,237.0,0.0,14.0,-14.0,2367.0,,,,,,,,,,,,,
BIOMAXIMA,2020,,62989.0,53343.0,0.0,0.0,9646.0,1702.0,1703.0,9645.0,271.0,677.0,-54.0,9185.0,0.0,9185.0,0.0,7756.0,7787.0,11539.0,,,,,,,,,,,,,
BIOMAXIMA,2021,,79088.0,67065.0,0.0,0.0,12023.0,1997.0,367.0,13653.0,100.0,322.0,-656.0,12775.0,0.0,12775.0,0.0,10243.0,10243.0,15307.0,,,,,,,,,,,,,
BIOMAXIMA,2022,,143867.0,109144.0,0.0,0.0,34723.0,1647.0,1516.0,34854.0,1465.0,486.0,36.0,35869.0,0.0,35869.0,0.0,28885.0,28885.0,36874.0,,,,,,,,,,,,,
BIOMAXIMA,2023,,46786.0,47473.0,0.0,0.0,-687.0,1616.0,201.0,728.0,215.0,805.0,49.0,187.0,0.0,187.0,0.0,586.0,586.0,3216.0,,,,,,,,,,,,,
BIOMAXIMA,2024,,52851.0,52417.0,0.0,0.0,434.0,1054.0,180.0,1308.0,96.0,1094.0,-4.0,306.0,0.0,306.0,0.0,535.0,535.0,4671.0,,,,,,,,,,,,,
BIOMAXIMA,O4K,,56600.0,55563.0,0.0,0.0,1037.0,1098.0,183.0,1952.0,-71.0,1149.0,4.0,736.0,0.0,736.0,0.0,874.0,874.0,5402.0,,,,,,,,,,,,,
BIOTON,2004,,128754.0,68678.0,19408.0,18162.0,22506.0,383.0,3180.0,19709.0,1606.0,10221.0,0.0,11094.0,0.0,11094.0,0.0,8353.0,8353.0,33099.0,,,,,,,,,,,,,
BIOTON,2005,,151586.0,70397.0,32027.0,22519.0,26643.0,19206.0,4132.0,41717.0,4299.0,2694.0,-3564.0,39758.0,0.0,39758.0,0.0,34627.0,34627.0,50999.0,,,,,,,,,,,,,
BIOTON,2006,,215479.0,81642.0,44526.0,40941.0,48370.0,47156.0,20670.0,74856.0,46944.0,13619.0,-1298.0,106883.0,0.0,106883.0,0.0,92698.0,93772.0,88540.0,,,,,,,,,,,,,
BIOTON,2007,,270942.0,122934.0,50287.0,59900.0,37821.0,82394.0,12126.0,108089.0,8062.0,100022.0,-1228.0,14901.0,0.0,14901.0,0.0,26486.0,28132.0,128808.0,,,,,,,,,,,,,
BIOTON,2008,,293517.0,164370.0,55160.0,72695.0,1292.0,15104.0,87883.0,-71487.0,22617.0,190740.0,-28394.0,-268004.0,0.0,-268004.0,0.0,-223033.0,-218892.0,-47754.0,,,,,,,,,,,,,
BIOTON,2009,,216846.0,140858.0,36300.0,113929.0,-74241.0,23787.0,526454.0,-576908.0,51089.0,61775.0,-15947.0,-603541.0,0.0,-603541.0,-1615.0,-618593.0,-567545.0,-543054.0,,,,,,,,,,,,,
BIOTON,2010,,378097.0,165883.0,51605.0,88574.0,72035.0,43859.0,25830.0,90064.0,19705.0,9931.0,0.0,99838.0,0.0,99838.0,16936.0,110726.0,117180.0,128708.0,,,,,,,,,,,,,
BIOTON,2011,,288984.0,186398.0,55372.0,95106.0,-47892.0,15496.0,18663.0,-51059.0,27405.0,27149.0,0.0,-50803.0,0.0,-50803.0,-39270.0,-83936.0,-78858.0,-13973.0,,,,,,,,,,,,,
BIOTON,2012,,406303.0,192837.0,66742.0,78061.0,68663.0,9764.0,11482.0,66945.0,11432.0,30342.0,0.0,48035.0,0.0,48035.0,13052.0,36870.0,37837.0,103238.0,,,,,,,,,,,,,
BIOTON,2013,,340358.0,194551.0,69741.0,60772.0,15294.0,9675.0,14085.0,10884.0,9714.0,18297.0,0.0,2301.0,0.0,2301.0,0.0,-6369.0,-6443.0,40299.0,,,,,,,,,,,,,
BIOTON,2014,,377303.0,219005.0,74813.0,61764.0,21721.0,7854.0,7469.0,22106.0,22680.0,21355.0,0.0,23431.0,0.0,23431.0,-9750.0,3248.0,3678.0,55891.0,,,,,,,,,,,,,
BIOTON,2015,,404408.0,237324.0,78688.0,68239.0,20157.0,4843.0,527855.0,-502855.0,9995.0,54191.0,0.0,-547051.0,0.0,-547051.0,0.0,-520633.0,-522855.0,-465574.0,,,,,,,,,,,,,
BIOTON,2016,,347794.0,203781.0,94841.0,65434.0,-16262.0,9258.0,5468.0,-12472.0,7441.0,28286.0,0.0,-33317.0,0.0,-33317.0,0.0,-28439.0,-28567.0,22851.0,,,,,,,,,,,,,
BIOTON,2017,,384986.0,193725.0,104029.0,64847.0,22385.0,5422.0,7426.0,20381.0,6555.0,24893.0,0.0,2043.0,0.0,2043.0,0.0,-7194.0,-7266.0,53807.0,,,,,,,,,,,,,
BIOTON,2018,,241166.0,125043.0,82932.0,83816.0,-50625.0,4242.0,6030.0,-52413.0,75610.0,8029.0,0.0,15168.0,0.0,15168.0,0.0,26088.0,26266.0,-22920.0,,,,,,,,,,,,,
BIOTON,2019,,202032.0,99868.0,69828.0,45475.0,-13139.0,3938.0,154342.0,-163543.0,9207.0,7766.0,0.0,-162102.0,0.0,-162102.0,0.0,-126693.0,-126693.0,-131262.0,,,,,,,,,,,,,
BIOTON,2020,,221788.0,117090.0,34985.0,42750.0,26963.0,32711.0,11094.0,48580.0,1143.0,8112.0,0.0,41611.0,0.0,41611.0,0.0,33920.0,33920.0,80311.0,,,,,,,,,,,,,
BIOTON,2021,,163034.0,85247.0,31793.0,32565.0,13429.0,5946.0,5033.0,14342.0,0.0,6011.0,0.0,8331.0,0.0,8331.0,0.0,2882.0,2882.0,45980.0,,,,,,,,,,,,,
BIOTON,2022,,233159.0,137409.0,35067.0,35610.0,25073.0,4667.0,8482.0,21258.0,0.0,16306.0,0.0,4952.0,0.0,4952.0,0.0,1421.0,1421.0,55661.0,,,,,,,,,,,,,
BIOTON,2023,,181636.0,108783.0,40990.0,35972.0,-4109.0,21668.0,2264.0,15295.0,366.0,8427.0,0.0,7234.0,0.0,7234.0,0.0,2275.0,2275.0,50279.0,,,,,,,,,,,,,
BIOTON,2024,,207763.0,142922.0,36118.0,35124.0,-6401.0,4916.0,4224.0,-5709.0,1988.0,8159.0,0.0,-11880.0,0.0,-11880.0,0.0,-15658.0,-15658.0,30578.0,,,,,,,,,,,,,
BIOTON,O4K,,235898.0,168350.0,36299.0,36523.0,-5274.0,5470.0,4574.0,-4378.0,336.0,8634.0,0.0,-12676.0,0.0,-12676.0,0.0,-16427.0,-16427.0,32468.0,,,,,,,,,,,,,
BLOOBER-TEAM,2009,,1349.0,1745.0,0.0,0.0,-396.0,6.0,3.0,-393.0,35.0,52.0,0.0,-410.0,0.0,-410.0,0.0,-410.0,-410.0,-176.0,,,,,,,,,,,,,
BLOOBER-TEAM,2010,,1133.0,1395.0,0.0,0.0,-262.0,501.0,3.0,236.0,16.0,81.0,0.0,171.0,0.0,171.0,0.0,168.0,168.0,406.0,,,,,,,,,,,,,
BLOOBER-TEAM,2011,,1642.0,1795.0,0.0,0.0,-153.0,16.0,24.0,-161.0,936.0,450.0,0.0,325.0,0.0,325.0,0.0,325.0,325.0,-88.0,,,,,,,,,,,,,
BLOOBER-TEAM,2012,,2669.0,2830.0,0.0,0.0,-161.0,2.0,19.0,-178.0,9.0,24.0,0.0,-193.0,0.0,-193.0,0.0,-157.0,-157.0,27.0,,,,,,,,,,,,,
BLOOBER-TEAM,2013,,3434.0,3559.0,0.0,0.0,-125.0,86.0,1052.0,-1091.0,0.0,867.0,0.0,-1958.0,0.0,-1958.0,0.0,-1791.0,-1740.0,-593.0,,,,,,,,,,,,,
BLOOBER-TEAM,2014,,6292.0,4651.0,0.0,0.0,1641.0,306.0,2323.0,-376.0,71.0,450.0,0.0,-755.0,0.0,-755.0,0.0,-610.0,-602.0,249.0,,,,,,,,,,,,,
BLOOBER-TEAM,2015,,11657.0,6979.0,0.0,0.0,4678.0,219.0,483.0,4414.0,82.0,349.0,0.0,4147.0,0.0,4147.0,0.0,3310.0,3318.0,5145.0,,,,,,,,,,,,,
BLOOBER-TEAM,2016,,15937.0,9736.0,0.0,0.0,6201.0,78.0,36.0,6243.0,2349.0,83.0,0.0,8509.0,0.0,8509.0,0.0,6838.0,6850.0,7079.0,,,,,,,,,,,,,
BLOOBER-TEAM,2017,,14372.0,13362.0,0.0,0.0,1010.0,62.0,3535.0,-2463.0,12.0,670.0,0.0,-3121.0,0.0,-3121.0,0.0,-2689.0,-2526.0,-1738.0,,,,,,,,,,,,,
BLOOBER-TEAM,2018,,24642.0,19895.0,0.0,0.0,4747.0,888.0,926.0,4709.0,254.0,201.0,0.0,4762.0,0.0,4762.0,0.0,4027.0,3628.0,5276.0,,,,,,,,,,,,,
BLOOBER-TEAM,2019,,28884.0,26212.0,0.0,0.0,2672.0,3387.0,1350.0,4709.0,6.0,419.0,0.0,4296.0,0.0,4296.0,0.0,3153.0,3103.0,5687.0,,,,,,,,,,,,,
BLOOBER-TEAM,2020,,49947.0,42316.0,0.0,0.0,7631.0,2836.0,1114.0,9353.0,2996.0,921.0,0.0,11428.0,0.0,11428.0,0.0,10497.0,10330.0,16579.0,,,,,,,,,,,,,
BLOOBER-TEAM,2021,,62768.0,49908.0,0.0,0.0,12860.0,11171.0,1246.0,22785.0,1644.0,234.0,0.0,24195.0,0.0,24195.0,0.0,20942.0,20954.0,34400.0,,,,,,,,,,,,,
BLOOBER-TEAM,2022,,84796.0,72352.0,0.0,0.0,12444.0,6041.0,151.0,18334.0,2561.0,533.0,0.0,20362.0,0.0,20362.0,0.0,16367.0,16469.0,28764.0,,,,,,,,,,,,,
BLOOBER-TEAM,2023,,94010.0,80992.0,0.0,22284.0,-9266.0,14894.0,826.0,4802.0,1354.0,2641.0,0.0,3515.0,0.0,3515.0,0.0,2703.0,2703.0,26206.0,,,,,,,,,,,,,
BLOOBER-TEAM,2024,,89164.0,53487.0,0.0,21690.0,13987.0,10097.0,1053.0,23031.0,932.0,1311.0,0.0,22652.0,0.0,22652.0,0.0,21082.0,20712.0,41103.0,,,,,,,,,,,,,
BLOOBER-TEAM,O4K,,75719.0,53712.0,0.0,22021.0,-14.0,12740.0,1150.0,11576.0,551.0,1600.0,0.0,10527.0,0.0,10527.0,0.0,10233.0,10091.0,25725.0,,,,,,,,,,,,,
BNP,2009,,,,,,,83743.0,-119917.0,,,,,,,116565.0,0.0,100643.0,100643.0,189407.0,1274163.0,812195.0,461968.0,281884.0,33514.0,248370.0,3525.0,203450.0,15726.0,-106504.0,-673770.0,116591.0,-26.0
BNP,2010,,,,,,,51948.0,-102627.0,,,,,,,126865.0,0.0,112341.0,112341.0,198426.0,1376609.0,772291.0,604318.0,305736.0,34209.0,271527.0,3147.0,143539.0,1476.0,-134162.0,-713975.0,125191.0,1674.0
BNP,2011,,,,,,,59948.0,-110708.0,,,,,,,149566.0,0.0,128097.0,128097.0,230096.0,1692151.0,858140.0,834011.0,310857.0,40960.0,269897.0,3554.0,101852.0,6899.0,-163142.0,-855215.0,147096.0,2470.0
BNP,2012,,,,,,,62473.0,-140346.0,,,,,,,173964.0,0.0,130049.0,130049.0,268798.0,2156478.0,1135111.0,1021367.0,350344.0,54167.0,296177.0,3416.0,98567.0,44562.0,-270433.0,-941503.0,174280.0,-316.0
BNP,2013,,,,,,,49940.0,-21146.0,,,,,,,202221.0,0.0,160144.0,160144.0,312519.0,1910852.0,895424.0,1015428.0,333712.0,57220.0,276492.0,2848.0,80424.0,38146.0,-248650.0,-980182.0,213300.0,-11079.0
BNP,2014,,,,,,,37937.0,-37393.0,,,,,,,178176.0,0.0,138031.0,138031.0,279171.0,1795097.0,676813.0,1118284.0,357243.0,46744.0,310499.0,3303.0,63723.0,24309.0,-310966.0,-1031520.0,178176.0,0.0
BNP,2015,,,,,,,60811.0,-92459.0,,,,,,,29692.0,0.0,13293.0,13293.0,178149.0,2069758.0,647111.0,1422647.0,493845.0,71143.0,422702.0,4394.0,183461.0,47752.0,-301876.0,-1717740.0,29692.0,0.0
BNP,2016,,,,,,,130247.0,-302467.0,,,,,,,381104.0,0.0,76860.0,76860.0,587701.0,2584563.0,758411.0,1826152.0,608012.0,114792.0,493220.0,5801.0,255191.0,46199.0,-398883.0,-1674356.0,381104.0,0.0
BNP,2017,,,,,,,131282.0,-347361.0,,,,,,,453885.0,0.0,279707.0,279707.0,627949.0,2665218.0,738474.0,1926744.0,612240.0,126261.0,485979.0,10360.0,251408.0,31702.0,-355299.0,-1680930.0,453885.0,0.0
BNP,2018,,,,,,,387778.0,-360529.0,,,,,,,468896.0,0.0,360378.0,360378.0,658610.0,2983829.0,876978.0,2106851.0,724714.0,157324.0,567390.0,4860.0,330773.0,48838.0,-567679.0,-2049386.0,468896.0,0.0
BNP,2019,,,,,,,182705.0,-305484.0,,,,,,,1154144.0,0.0,614694.0,614694.0,1608291.0,4188083.0,1019324.0,3168759.0,1042700.0,222763.0,819937.0,6007.0,682415.0,-36221.0,-441890.0,-2922084.0,1154144.0,0.0
BNP,2020,,,,,,,323586.0,-690029.0,,,,,,,1110567.0,0.0,733095.0,733095.0,1478525.0,3602796.0,542726.0,3060070.0,1132051.0,215956.0,916095.0,9669.0,748390.0,29081.0,-780732.0,-2505563.0,1110567.0,0.0
BNP,2021,,,,,,,229695.0,-635755.0,,,,,,,616129.0,0.0,176298.0,176298.0,1015682.0,3420814.0,279872.0,3140942.0,1284545.0,235559.0,1048986.0,8550.0,633493.0,45236.0,-1311489.0,-2543529.0,616129.0,0.0
BNP,2022,,,,,,,203874.0,-714254.0,,,,,,,871927.0,0.0,441497.0,441497.0,1283676.0,6482405.0,2989400.0,3493005.0,1405358.0,268443.0,1136915.0,10817.0,754701.0,40335.0,-1015010.0,-3038456.0,871927.0,0.0
BNP,2023,,,,,,,236928.0,-714057.0,,,,,,,1763155.0,0.0,1012546.0,1012546.0,2219891.0,9827260.0,4601833.0,5225427.0,1472599.0,261637.0,1210962.0,10881.0,950781.0,-49777.0,-2012455.0,-3095535.0,1763155.0,0.0
BNP,2024,,,,,,,214381.0,-325127.0,,,,,,,2954016.0,0.0,2358268.0,2358268.0,3468466.0,10245083.0,4504077.0,5741006.0,1542772.0,279096.0,1263676.0,13147.0,840882.0,16320.0,-1053489.0,-3351809.0,2954016.0,0.0
BNP,O4K,,,,,,,295378.0,-268039.0,,,,,,,3206825.0,0.0,2509128.0,2509128.0,3722887.0,10253573.0,4420217.0,5833356.0,1530981.0,274901.0,1256080.0,12533.0,912550.0,2405.0,-1029230.0,-3406994.0,3206825.0,0.0
BOGDANKA,2008,,1033275.0,727864.0,40584.0,53018.0,211809.0,1222.0,9574.0,203457.0,7609.0,9060.0,-99.0,201907.0,0.0,201907.0,0.0,155791.0,156009.0,339639.0,,,,,,,,,,,,,
BOGDANKA,2009,,1118393.0,760933.0,41316.0,66617.0,249527.0,6143.0,28960.0,226710.0,18112.0,7076.0,89.0,237835.0,0.0,237835.0,0.0,190842.0,191472.0,367988.0,,,,,,,,,,,,,
BOGDANKA,2010,,1230447.0,820763.0,35885.0,70217.0,303582.0,3902.0,31012.0,276472.0,25362.0,13546.0,-59.0,288229.0,0.0,288229.0,0.0,230122.0,229811.0,414548.0,,,,,,,,,,,,,
BOGDANKA,2011,,1301349.0,916696.0,39008.0,80013.0,265632.0,5597.0,5490.0,265739.0,12535.0,6293.0,0.0,271981.0,0.0,271981.0,0.0,221246.0,220921.0,450603.0,,,,,,,,,,,,,
BOGDANKA,2012,,1835801.0,1330611.0,43963.0,97696.0,363531.0,4065.0,10248.0,357348.0,11833.0,10856.0,0.0,358325.0,0.0,358325.0,0.0,289782.0,289368.0,658089.0,,,,,,,,,,,,,
BOGDANKA,2013,,1899830.0,1305264.0,43664.0,95103.0,455799.0,3837.0,34833.0,424803.0,7267.0,18341.0,0.0,413729.0,0.0,413729.0,0.0,329728.0,329417.0,754941.0,,,,,,,,,,,,,
BOGDANKA,2014,,2013568.0,1497068.0,39714.0,97211.0,379575.0,1435.0,18695.0,362315.0,7071.0,23532.0,0.0,345854.0,0.0,345854.0,0.0,272352.0,272845.0,730149.0,,,,,,,,,,,,,
BOGDANKA,2015,,1885371.0,2054790.0,37831.0,114720.0,-321970.0,2831.0,7082.0,-326221.0,6110.0,22938.0,0.0,-343049.0,0.0,-343049.0,0.0,-279626.0,-279643.0,61526.0,,,,,,,,,,,,,
BOGDANKA,2016,,1786265.0,1429011.0,40843.0,85600.0,230811.0,17866.0,11670.0,237007.0,14567.0,27929.0,0.0,223645.0,0.0,223645.0,0.0,181992.0,181536.0,596459.0,,,,,,,,,,,,,
BOGDANKA,2017,,1780321.0,859161.0,41115.0,33903.0,846142.0,2289.0,1161.0,847270.0,7253.0,25762.0,0.0,828761.0,0.0,828761.0,0.0,667925.0,667613.0,1203642.0,,,,,,,,,,,,,
BOGDANKA,2018,,1756671.0,1583971.0,42996.0,101492.0,28212.0,34933.0,1118.0,62027.0,14542.0,11649.0,0.0,64920.0,0.0,64920.0,0.0,53796.0,53626.0,469191.0,,,,,,,,,,,,,
BOGDANKA,2019,,2157861.0,1646184.0,37423.0,115839.0,358415.0,18019.0,1212.0,375222.0,14733.0,11379.0,0.0,378576.0,0.0,378576.0,0.0,308746.0,308554.0,767842.0,,,,,,,,,,,,,
BOGDANKA,2020,,1822112.0,1573417.0,31669.0,120307.0,96719.0,416.0,1894.0,95241.0,7537.0,9588.0,0.0,93190.0,0.0,93190.0,0.0,72962.0,72876.0,459927.0,,,,,,,,,,,,,
BOGDANKA,2021,,2371280.0,1828167.0,39714.0,134947.0,368452.0,-526.0,1128.0,366798.0,675.0,8345.0,0.0,359128.0,0.0,359128.0,0.0,288266.0,288354.0,796949.0,,,,,,,,,,,,,
BOGDANKA,2022,,2451715.0,2043310.0,49196.0,149963.0,209246.0,-6656.0,2271.0,200319.0,32936.0,13573.0,0.0,219682.0,0.0,219682.0,0.0,175636.0,175342.0,598790.0,,,,,,,,,,,,,
BOGDANKA,2023,,3939288.0,2788026.0,63411.0,191355.0,896496.0,-49755.0,6900.0,839841.0,35965.0,25183.0,0.0,850623.0,0.0,850623.0,0.0,687144.0,686972.0,1297406.0,,,,,,,,,,,,,
BOGDANKA,2024,,3665056.0,2829018.0,58692.0,194712.0,582634.0,-2434174.0,3491.0,-1855031.0,46175.0,24467.0,0.0,-1833323.0,0.0,-1833323.0,0.0,-1491348.0,-1492243.0,-1456184.0,,,,,,,,,,,,,
BOGDANKA,O4K,,3718044.0,2728875.0,56102.0,196794.0,736273.0,-2292527.0,3377.0,-1559631.0,48663.0,25870.0,0.0,-1536838.0,0.0,-1536838.0,0.0,-1250214.0,-1251117.0,-1223673.0,,,,,,,,,,,,,
BORYSZEW,2004,,1232718.0,1067619.0,26247.0,58495.0,80357.0,23247.0,12848.0,90756.0,19511.0,20249.0,137.0,90155.0,0.0,90155.0,0.0,78730.0,77759.0,128797.0,,,,,,,,,,,,,
BORYSZEW,2005,,1873905.0,1661299.0,44586.0,131719.0,36301.0,27661.0,27661.0,36301.0,36815.0,51380.0,117676.0,139412.0,0.0,139412.0,0.0,122553.0,124800.0,84009.0,,,,,,,,,,,,,
BORYSZEW,2006,,5378239.0,4852559.0,91841.0,250682.0,183157.0,53757.0,98572.0,138342.0,132029.0,145272.0,39422.0,164521.0,0.0,164521.0,0.0,135127.0,49323.0,245148.0,,,,,,,,,,,,,
BORYSZEW,2007,,4301530.0,3922475.0,68056.0,165653.0,145346.0,159631.0,114266.0,190711.0,59936.0,171951.0,276.0,78972.0,0.0,78972.0,-20227.0,25686.0,16219.0,301786.0,,,,,,,,,,,,,
BORYSZEW,2008,,3215429.0,2992087.0,62308.0,153285.0,7749.0,38449.0,116806.0,-70608.0,54436.0,118824.0,0.0,-134996.0,0.0,-134996.0,-110539.0,-238826.0,-166364.0,37778.0,,,,,,,,,,,,,
BORYSZEW,2009,,2227509.0,2016670.0,48241.0,127286.0,35312.0,129512.0,26866.0,137958.0,32449.0,100874.0,0.0,69533.0,0.0,69533.0,-11986.0,51698.0,39745.0,214044.0,,,,,,,,,,,,,
BORYSZEW,2010,,3134792.0,2811258.0,56244.0,146926.0,120364.0,102366.0,122557.0,100173.0,30219.0,70934.0,0.0,59458.0,0.0,59458.0,-7729.0,37636.0,5149.0,179609.0,,,,,,,,,,,,,
