Spółka,Rok,Przychody ze sprzedaży,Zysk netto,Zysk operacyjny (EBIT),EBITDA,Aktywa trwałe,Aktywa obrotowe,Aktywa razem,Kapitał własny akcjonariuszy jednostki dominującej,Zobowiązania długoterminowe,Zobowiązania krótkoterminowe,Pasywa razem,Przepływy pieniężne z działalności operacyjnej,Przepływy pieniężne z działalności inwestycyjnej,Przepływy pieniężne razem,Lata raportu
STS,2019,1941.0,-260967.0,-902.0,-822.0,0.0,1142.0,1142.0,-271516.0,1211.0,271447.0,1142.0,-323.0,-404.0,-668.0,5
STS,2020,2815.0,700.0,812.0,812.0,0.0,2091.0,2091.0,-270816.0,1332.0,271575.0,2091.0,136.0,-116.0,104.0,4
STS,2021,2167.0,270733.0,270753.0,270753.0,0.0,1825.0,1825.0,-83.0,1465.0,443.0,1825.0,821.0,-450.0,237.0,3
STS,2022,2523.0,-734.0,-617.0,-617.0,0.0,1192.0,1192.0,-817.0,1612.0,397.0,1192.0,-450.0,0.0,-394.0,2
STS,2023,0.0,-9107.0,-7258.0,-7258.0,0.0,2365.0,2365.0,-8528.0,1773.0,9120.0,2365.0,-1399.0,2.0,-7.0,1
STS,2024,0.0,-264192.0,-264078.0,-264078.0,0.0,2017.0,2017.0,-272720.0,1950.0,272787.0,2017.0,-503.0,481.0,-2.0,0
SUNEX,2009,31000.0,1123.0,3362.0,3959.0,4059.0,11130.0,15189.0,3876.0,4316.0,6864.0,15189.0,-248.0,-1738.0,-504.0,15
SUNEX,2010,23079.0,218.0,800.0,1728.0,23254.0,10132.0,33386.0,19094.0,4197.0,8385.0,33386.0,4003.0,-5300.0,-276.0,14
SUNEX,2011,31317.0,-144.0,1279.0,2391.0,24081.0,11315.0,35396.0,19320.0,4238.0,9571.0,35396.0,2393.0,-2672.0,13.0,13
SUNEX,2012,32215.0,668.0,1290.0,2441.0,25978.0,10988.0,36966.0,19988.0,3825.0,10570.0,36966.0,941.0,-2192.0,-109.0,12
SUNEX,2013,30646.0,871.0,1647.0,2865.0,29180.0,13180.0,42360.0,20859.0,3472.0,13512.0,42360.0,3377.0,-3732.0,1021.0,11
SUNEX,2014,29319.0,841.0,1535.0,2919.0,28223.0,9458.0,37681.0,21700.0,3652.0,8689.0,37681.0,878.0,-1389.0,-1100.0,10
SUNEX,2015,29823.0,96.0,382.0,2082.0,29341.0,9229.0,38570.0,21796.0,2905.0,9155.0,38570.0,4828.0,-2011.0,20.0,9
SUNEX,2016,27672.0,156.0,625.0,2398.0,28711.0,9901.0,38612.0,21952.0,3508.0,8892.0,38612.0,20.0,-782.0,16.0,8
SUNEX,2017,38827.0,712.0,1028.0,2864.0,28176.0,13345.0,41521.0,21853.0,2852.0,12461.0,41521.0,46.0,-495.0,20.0,7
SUNEX,2018,57500.0,1518.0,2620.0,4559.0,27354.0,19283.0,46637.0,23149.0,2749.0,16340.0,46637.0,1613.0,-1458.0,-5.0,6
SUNEX,2019,62210.0,3475.0,4725.0,6645.0,38039.0,24055.0,62094.0,26261.0,7384.0,23996.0,62094.0,1626.0,-12827.0,55.0,5
SUNEX,2020,84551.0,6474.0,10027.0,12285.0,43989.0,31272.0,75261.0,32322.0,10387.0,26835.0,75261.0,5018.0,-5080.0,1499.0,4
SUNEX,2021,130525.0,6223.0,10180.0,13807.0,54910.0,61720.0,116630.0,42793.0,22711.0,51126.0,116630.0,-12728.0,-1918.0,-759.0,3
SUNEX,2022,289522.0,38990.0,51369.0,55454.0,73305.0,125840.0,199145.0,80179.0,32800.0,86166.0,199145.0,2936.0,-16520.0,2047.0,2
SUNEX,2023,315724.0,24366.0,30400.0,38560.0,140691.0,128309.0,269000.0,98716.0,66933.0,103351.0,269000.0,23363.0,-58724.0,-747.0,1
SUNEX,2024,207755.0,-20132.0,-18002.0,-4330.0,178975.0,113212.0,292187.0,102577.0,79499.0,110111.0,292187.0,6646.0,-19852.0,-886.0,0
SVE,2008,30183.0,4625.0,5361.0,6936.0,9394.0,14671.0,24065.0,13533.0,4000.0,5183.0,24065.0,,,0.0,16
SVE,2009,32275.0,1583.0,2897.0,4622.0,13044.0,34358.0,47402.0,12771.0,2477.0,31272.0,47402.0,4044.0,-4870.0,-2325.0,15
SVE,2010,33624.0,2541.0,4693.0,6840.0,54669.0,18799.0,73468.0,14059.0,35533.0,17113.0,73468.0,-1249.0,3101.0,8.0,14
SVE,2011,37860.0,525.0,2738.0,5200.0,54586.0,51669.0,106255.0,50063.0,31744.0,15983.0,106255.0,-16405.0,-6168.0,10043.0,13
SVE,2012,34022.0,-5311.0,-5992.0,-3753.0,42597.0,51530.0,94127.0,44752.0,19321.0,26473.0,94127.0,-8404.0,15553.0,-8245.0,12
SVE,2013,35924.0,2337.0,5097.0,6852.0,44419.0,54134.0,98553.0,58489.0,20750.0,15733.0,98553.0,-6819.0,-1483.0,-1192.0,11
SVE,2014,33576.0,115.0,3030.0,4920.0,49251.0,63076.0,112327.0,57246.0,20100.0,24450.0,112327.0,-1267.0,-1868.0,4988.0,10
SVE,2015,42588.0,-37242.0,-33249.0,-30262.0,120010.0,46154.0,166164.0,20004.0,27890.0,111402.0,166164.0,-2951.0,-41754.0,-5762.0,9
SVE,2016,36339.0,-23476.0,-27790.0,-23869.0,87203.0,25454.0,112657.0,1127.0,34792.0,67327.0,112657.0,15770.0,-4769.0,619.0,8
SVE,2017,31404.0,588.0,4854.0,11103.0,99196.0,21831.0,121027.0,57808.0,37179.0,26040.0,121027.0,4356.0,5338.0,1647.0,7
SVE,2018,32293.0,-32412.0,-35438.0,-29095.0,71910.0,14346.0,86256.0,30400.0,33564.0,22292.0,86256.0,-620.0,-2644.0,-2261.0,6
SVE,2019,39107.0,2483.0,5717.0,11549.0,66350.0,14759.0,81109.0,32867.0,27992.0,20250.0,81109.0,8160.0,-690.0,602.0,5
SVE,2020,40158.0,4439.0,5926.0,11752.0,63834.0,22027.0,85861.0,37306.0,23970.0,24585.0,85861.0,343.0,-2025.0,1179.0,4
SVE,2021,41154.0,4249.0,7192.0,13537.0,75991.0,40836.0,116827.0,74552.0,25083.0,17192.0,116827.0,-3281.0,-4485.0,12457.0,3
SVE,2022,50383.0,6081.0,9841.0,15710.0,107729.0,55370.0,163099.0,105560.0,33053.0,24486.0,163099.0,2948.0,-26969.0,12796.0,2
SVE,2023,58607.0,4758.0,8648.0,15134.0,220331.0,45571.0,265902.0,112639.0,122263.0,31000.0,265902.0,-5345.0,-72903.0,-24917.0,1
SVE,2024,71756.0,7550.0,12426.0,20516.0,252432.0,46190.0,298622.0,121471.0,134180.0,42971.0,298622.0,14805.0,-25888.0,-1415.0,0
SVRS,2015,1330.0,-4908.0,-4537.0,-3304.0,17395.0,1381.0,18776.0,14344.0,2469.0,1962.0,18776.0,-4677.0,-6913.0,207.0,9
SVRS,2016,347.0,-19003.0,-16692.0,-15631.0,23329.0,18661.0,41989.0,38997.0,1714.0,1279.0,41989.0,-5266.0,-10816.0,11338.0,8
SVRS,2017,129.0,-10454.0,-8101.0,-6524.0,28474.0,4285.0,32759.0,27673.0,1163.0,3923.0,32759.0,-3419.0,-3307.0,-6454.0,7
SVRS,2018,79.0,-10448.0,-11666.0,-9098.0,35868.0,13298.0,49166.0,39454.0,620.0,7561.0,49166.0,-9956.0,-8286.0,8704.0,6
SVRS,2019,672.0,-14834.0,-14146.0,-9650.0,40833.0,6217.0,47050.0,28760.0,1838.0,16148.0,47050.0,-7364.0,-10725.0,-7736.0,5
SVRS,2020,1398.0,-9806.0,-9295.0,-5074.0,43267.0,11377.0,54643.0,33307.0,9761.0,11576.0,54643.0,-2729.0,-6806.0,5724.0,4
SVRS,2021,2619.0,-12485.0,-8636.0,-3175.0,44737.0,6585.0,51322.0,36564.0,1283.0,13475.0,51322.0,-3423.0,-6772.0,-6325.0,3
SVRS,2022,5700.0,-9543.0,-8900.0,-3064.0,46373.0,4036.0,50409.0,28656.0,6669.0,15085.0,50409.0,-1431.0,-7589.0,-3786.0,2
SVRS,2023,7638.0,-4927.0,-3927.0,1657.0,48900.0,3109.0,52009.0,34604.0,7921.0,9483.0,52009.0,3408.0,-8732.0,20.0,1
SVRS,2024,10372.0,-3232.0,-2530.0,4938.0,50740.0,4146.0,54886.0,31099.0,5483.0,18304.0,54886.0,4975.0,-9031.0,-529.0,0
SYGNITY,2004,755945.0,12907.0,44136.0,69478.0,121639.0,357463.0,479102.0,198162.0,94811.0,178104.0,479102.0,77466.0,-34244.0,12786.0,20
SYGNITY,2005,858118.0,11892.0,34069.0,55829.0,129937.0,504708.0,634645.0,215983.0,12621.0,401507.0,634645.0,122822.0,-59086.0,59709.0,19
SYGNITY,2006,927062.0,-20599.0,-13351.0,55134.0,365280.0,614291.0,979571.0,304717.0,44069.0,501829.0,979571.0,-84844.0,35849.0,-46796.0,18
SYGNITY,2007,1201932.0,-81126.0,-72001.0,-16311.0,318482.0,543955.0,862437.0,343505.0,31959.0,483878.0,862437.0,-6895.0,-6363.0,-8453.0,17
SYGNITY,2008,995669.0,-1329.0,11521.0,56575.0,264438.0,493131.0,757569.0,372988.0,14301.0,367030.0,757569.0,58400.0,29561.0,42753.0,16
SYGNITY,2009,563229.0,-104299.0,-103591.0,-68975.0,238145.0,283866.0,522011.0,268131.0,6760.0,244973.0,522011.0,4869.0,20668.0,-16313.0,15
SYGNITY,2010,514568.0,-50294.0,-43746.0,-16938.0,225316.0,254551.0,479867.0,217569.0,23693.0,236332.0,479867.0,4895.0,-6796.0,-5404.0,14
SYGNITY,2011,870602.0,-11452.0,-1197.0,25250.0,239036.0,159365.0,398401.0,203210.0,13438.0,179309.0,398401.0,38793.0,-25064.0,-20935.0,13
SYGNITY,2012,480899.0,10262.0,18259.0,35983.0,229461.0,180449.0,409910.0,213552.0,61592.0,132290.0,409910.0,21959.0,-12853.0,-19109.0,12
SYGNITY,2013,500897.0,13011.0,21662.0,38724.0,221816.0,221860.0,443676.0,227552.0,14703.0,199679.0,443676.0,7257.0,-7017.0,-6103.0,11
SYGNITY,2014,429305.0,-4210.0,3946.0,19090.0,216326.0,204648.0,420974.0,222368.0,48300.0,148985.0,420974.0,-14321.0,-12552.0,-13812.0,10
SYGNITY,2015,423098.0,-7723.0,4322.0,21302.0,209989.0,283730.0,493719.0,213300.0,60558.0,218473.0,493719.0,85687.0,-13313.0,58249.0,9
SYGNITY,2016,322264.0,-123315.0,-124928.0,-111394.0,203082.0,184997.0,388079.0,34751.0,63594.0,289734.0,388079.0,-21482.0,-12429.0,-23017.0,8
SYGNITY,2017,288295.0,-11250.0,-7336.0,728.0,197042.0,143964.0,341006.0,33094.0,123849.0,184063.0,341006.0,-11621.0,-1747.0,-5054.0,7
SYGNITY,2018,234631.0,15931.0,29368.0,37394.0,191807.0,81136.0,272943.0,65757.0,77634.0,129552.0,272943.0,18942.0,-1771.0,-15858.0,6
SYGNITY,2019,229965.0,29213.0,36885.0,53039.0,202480.0,93898.0,296378.0,94273.0,93204.0,108901.0,296378.0,51959.0,-1867.0,19948.0,5
SYGNITY,2020,204052.0,46563.0,49167.0,60989.0,188857.0,90230.0,279087.0,141642.0,48788.0,88657.0,279087.0,20204.0,-1964.0,-13683.0,4
SYGNITY,2021,211596.0,26966.0,25432.0,36188.0,188669.0,93857.0,282526.0,169211.0,27956.0,85359.0,282526.0,44722.0,-8052.0,9720.0,3
SYGNITY,2022,225410.0,29734.0,37865.0,47865.0,178427.0,118952.0,297379.0,200223.0,20590.0,76566.0,297379.0,58191.0,-4416.0,35545.0,2
SYGNITY,2024,293189.0,60455.0,66810.0,81726.0,223683.0,184308.0,407991.0,283595.0,14314.0,110082.0,407991.0,84087.0,-37339.0,28283.0,0
SYNEKTIK,2009,25017.0,700.0,919.0,1016.0,278.0,14215.0,14493.0,2900.0,0.0,11412.0,14493.0,4369.0,-155.0,5322.0,15
SYNEKTIK,2010,31027.0,1063.0,2270.0,2928.0,4048.0,8442.0,12490.0,3359.0,792.0,7980.0,12490.0,-1018.0,-1048.0,-4872.0,14
SYNEKTIK,2011,45077.0,-1421.0,-369.0,628.0,24297.0,26169.0,49978.0,18320.0,10875.0,13913.0,49978.0,7151.0,-15136.0,16207.0,13
SYNEKTIK,2012,61452.0,-645.0,172.0,3109.0,23654.0,37910.0,61564.0,17670.0,8055.0,32959.0,61564.0,2667.0,-3705.0,-3712.0,12
SYNEKTIK,2013,78363.0,8244.0,10979.0,14086.0,45490.0,59623.0,105113.0,55928.0,8643.0,31175.0,105113.0,6432.0,-20640.0,19930.0,11
SYNEKTIK,2014,78693.0,3605.0,5400.0,9293.0,53251.0,53542.0,106793.0,58329.0,14120.0,34344.0,106793.0,11962.0,-15145.0,-2117.0,10
SYNEKTIK,2015,83598.0,-1265.0,-569.0,3776.0,62125.0,42279.0,104404.0,56546.0,11713.0,36145.0,104404.0,5722.0,-11491.0,-10665.0,9
SYNEKTIK,2016,49433.0,388.0,2128.0,4218.0,65825.0,24928.0,90753.0,56941.0,12700.0,21112.0,90753.0,-8062.0,-7158.0,-12022.0,8
SYNEKTIK,2017,62936.0,4085.0,5436.0,7921.0,72319.0,42914.0,115233.0,61720.0,15571.0,37942.0,115233.0,14769.0,579.0,11432.0,7
SYNEKTIK,2018,105323.0,10294.0,11631.0,18974.0,79989.0,28597.0,108586.0,61986.0,16431.0,30169.0,108586.0,5224.0,-16454.0,-2792.0,6
SYNEKTIK,2019,134787.0,9136.0,12715.0,17951.0,85320.0,39776.0,125096.0,70252.0,20759.0,34085.0,125096.0,13547.0,-5314.0,3260.0,5
SYNEKTIK,2020,125386.0,8810.0,12031.0,18567.0,92904.0,48709.0,141613.0,75996.0,29143.0,36474.0,141613.0,8548.0,-4302.0,2315.0,4
SYNEKTIK,2021,128627.0,8384.0,11186.0,19161.0,95742.0,63944.0,159686.0,80559.0,24093.0,55034.0,159686.0,21710.0,-3234.0,7403.0,3
SYNEKTIK,2022,166861.0,10301.0,17618.0,29657.0,126727.0,109753.0,236480.0,87846.0,43727.0,104907.0,236480.0,-6184.0,-4551.0,-8592.0,2
SYNEKTIK,2023,446872.0,52452.0,67862.0,82640.0,131291.0,168624.0,299915.0,134201.0,47481.0,118233.0,299915.0,96128.0,-11547.0,52985.0,1
SYNEKTIK,2024,624122.0,82566.0,106943.0,123476.0,162973.0,212286.0,375259.0,190024.0,50583.0,134652.0,375259.0,89609.0,-34768.0,21668.0,0
TALEX,2004,71793.0,1264.0,1101.0,4446.0,22775.0,31362.0,54137.0,41284.0,0.0,12570.0,54137.0,7592.0,-2801.0,2356.0,20
TALEX,2005,112703.0,1165.0,1413.0,4596.0,24641.0,30388.0,55029.0,42059.0,0.0,12732.0,55029.0,-2231.0,-4373.0,-7355.0,19
TALEX,2006,81614.0,282.0,242.0,2743.0,23842.0,31288.0,55130.0,41980.0,0.0,12889.0,55130.0,9770.0,-1341.0,8069.0,18
TALEX,2007,134117.0,4409.0,5198.0,7804.0,23457.0,61360.0,84817.0,46389.0,672.0,37438.0,84817.0,10523.0,-850.0,9355.0,17
TALEX,2008,131453.0,4030.0,6340.0,9489.0,22910.0,67686.0,90596.0,47419.0,1006.0,41779.0,90596.0,5628.0,-1386.0,745.0,16
TALEX,2009,61903.0,-2780.0,-3210.0,-210.0,21645.0,32264.0,53909.0,41639.0,759.0,10985.0,53909.0,-2011.0,-1097.0,-6923.0,15
TALEX,2010,105836.0,2244.0,2529.0,5613.0,26088.0,38832.0,64920.0,43883.0,982.0,17540.0,64920.0,2955.0,-2274.0,1888.0,14
TALEX,2011,142766.0,662.0,165.0,3869.0,27507.0,42121.0,69628.0,43045.0,283.0,24277.0,69628.0,-7563.0,-5093.0,-13879.0,13
TALEX,2012,94631.0,-2152.0,-2553.0,1525.0,26956.0,39141.0,66097.0,40293.0,539.0,23218.0,66097.0,7770.0,-2332.0,4037.0,12
TALEX,2013,117110.0,5944.0,7191.0,9824.0,30072.0,43550.0,73622.0,44320.0,1193.0,24402.0,73622.0,15411.0,-4006.0,10107.0,11
TALEX,2014,109936.0,8675.0,10636.0,13892.0,43347.0,41692.0,85039.0,48607.0,5480.0,21753.0,85039.0,10756.0,-15275.0,1176.0,10
TALEX,2015,124057.0,6250.0,8415.0,13350.0,67464.0,38870.0,106334.0,48740.0,15648.0,32182.0,106334.0,5870.0,-26647.0,-12857.0,9
TALEX,2016,113037.0,4720.0,6465.0,12744.0,63200.0,35183.0,98383.0,49644.0,10947.0,28590.0,98383.0,10951.0,-1385.0,-237.0,8
TALEX,2017,107897.0,5731.0,7531.0,13439.0,60286.0,33061.0,93347.0,52138.0,7110.0,24662.0,93347.0,10328.0,-1949.0,-167.0,7
TALEX,2018,94766.0,6575.0,8342.0,14264.0,67302.0,26256.0,93558.0,55113.0,6763.0,17943.0,93558.0,12216.0,-6464.0,-1296.0,6
TALEX,2019,88814.0,2404.0,2798.0,9480.0,63529.0,19813.0,83342.0,54588.0,4318.0,18247.0,83342.0,8865.0,-1228.0,941.0,5
TALEX,2020,96961.0,3622.0,4670.0,11008.0,60013.0,24434.0,84447.0,56409.0,3735.0,17745.0,84447.0,6137.0,-124.0,-1969.0,4
TALEX,2021,73298.0,-4972.0,-4610.0,863.0,57384.0,12606.0,69990.0,49337.0,3197.0,11432.0,69990.0,5673.0,-702.0,-407.0,3
TALEX,2022,81624.0,1748.0,2723.0,8370.0,61565.0,14488.0,76053.0,51085.0,2174.0,15571.0,76053.0,4339.0,-2224.0,262.0,2
TALEX,2023,82443.0,1487.0,2417.0,6305.0,61509.0,16218.0,77727.0,52572.0,3459.0,14861.0,77727.0,-196.0,561.0,-1969.0,1
TALEX,2024,72565.0,882.0,1043.0,4398.0,53898.0,14289.0,68187.0,50754.0,2969.0,8729.0,68187.0,6239.0,6183.0,3537.0,0
TARCZYNSKI,2010,313786.0,18658.0,19004.0,29011.0,147669.0,62529.0,210198.0,80949.0,72876.0,56373.0,210198.0,18274.0,-28698.0,-15.0,14
TARCZYNSKI,2011,378779.0,3855.0,9615.0,20751.0,156361.0,100266.0,256627.0,90810.0,76971.0,88846.0,256627.0,8601.0,-13083.0,-387.0,13
TARCZYNSKI,2012,386715.0,10804.0,21248.0,33355.0,154978.0,81425.0,236403.0,65107.0,77069.0,94227.0,236403.0,34355.0,-9073.0,-1406.0,12
TARCZYNSKI,2013,448282.0,9315.0,17319.0,32915.0,210453.0,119445.0,329898.0,115407.0,91422.0,123069.0,329898.0,28291.0,-48178.0,22349.0,11
TARCZYNSKI,2014,494401.0,11678.0,21610.0,41781.0,272399.0,116440.0,388839.0,126105.0,117670.0,145064.0,388839.0,39272.0,-69202.0,-15109.0,10
TARCZYNSKI,2015,541951.0,20024.0,32210.0,54680.0,294163.0,122297.0,416460.0,143218.0,150821.0,122421.0,416460.0,25021.0,-25413.0,2093.0,9
TARCZYNSKI,2016,648159.0,9866.0,19696.0,45508.0,307643.0,168996.0,476639.0,146423.0,141870.0,188346.0,476639.0,39483.0,-27119.0,7627.0,8
TARCZYNSKI,2017,732843.0,23447.0,36572.0,65481.0,357021.0,162408.0,519429.0,162917.0,181644.0,174868.0,519429.0,88833.0,-48894.0,-1681.0,7
TARCZYNSKI,2018,760418.0,25697.0,44875.0,73352.0,404833.0,209523.0,614356.0,186545.0,226858.0,200953.0,614356.0,31537.0,-47342.0,14637.0,6
TARCZYNSKI,2019,877782.0,28291.0,51711.0,81118.0,489616.0,210322.0,699938.0,208708.0,288286.0,202944.0,699938.0,59276.0,-77861.0,-4691.0,5
TARCZYNSKI,2020,1024937.0,91314.0,127613.0,164144.0,571992.0,207875.0,779867.0,297050.0,292110.0,190707.0,779867.0,120891.0,-103757.0,-2600.0,4
TARCZYNSKI,2021,1194456.0,95620.0,133131.0,171858.0,769965.0,278651.0,1048616.0,381935.0,385675.0,281006.0,1048616.0,140154.0,-200953.0,-13487.0,3
TARCZYNSKI,2022,1613780.0,101889.0,132416.0,175031.0,915524.0,422576.0,1338100.0,461617.0,368503.0,507980.0,1338100.0,147857.0,-184395.0,2159.0,2
TARCZYNSKI,2023,1911104.0,132874.0,165817.0,218868.0,1167475.0,357415.0,1524890.0,559991.0,475497.0,489402.0,1524890.0,228933.0,-179850.0,-333.0,1
TARCZYNSKI,2024,2067614.0,119798.0,181009.0,255232.0,1437197.0,291612.0,1728809.0,633077.0,583994.0,511738.0,1728809.0,283248.0,-309859.0,3128.0,0
TAURON,2009,13694622.0,948163.0,1320783.0,2641811.0,17993953.0,4161540.0,22155493.0,11858566.0,4027449.0,3894378.0,22155493.0,1963199.0,-1354024.0,65711.0,15
TAURON,2010,15428879.0,991383.0,1399259.0,2758037.0,18334911.0,5095373.0,23430284.0,14704825.0,4070063.0,4148150.0,23430284.0,2520345.0,-1508476.0,499005.0,14
TAURON,2011,20755222.0,1266934.0,1645504.0,3056601.0,23416777.0,5110219.0,28526996.0,15625871.0,7597081.0,4842697.0,28526996.0,2208926.0,-5689534.0,-970569.0,13
TAURON,2012,24741257.0,1541299.0,2153401.0,3839605.0,25471230.0,5802447.0,31273677.0,16235110.0,9148067.0,5397377.0,31273677.0,3520329.0,-3282929.0,385838.0,12
TAURON,2013,19131122.0,1346485.0,1934066.0,3661135.0,27567008.0,4788562.0,32355570.0,17327165.0,9304341.0,5257730.0,32355570.0,4079082.0,-4180488.0,-350506.0,11
TAURON,2014,18440763.0,1185560.0,1830113.0,3627030.0,28162749.0,6396444.0,34559193.0,17966448.0,11744092.0,4818537.0,34559193.0,2617907.0,-3386733.0,866923.0,10
TAURON,2015,18375224.0,-1804215.0,-1893208.0,3535467.0,28124185.0,3947248.0,32071433.0,16018328.0,8583950.0,7439326.0,32071433.0,3387458.0,-3942122.0,-1080356.0,9
TAURON,2016,17646489.0,370137.0,801522.0,2470248.0,29148253.0,4308641.0,33456894.0,16649266.0,11968719.0,4808857.0,33456894.0,3064215.0,-3627458.0,27018.0,8
TAURON,2017,17416029.0,1382946.0,1765414.0,3458882.0,31049127.0,4742894.0,35792021.0,18036446.0,12738005.0,4986203.0,35792021.0,3558667.0,-3871676.0,446620.0,7
TAURON,2018,18121748.0,207045.0,790729.0,2512512.0,32541865.0,4555612.0,37097477.0,18295824.0,11382254.0,7286742.0,37097477.0,2056766.0,-3221547.0,6619.0,6
TAURON,2019,19558292.0,-11683.0,295454.0,2287187.0,35052287.0,6865478.0,41917765.0,18192226.0,14963274.0,7861831.0,41917765.0,2035575.0,-4534738.0,395629.0,5
TAURON,2020,20367400.0,-2487877.0,-1014635.0,939507.0,31736391.0,7674673.0,39411064.0,15518642.0,15687376.0,7311423.0,39411064.0,4041979.0,-3976568.0,-308224.0,4
TAURON,2021,25614000.0,385000.0,916000.0,3016000.0,33855000.0,6220000.0,40075000.0,16491000.0,13634000.0,9917000.0,40075000.0,5002000.0,-3103000.0,-104000.0,3
TAURON,2022,36311000.0,-134000.0,1069000.0,3285000.0,35053000.0,10267000.0,45320000.0,16581000.0,18511000.0,10195000.0,45320000.0,2775000.0,-3976000.0,317000.0,2
TAURON,2023,50715000.0,1678000.0,3394000.0,5620000.0,37353000.0,12445000.0,49798000.0,17915000.0,17576000.0,14269000.0,49798000.0,4616000.0,-4794000.0,108000.0,1
TAURON,2024,35399000.0,590000.0,2651000.0,5000000.0,38069000.0,7645000.0,45714000.0,17713000.0,15807000.0,12153000.0,45714000.0,7972000.0,-4718000.0,-491000.0,0
TEN,2015,17816.0,2123.0,2648.0,3226.0,1688.0,5703.0,7391.0,4873.0,248.0,2270.0,7391.0,4412.0,-1097.0,602.0,9
TEN,2016,17355.0,3302.0,3980.0,4514.0,1909.0,4994.0,6903.0,5446.0,318.0,1139.0,6903.0,2589.0,-764.0,-904.0,8
TEN,2017,27032.0,8412.0,10862.0,11440.0,2161.0,12412.0,14573.0,11689.0,286.0,2598.0,14573.0,7674.0,-448.0,4806.0,7
TEN,2018,115258.0,36469.0,44315.0,45012.0,2701.0,51766.0,54467.0,42084.0,359.0,12024.0,54467.0,41240.0,-1766.0,33165.0,6
TEN,2019,241133.0,76385.0,84577.0,85727.0,4936.0,101109.0,106045.0,92145.0,537.0,13363.0,106045.0,66439.0,-3543.0,35587.0,5
TEN,2020,578195.0,151599.0,171775.0,174861.0,16101.0,307583.0,323684.0,238051.0,7437.0,78196.0,323684.0,193714.0,-4598.0,160873.0,4
TEN,2021,634045.0,141265.0,166220.0,174207.0,298866.0,221414.0,520280.0,351051.0,64993.0,104236.0,520280.0,200404.0,-222005.0,-96671.0,3
TEN,2022,538558.0,52335.0,72692.0,89167.0,314138.0,206570.0,520708.0,342465.0,68221.0,110022.0,520708.0,137947.0,-55504.0,-12775.0,2
TEN,2023,436076.0,15207.0,3518.0,23728.0,215779.0,242325.0,458104.0,291011.0,29465.0,137628.0,458104.0,121505.0,-26569.0,36496.0,1
TEN,2024,386453.0,67077.0,76241.0,93002.0,206436.0,210414.0,416850.0,243263.0,25410.0,148177.0,416850.0,113883.0,-17595.0,-20773.0,0
TERMO-REX,2011,695.0,147.0,247.0,315.0,9234.0,3194.0,12428.0,11447.0,37.0,944.0,12428.0,144.0,31.0,55.0,13
TERMO-REX,2012,12687.0,1386.0,2153.0,3081.0,13288.0,5292.0,18580.0,12832.0,3243.0,2465.0,18580.0,1695.0,-5129.0,246.0,12
TERMO-REX,2013,19154.0,-1387.0,-1275.0,-130.0,13306.0,4662.0,17968.0,12216.0,3170.0,2523.0,17968.0,1101.0,-666.0,-154.0,11
TERMO-REX,2014,21405.0,329.0,242.0,1484.0,14456.0,5077.0,19533.0,15773.0,723.0,2874.0,19533.0,920.0,-1930.0,121.0,10
TERMO-REX,2015,21150.0,-68.0,77.0,853.0,14178.0,5434.0,19612.0,15705.0,259.0,3491.0,19612.0,925.0,-596.0,855.0,9
TERMO-REX,2016,27291.0,928.0,1359.0,2132.0,14605.0,9892.0,24497.0,16633.0,0.0,7397.0,24497.0,1203.0,-1088.0,-345.0,8
TERMO-REX,2017,36252.0,862.0,1774.0,2429.0,16241.0,12554.0,28795.0,19048.0,1537.0,8210.0,28795.0,767.0,-2352.0,-29.0,7
TERMO-REX,2018,63226.0,-336.0,-112.0,746.0,17156.0,14072.0,31228.0,18170.0,1716.0,8557.0,31228.0,4756.0,-1387.0,-201.0,6
TERMO-REX,2019,64009.0,4839.0,3717.0,4744.0,22897.0,17296.0,40193.0,21975.0,2868.0,11521.0,40193.0,4808.0,-489.0,2080.0,5
TERMO-REX,2020,54323.0,3024.0,3376.0,4477.0,23818.0,25412.0,49230.0,24703.0,4985.0,16036.0,49230.0,1633.0,-1536.0,3655.0,4
TERMO-REX,2021,52483.0,3768.0,4023.0,5155.0,23737.0,19631.0,43368.0,27225.0,2378.0,9374.0,43368.0,838.0,-940.0,-1526.0,3
TERMO-REX,2022,44775.0,-689.0,-872.0,354.0,24401.0,19695.0,44096.0,25723.0,1925.0,12265.0,44096.0,-909.0,-96.0,-3975.0,2
TERMO-REX,2023,48592.0,1128.0,876.0,2289.0,25638.0,13904.0,39542.0,28442.0,1974.0,7217.0,39542.0,4194.0,-2175.0,902.0,1
TERMO-REX,2024,19481.0,9957.0,925.0,1318.0,22533.0,12811.0,35344.0,31556.0,1774.0,2014.0,35344.0,-2322.0,8010.0,4369.0,0
TESGAS,2008,69045.0,5290.0,7641.0,9894.0,37999.0,36923.0,74922.0,19889.0,21397.0,33636.0,74922.0,11841.0,-9009.0,3205.0,16
TESGAS,2009,90971.0,7312.0,10045.0,12555.0,38343.0,57878.0,96221.0,36534.0,17947.0,41740.0,96221.0,11141.0,-3115.0,13576.0,15
TESGAS,2010,174336.0,15641.0,17974.0,21082.0,79716.0,125473.0,205189.0,106334.0,21576.0,74119.0,205189.0,19079.0,-35015.0,31684.0,14
