Spółka,Rok,Data publikacji,Aktywa trwałe,Wartości niematerialne i prawne,Wartość firmy,Rzeczowe składniki majątku trwałego,Aktywa z tytułu prawa do użytkowania,Należności długoterminowe,Inwestycje długoterminowe,Pozostałe aktywa trwałe,Aktywa obrotowe,Zapasy,Należności krótkoterminowe,Inwestycje krótkoterminowe,Środki pieniężne i inne aktywa pieniężne,Pozostałe aktywa obrotowe,Aktywa trwałe przeznaczone do sprzedaży,Aktywa razem,Kapitał własny akcjonariuszy jednostki dominującej,Kapitał (fundusz) podstawowy,Udziały (akcje) własne,Kapitał (fundusz) zapasowy,Udziały niekontrolujące,Zobowiązania długoterminowe,Z tytułu dostaw i usług,Kredyty i pożyczki,Z tytułu emisji dłużnych papierów wartościowych,Zobowiązania z tytułu leasingu finansowego,Inne zobowiązania długoterminowe,Zobowiązania krótkoterminowe,Inne zobowiązania krótkoterminowe,Rozliczenia międzyokresowe,Pasywa razem,Gotówka i operacje z bankami centralnymi,Należności od banków,Aktywa finansowe przeznaczone do obrotu,Pochodne instrumenty zabezpieczające,Należności od klientów,Inwestycyjne aktywa finansowe,Inwestycje w podmioty stowarzyszone,Wartości niematerialne,Rzeczowy majątek trwały,Aktywa z tytułu odroczonego podatku dochodowego netto,Pozostałe aktywa,Zobowiązania wobec banku centralnego,Zobowiązania wobec banków,Zobowiązania finansowe przeznaczone do obrotu,Zobowiązania wobec klientów,Zobowiązania z tytułu emisji dłużnych pap. wart.,Zobowiązania podporządkowane,Zobowiązania z tytułu bieżącego podatku dochodowego,Pozostałe pasywa,Zobowiązania razem,Kapitały własne,Kapitał akcyjny,Pozostałe kapitały,Kapitał z aktualizacji wyceny,Zyski zatrzymane,Wynik roku bieżącego,Kapitały razem
ELEKTROCIEPLOWNIA-BEDZIN,2014,,105878.0,80.0,0.0,105789.0,,9.0,0.0,0.0,67176.0,24808.0,29057.0,13311.0,13311.0,0.0,0.0,173054.0,121139.0,37728.0,0.0,40584.0,0.0,18062.0,18115.0,45.0,0.0,0.0,17977.0,33853.0,15693.0,0.0,173054.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEKTROCIEPLOWNIA-BEDZIN,2015,,476117.0,7577.0,1937.0,199053.0,,242884.0,26603.0,0.0,229288.0,33467.0,113959.0,81830.0,10196.0,32.0,0.0,705405.0,136097.0,37728.0,0.0,42636.0,0.0,352520.0,23530.0,174891.0,0.0,0.0,20076.0,216788.0,18367.0,0.0,705405.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEKTROCIEPLOWNIA-BEDZIN,2016,,524425.0,6921.0,1937.0,240454.0,,262424.0,13517.0,1109.0,202161.0,27027.0,129936.0,45138.0,22216.0,60.0,0.0,726586.0,155739.0,37728.0,0.0,45352.0,0.0,374313.0,21890.0,150462.0,0.0,0.0,22510.0,196534.0,24182.0,0.0,726586.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEKTROCIEPLOWNIA-BEDZIN,2017,,494529.0,6124.0,1937.0,251643.0,,234291.0,1500.0,971.0,215846.0,20546.0,137220.0,58003.0,30228.0,77.0,0.0,710375.0,169694.0,37728.0,0.0,48288.0,0.0,317241.0,31788.0,172530.0,0.0,0.0,22545.0,223440.0,19122.0,0.0,710375.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEKTROCIEPLOWNIA-BEDZIN,2018,,451314.0,5467.0,1937.0,238537.0,,195752.0,11175.0,383.0,211273.0,29263.0,119354.0,62578.0,24642.0,78.0,0.0,662587.0,172242.0,37728.0,0.0,67613.0,0.0,230901.0,41027.0,167832.0,0.0,0.0,13700.0,259444.0,50585.0,0.0,662587.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEKTROCIEPLOWNIA-BEDZIN,2019,,294362.0,914.0,0.0,146299.0,6281.0,129438.0,17711.0,0.0,171386.0,55741.0,98595.0,16806.0,8617.0,244.0,0.0,465748.0,65349.0,37728.0,0.0,67613.0,0.0,58235.0,28792.0,249696.0,0.0,0.0,6490.0,342164.0,63676.0,0.0,465748.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEKTROCIEPLOWNIA-BEDZIN,2020,,231345.0,706.0,0.0,140923.0,5966.0,72297.0,17419.0,0.0,128164.0,32568.0,63962.0,31528.0,27528.0,106.0,0.0,359509.0,-4232.0,37728.0,0.0,67613.0,0.0,42581.0,36218.0,198517.0,0.0,0.0,6109.0,321160.0,86425.0,0.0,359509.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEKTROCIEPLOWNIA-BEDZIN,2021,,123427.0,526.0,0.0,122896.0,2119.0,0.0,5.0,0.0,73685.0,14765.0,15499.0,43334.0,43334.0,87.0,0.0,197112.0,-214467.0,37728.0,0.0,0.0,0.0,22890.0,12220.0,1813.0,0.0,0.0,4562.0,388689.0,374656.0,0.0,197112.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEKTROCIEPLOWNIA-BEDZIN,2022,,115336.0,352.0,0.0,114984.0,1893.0,0.0,0.0,0.0,99289.0,37840.0,61113.0,336.0,336.0,0.0,0.0,214625.0,-420598.0,37728.0,0.0,0.0,0.0,12695.0,40548.0,10729.0,0.0,0.0,4257.0,622528.0,571251.0,0.0,214625.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEKTROCIEPLOWNIA-BEDZIN,2023,,132675.0,296.0,0.0,119787.0,1814.0,12560.0,32.0,0.0,67134.0,15805.0,48740.0,2589.0,1891.0,0.0,0.0,199809.0,-619530.0,37728.0,0.0,0.0,0.0,7009.0,25610.0,20175.0,0.0,0.0,5468.0,812330.0,766545.0,0.0,199809.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEKTROCIEPLOWNIA-BEDZIN,2024,,16287.0,96.0,0.0,16159.0,1941.0,0.0,32.0,0.0,15894.0,100.0,13177.0,2617.0,2617.0,0.0,0.0,32181.0,20857.0,37728.0,0.0,0.0,0.0,2650.0,6482.0,466.0,0.0,0.0,0.0,8674.0,1726.0,0.0,32181.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEKTROCIEPLOWNIA-BEDZIN,2025/Q1,,16458.0,138.0,0.0,16288.0,1873.0,0.0,32.0,0.0,15694.0,874.0,9174.0,5646.0,5646.0,0.0,0.0,32152.0,22178.0,37728.0,0.0,0.0,0.0,2717.0,4936.0,532.0,0.0,0.0,0.0,7257.0,1789.0,0.0,32152.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEKTROTIM,2005,,2772.0,491.0,,1728.0,,0.0,196.0,357.0,13286.0,2105.0,10128.0,364.0,333.0,689.0,0.0,16058.0,6626.0,5706.0,0.0,0.0,0.0,515.0,,,,,,8499.0,,418.0,16058.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEKTROTIM,2006,,7547.0,268.0,0.0,4123.0,,0.0,72.0,3084.0,33113.0,1402.0,23450.0,4031.0,3982.0,4230.0,0.0,40660.0,13885.0,6000.0,0.0,0.0,0.0,584.0,,,,,,23888.0,,2303.0,40660.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEKTROTIM,2007,,12828.0,2465.0,0.0,6518.0,,0.0,112.0,3733.0,104933.0,1671.0,33917.0,68016.0,37641.0,1329.0,0.0,117761.0,89296.0,9700.0,0.0,61010.0,0.0,317.0,15580.0,209.0,0.0,0.0,317.0,23943.0,8154.0,4205.0,117761.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEKTROTIM,2008,,20046.0,8885.0,7837.0,6720.0,,0.0,23.0,4418.0,104182.0,2038.0,43045.0,57416.0,54690.0,1683.0,0.0,124228.0,90167.0,9700.0,0.0,61010.0,0.0,309.0,17792.0,15.0,0.0,0.0,309.0,26569.0,8762.0,7183.0,124228.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEKTROTIM,2009,,18622.0,9275.0,7837.0,8428.0,,0.0,59.0,860.0,101714.0,1715.0,32497.0,57197.0,54389.0,10305.0,0.0,120336.0,94170.0,9791.0,0.0,62264.0,0.0,84.0,15961.0,674.0,0.0,0.0,84.0,22138.0,5503.0,3944.0,120336.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEKTROTIM,2010,,28730.0,10610.0,9261.0,15774.0,,0.0,549.0,1797.0,93172.0,3593.0,38571.0,40107.0,37162.0,10901.0,0.0,121902.0,84666.0,9848.0,0.0,62271.0,1920.0,2988.0,15571.0,465.0,0.0,0.0,2615.0,27110.0,11074.0,5218.0,121902.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEKTROTIM,2011,,30472.0,10237.0,9261.0,17648.0,,0.0,499.0,2088.0,108954.0,4722.0,50544.0,32247.0,32217.0,21441.0,0.0,139426.0,87609.0,9959.0,0.0,62543.0,2332.0,271.0,27986.0,2666.0,0.0,0.0,0.0,41745.0,11093.0,7469.0,139426.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEKTROTIM,2012,,36457.0,9821.0,9615.0,22689.0,,0.0,488.0,3459.0,110266.0,3499.0,60767.0,21956.0,21948.0,24044.0,0.0,146723.0,84281.0,9959.0,0.0,62571.0,3068.0,197.0,31931.0,392.0,0.0,0.0,0.0,46868.0,14545.0,12309.0,146723.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEKTROTIM,2013,,36840.0,8004.0,7908.0,24837.0,,0.0,464.0,3535.0,112243.0,5526.0,58327.0,28635.0,28635.0,19755.0,0.0,149083.0,86190.0,9983.0,0.0,62828.0,2840.0,555.0,31758.0,3967.0,0.0,0.0,0.0,48022.0,12297.0,11476.0,149083.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEKTROTIM,2014,,34846.0,8075.0,7908.0,22725.0,,0.0,490.0,3556.0,123521.0,5131.0,67752.0,40241.0,40173.0,10397.0,0.0,158367.0,80030.0,9983.0,0.0,68974.0,1900.0,141.0,37553.0,3732.0,0.0,0.0,0.0,64685.0,23400.0,11611.0,158367.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEKTROTIM,2015,,38985.0,8952.0,8641.0,24285.0,,0.0,497.0,5251.0,161258.0,4630.0,96943.0,46532.0,46401.0,13153.0,0.0,200243.0,95432.0,9983.0,0.0,63931.0,2945.0,759.0,63412.0,1121.0,0.0,0.0,741.0,86190.0,21657.0,14917.0,200243.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEKTROTIM,2016,,38363.0,9000.0,8641.0,24505.0,,0.0,477.0,4381.0,127787.0,3730.0,85071.0,28039.0,28035.0,10947.0,0.0,166150.0,82765.0,9983.0,0.0,73338.0,1748.0,575.0,43741.0,7345.0,0.0,0.0,300.0,68596.0,17510.0,12466.0,166150.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEKTROTIM,2017,,39983.0,9231.0,9060.0,23990.0,,0.0,601.0,6161.0,135959.0,6960.0,84472.0,26719.0,26719.0,17808.0,0.0,175942.0,74683.0,9983.0,0.0,69182.0,1767.0,1294.0,58077.0,9707.0,0.0,0.0,0.0,85356.0,17572.0,12842.0,175942.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEKTROTIM,2018,,39546.0,9962.0,9060.0,22936.0,2376.0,0.0,1947.0,4701.0,139053.0,2639.0,90588.0,3099.0,3098.0,42727.0,0.0,178599.0,70107.0,9983.0,0.0,64034.0,1348.0,1482.0,57401.0,17906.0,0.0,0.0,1482.0,95462.0,20155.0,10200.0,178599.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEKTROTIM,2019,,40618.0,10242.0,9060.0,18960.0,7683.0,0.0,2739.0,8677.0,108401.0,2845.0,67654.0,4903.0,4903.0,32999.0,0.0,149019.0,52983.0,9983.0,0.0,57541.0,1451.0,4479.0,48065.0,22228.0,0.0,0.0,5.0,82815.0,12522.0,7291.0,149019.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEKTROTIM,2020,,44532.0,10704.0,9060.0,21552.0,11482.0,0.0,4418.0,7858.0,138003.0,4269.0,78286.0,23315.0,23308.0,32133.0,0.0,182535.0,69501.0,9983.0,0.0,42925.0,1752.0,7694.0,50872.0,5410.0,0.0,0.0,742.0,86441.0,30159.0,17147.0,182535.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEKTROTIM,2021,,39170.0,10021.0,8706.0,18829.0,9396.0,0.0,3696.0,6624.0,141650.0,3650.0,119255.0,18745.0,18731.0,0.0,0.0,180820.0,76184.0,9983.0,0.0,44181.0,1761.0,9646.0,66395.0,217.0,0.0,3340.0,4575.0,93229.0,23277.0,0.0,180820.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEKTROTIM,2022,,28081.0,6536.0,6394.0,12432.0,6838.0,0.0,2452.0,6661.0,240245.0,3358.0,151155.0,56733.0,56733.0,0.0,28999.0,268326.0,98051.0,9983.0,0.0,43440.0,1069.0,7803.0,73457.0,0.0,0.0,2606.0,4177.0,161403.0,85340.0,0.0,268326.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEKTROTIM,2023,,31706.0,6581.0,6394.0,13050.0,6879.0,0.0,1328.0,10747.0,236897.0,2876.0,200861.0,33160.0,33160.0,0.0,0.0,268603.0,105289.0,9983.0,0.0,43440.0,-2119.0,16425.0,93198.0,61.0,0.0,3211.0,13585.0,149008.0,52538.0,0.0,268603.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEKTROTIM,2024,,41605.0,6804.0,6394.0,19693.0,13352.0,0.0,6076.0,9032.0,222066.0,8460.0,165060.0,48546.0,48546.0,0.0,0.0,263671.0,134077.0,9983.0,0.0,43440.0,294.0,23215.0,74991.0,0.0,0.0,3337.0,13772.0,106085.0,27757.0,0.0,263671.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEKTROTIM,2025/Q1,,42752.0,6819.0,6394.0,20054.0,13718.0,0.0,5932.0,9947.0,190835.0,5980.0,157457.0,27398.0,27398.0,0.0,0.0,233587.0,138353.0,9983.0,0.0,43440.0,287.0,24039.0,41618.0,0.0,0.0,3518.0,14393.0,70908.0,25772.0,0.0,233587.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENA,2007,,7951073.0,53884.0,,7871161.0,,129.0,25899.0,0.0,1865113.0,149065.0,722641.0,993407.0,940792.0,0.0,0.0,9816186.0,6763211.0,494796.0,0.0,2702188.0,3164.0,1387190.0,787702.0,69244.0,0.0,296.0,1202342.0,1662621.0,805379.0,0.0,9816186.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENA,2008,,8204031.0,51927.0,1806.0,7944815.0,,2316.0,204973.0,0.0,3781886.0,270044.0,785636.0,2726206.0,2620659.0,0.0,0.0,11985917.0,8993175.0,588018.0,17396.0,1507582.0,31078.0,1518009.0,865581.0,52605.0,0.0,877.0,1363001.0,1443655.0,524592.0,0.0,11985917.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENA,2009,,8374673.0,76075.0,1806.0,8060674.0,,1330.0,236594.0,0.0,3855015.0,300830.0,938341.0,2610800.0,902543.0,0.0,5044.0,12229688.0,9348731.0,588018.0,0.0,4776800.0,23897.0,1450377.0,971962.0,49951.0,0.0,1178.0,1340972.0,1406683.0,383592.0,0.0,12229688.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENA,2010,,8737868.0,174349.0,1806.0,8308650.0,,168.0,254701.0,0.0,4098837.0,242058.0,924279.0,2932500.0,899627.0,0.0,0.0,12836705.0,9852574.0,588018.0,0.0,4776800.0,23897.0,1373976.0,1017805.0,42398.0,0.0,2134.0,1299870.0,1586258.0,523921.0,0.0,12836705.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENA,2011,,9830686.0,171808.0,1806.0,9076871.0,,237.0,581770.0,0.0,4331465.0,483022.0,1106535.0,2720405.0,1218361.0,0.0,21503.0,14162151.0,10450674.0,588018.0,0.0,4776800.0,29088.0,1659243.0,1238489.0,45516.0,0.0,2424.0,1582139.0,2023146.0,736717.0,0.0,14162151.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENA,2012,,11011502.0,271726.0,1806.0,10459377.0,,376.0,280023.0,0.0,3698960.0,502654.0,1465340.0,1717425.0,1095495.0,0.0,13541.0,14710462.0,10915567.0,588018.0,0.0,4776800.0,22721.0,1748504.0,1290391.0,24043.0,0.0,3494.0,1693459.0,2023670.0,705742.0,0.0,14710462.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENA,2013,,12369473.0,275011.0,1806.0,11811566.0,,3933.0,94262.0,184701.0,3952551.0,521498.0,1357421.0,2060145.0,1573195.0,0.0,13487.0,16322024.0,11468627.0,588018.0,0.0,4776800.0,19321.0,2556816.0,1407703.0,22648.0,0.0,2940.0,1735123.0,2277260.0,843969.0,0.0,16322024.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENA,2014,,14344139.0,383228.0,1806.0,13701956.0,,20739.0,71009.0,167207.0,3763901.0,716883.0,1764148.0,1269356.0,687316.0,0.0,13514.0,18108040.0,12014365.0,588018.0,0.0,3632464.0,49648.0,4190197.0,1135657.0,8875.0,0.0,1752.0,1976460.0,1853830.0,707546.0,0.0,18108040.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENA,2015,,18203442.0,346276.0,1806.0,17074978.0,,28323.0,136226.0,617639.0,4785554.0,957030.0,1764700.0,2044584.0,1822094.0,0.0,19240.0,22988996.0,11337745.0,588018.0,0.0,3632464.0,784858.0,8457838.0,1223320.0,43399.0,0.0,1025.0,2506959.0,2408555.0,1140811.0,0.0,22988996.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENA,2016,,19486599.0,445537.0,1806.0,18382498.0,,30690.0,224617.0,403257.0,5049920.0,866014.0,1834029.0,2345547.0,2340217.0,0.0,4330.0,24536519.0,12176012.0,588018.0,0.0,3632464.0,835717.0,8606757.0,1141600.0,448902.0,0.0,2141.0,2279743.0,2918033.0,1325390.0,0.0,24536519.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENA,2017,,22080914.0,523819.0,1806.0,20416867.0,,30729.0,485748.0,623751.0,6232080.0,1441720.0,2053427.0,2736933.0,2687126.0,0.0,0.0,28312994.0,13078219.0,588018.0,0.0,3632464.0,921450.0,10063012.0,2051385.0,539429.0,0.0,1942.0,2283691.0,4250313.0,1657557.0,0.0,28312994.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENA,2018,,23037274.0,540853.0,1806.0,21027393.0,,23257.0,817315.0,628456.0,6928351.0,1851106.0,1968164.0,3109081.0,2650838.0,0.0,0.0,29965625.0,14097005.0,588018.0,0.0,3632464.0,952157.0,10109857.0,2534733.0,355840.0,0.0,2994.0,2065013.0,4806606.0,1913039.0,0.0,29965625.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENA,2019,,23792019.0,379024.0,1806.0,22190752.0,719948.0,20862.0,484946.0,716435.0,9051835.0,2751423.0,2527356.0,3773056.0,3761947.0,0.0,0.0,32843854.0,14455713.0,588018.0,0.0,3632464.0,1024058.0,10855419.0,1913440.0,2102911.0,0.0,27939.0,2428207.0,6508664.0,2464374.0,0.0,32843854.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENA,2020,,21767810.0,359365.0,1806.0,19633800.0,730078.0,72894.0,252843.0,1448908.0,8122053.0,3659034.0,2479510.0,1983509.0,1941554.0,0.0,0.0,29889863.0,12036815.0,588018.0,0.0,3632464.0,1057538.0,10009542.0,2037926.0,1224061.0,0.0,25172.0,2739853.0,6785968.0,3498809.0,0.0,29889863.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENA,2021,,22337693.0,350188.0,1806.0,19999574.0,774099.0,75014.0,500865.0,1412052.0,12289954.0,3975898.0,3741182.0,4572874.0,4153553.0,0.0,0.0,34627647.0,14010558.0,588018.0,0.0,2692784.0,1167450.0,7871134.0,4439560.0,2177791.0,0.0,30678.0,2724180.0,11578505.0,4930476.0,0.0,34627647.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENA,2022,,23161620.0,351922.0,1806.0,20981564.0,827430.0,13381.0,490675.0,1324078.0,14273352.0,6072980.0,6212106.0,1988266.0,1563716.0,0.0,0.0,37434972.0,14874670.0,676306.0,0.0,3348670.0,1271441.0,7699793.0,5165576.0,750273.0,0.0,31338.0,2955101.0,13589068.0,7641881.0,0.0,37434972.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENA,2023,,21636978.0,337662.0,1806.0,19101330.0,840307.0,7626.0,312451.0,1877909.0,17473767.0,5685733.0,8617390.0,3170644.0,3026133.0,0.0,0.0,39110745.0,13938930.0,676306.0,0.0,3348670.0,1500669.0,8703088.0,3270646.0,3090033.0,0.0,36154.0,3734900.0,14968058.0,8571225.0,0.0,39110745.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENA,2024,,20339356.0,317912.0,1806.0,18790553.0,834829.0,1646.0,348771.0,880474.0,19128497.0,8337426.0,6332823.0,4458248.0,4412137.0,0.0,0.0,39467853.0,15309592.0,676306.0,0.0,3348670.0,1023226.0,10561619.0,3224235.0,755981.0,0.0,36620.0,3756378.0,12573416.0,8556580.0,0.0,39467853.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENA,2025/Q1,,20858936.0,317323.0,1806.0,19100850.0,842176.0,1540.0,384390.0,1054833.0,13667582.0,1804319.0,6551544.0,5311719.0,5068095.0,0.0,0.0,34526518.0,16351984.0,676306.0,0.0,3348670.0,1126785.0,10049316.0,2543109.0,749579.0,0.0,34963.0,3827512.0,6998433.0,3670782.0,0.0,34526518.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENEL-MED,2007,,31501.0,263.0,,29617.0,,302.0,647.0,672.0,11076.0,630.0,7090.0,2613.0,2468.0,743.0,0.0,42577.0,13510.0,12000.0,0.0,0.0,0.0,10647.0,11972.0,1988.0,0.0,1025.0,1266.0,17649.0,2664.0,771.0,42577.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENEL-MED,2008,,51891.0,1551.0,,47883.0,,842.0,677.0,938.0,12994.0,941.0,9753.0,746.0,746.0,1554.0,0.0,64885.0,14253.0,14183.0,0.0,1112.0,0.0,15593.0,17255.0,9979.0,0.0,1476.0,2870.0,33835.0,5125.0,1204.0,64885.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENEL-MED,2009,,58855.0,1786.0,,54055.0,,1710.0,707.0,597.0,9853.0,799.0,8185.0,172.0,172.0,697.0,0.0,68708.0,16657.0,14183.0,0.0,747.0,0.0,17528.0,16099.0,10366.0,0.0,801.0,8295.0,33257.0,5991.0,1266.0,68708.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENEL-MED,2010,,58262.0,1899.0,0.0,51986.0,,1663.0,2146.0,568.0,15657.0,929.0,11144.0,1649.0,1649.0,1935.0,0.0,73919.0,17626.0,16467.0,0.0,756.0,0.0,20855.0,15230.0,11191.0,0.0,1180.0,1725.0,34155.0,6554.0,1283.0,73919.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENEL-MED,2011,,99736.0,1788.0,0.0,91895.0,,1038.0,4474.0,541.0,19611.0,962.0,10513.0,4526.0,4526.0,3610.0,0.0,119347.0,53699.0,23567.0,0.0,26611.0,0.0,28069.0,19614.0,9954.0,0.0,1350.0,6590.0,36118.0,5200.0,1461.0,119347.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENEL-MED,2012,,104127.0,1858.0,0.0,94610.0,,581.0,4741.0,2337.0,14653.0,1005.0,11139.0,409.0,409.0,2100.0,0.0,118780.0,44161.0,23567.0,0.0,29991.0,0.0,32436.0,15412.0,17415.0,0.0,1919.0,4516.0,39738.0,4992.0,2445.0,118780.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENEL-MED,2013,,93393.0,1510.0,0.0,83996.0,,580.0,4701.0,2606.0,14159.0,973.0,11335.0,381.0,381.0,1470.0,0.0,107552.0,44628.0,23567.0,0.0,29992.0,0.0,26159.0,14697.0,12629.0,0.0,1653.0,2708.0,33524.0,4545.0,3241.0,107552.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENEL-MED,2014,,99184.0,3094.0,0.0,93922.0,,0.0,1046.0,1122.0,70893.0,1496.0,11864.0,56273.0,51872.0,1260.0,0.0,170077.0,109386.0,23567.0,0.0,24886.0,422.0,17424.0,18394.0,16498.0,0.0,1355.0,4848.0,42845.0,6598.0,0.0,170077.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENEL-MED,2015,,138054.0,3824.0,0.0,126183.0,,0.0,6748.0,1299.0,49744.0,1658.0,15172.0,30952.0,20980.0,1962.0,0.0,187798.0,107374.0,23567.0,0.0,70121.0,0.0,27639.0,25592.0,19025.0,0.0,1603.0,16225.0,52785.0,6565.0,0.0,187798.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENEL-MED,2016,,156805.0,4713.0,714.0,145559.0,,0.0,5371.0,1162.0,39564.0,1995.0,20268.0,14926.0,6118.0,2375.0,0.0,196369.0,108910.0,23567.0,0.0,69823.0,-24.0,29702.0,28103.0,20112.0,0.0,1335.0,7556.0,57781.0,8231.0,0.0,196369.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENEL-MED,2017,,163367.0,5635.0,766.0,149711.0,,0.0,6918.0,1103.0,44928.0,2482.0,25215.0,14659.0,7612.0,2572.0,0.0,208295.0,105996.0,23567.0,0.0,76077.0,0.0,37623.0,28205.0,22251.0,0.0,926.0,7349.0,64676.0,13294.0,0.0,208295.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENEL-MED,2018,,169331.0,7185.0,766.0,153790.0,,0.0,7291.0,1065.0,48113.0,3900.0,33046.0,8166.0,5603.0,3001.0,0.0,217444.0,104719.0,23567.0,0.0,75990.0,-1.0,38529.0,37570.0,24880.0,0.0,1103.0,9821.0,74197.0,10644.0,0.0,217444.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENEL-MED,2019,,374753.0,7711.0,766.0,358688.0,219953.0,0.0,7976.0,378.0,39695.0,3706.0,22916.0,10966.0,8287.0,2107.0,0.0,414448.0,102308.0,23567.0,0.0,76046.0,-1.0,218172.0,28381.0,21846.0,0.0,31682.0,12704.0,93969.0,12060.0,0.0,414448.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENEL-MED,2020,,346955.0,7959.0,766.0,333431.0,206936.0,0.0,5197.0,368.0,46437.0,4683.0,18706.0,20575.0,17840.0,2473.0,0.0,393392.0,98910.0,23567.0,0.0,76043.0,-1.0,207294.0,28179.0,12862.0,0.0,33153.0,8529.0,87189.0,12995.0,0.0,393392.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENEL-MED,2021,,337000.0,14905.0,766.0,315487.0,182174.0,0.0,5646.0,962.0,104996.0,3012.0,24230.0,77754.0,74769.0,0.0,0.0,441996.0,176953.0,28280.0,0.0,98915.0,-1.0,176576.0,48146.0,7201.0,0.0,32296.0,8186.0,88468.0,825.0,0.0,441996.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENEL-MED,2022,,372451.0,20360.0,2958.0,340561.0,188980.0,0.0,6220.0,5310.0,59700.0,3529.0,29703.0,26468.0,23452.0,0.0,0.0,432151.0,152035.0,28280.0,0.0,98915.0,-2.0,175645.0,54644.0,7352.0,0.0,41406.0,6306.0,104473.0,1071.0,0.0,432151.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENEL-MED,2023,,396621.0,21240.0,3023.0,363188.0,211490.0,0.0,6853.0,5340.0,79397.0,4330.0,37898.0,37169.0,34051.0,0.0,0.0,476018.0,160338.0,28280.0,0.0,98915.0,-2.0,179907.0,73544.0,16237.0,0.0,16237.0,5117.0,135775.0,29757.0,0.0,476018.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
