Spółka,Rok,Data publikacji,Aktywa trwałe,Wartości niematerialne i prawne,Wartość firmy,Rzeczowe składniki majątku trwałego,Aktywa z tytułu prawa do użytkowania,Należności długoterminowe,Inwestycje długoterminowe,Pozostałe aktywa trwałe,Aktywa obrotowe,Zapasy,Należności krótkoterminowe,Inwestycje krótkoterminowe,Środki pieniężne i inne aktywa pieniężne,Pozostałe aktywa obrotowe,Aktywa trwałe przeznaczone do sprzedaży,Aktywa razem,Kapitał własny akcjonariuszy jednostki dominującej,Kapitał (fundusz) podstawowy,Udziały (akcje) własne,Kapitał (fundusz) zapasowy,Udziały niekontrolujące,Zobowiązania długoterminowe,Z tytułu dostaw i usług,Kredyty i pożyczki,Z tytułu emisji dłużnych papierów wartościowych,Zobowiązania z tytułu leasingu finansowego,Inne zobowiązania długoterminowe,Zobowiązania krótkoterminowe,Inne zobowiązania krótkoterminowe,Rozliczenia międzyokresowe,Pasywa razem,Gotówka i operacje z bankami centralnymi,Należności od banków,Aktywa finansowe przeznaczone do obrotu,Pochodne instrumenty zabezpieczające,Należności od klientów,Inwestycyjne aktywa finansowe,Inwestycje w podmioty stowarzyszone,Wartości niematerialne,Rzeczowy majątek trwały,Aktywa z tytułu odroczonego podatku dochodowego netto,Pozostałe aktywa,Zobowiązania wobec banku centralnego,Zobowiązania wobec banków,Zobowiązania finansowe przeznaczone do obrotu,Zobowiązania wobec klientów,Zobowiązania z tytułu emisji dłużnych pap. wart.,Zobowiązania podporządkowane,Zobowiązania z tytułu bieżącego podatku dochodowego,Pozostałe pasywa,Zobowiązania razem,Kapitały własne,Kapitał akcyjny,Pozostałe kapitały,Kapitał z aktualizacji wyceny,Zyski zatrzymane,Wynik roku bieżącego,Kapitały razem
TXT,2010,,432.0,369.0,,63.0,,0.0,0.0,0.0,761.0,0.0,695.0,66.0,66.0,0.0,0.0,1193.0,600.0,515.0,0.0,1050.0,0.0,0.0,87.0,398.0,0.0,0.0,0.0,593.0,108.0,0.0,1193.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
TXT,2011,,487.0,295.0,,157.0,,0.0,0.0,35.0,3021.0,0.0,823.0,1677.0,1677.0,521.0,0.0,3508.0,2820.0,515.0,0.0,1050.0,0.0,1.0,159.0,0.0,0.0,0.0,1.0,687.0,528.0,0.0,3508.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
TXT,2012,,1180.0,727.0,,372.0,,0.0,0.0,81.0,7084.0,0.0,1008.0,4999.0,1355.0,1077.0,0.0,8264.0,7015.0,515.0,0.0,172.0,0.0,5.0,69.0,0.0,0.0,0.0,5.0,1244.0,1175.0,0.0,8264.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
TXT,2013,,3101.0,1207.0,0.0,381.0,,0.0,0.0,1513.0,9811.0,0.0,1442.0,8334.0,8227.0,35.0,0.0,12912.0,10711.0,515.0,0.0,493.0,0.0,6.0,1139.0,0.0,0.0,0.0,6.0,2195.0,1056.0,0.0,12912.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
TXT,2014,,3931.0,3057.0,0.0,355.0,,47.0,0.0,472.0,17357.0,0.0,2142.0,15158.0,15158.0,57.0,0.0,21288.0,19739.0,515.0,0.0,621.0,0.0,4.0,364.0,0.0,0.0,0.0,4.0,1545.0,1181.0,0.0,21288.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
TXT,2015,,5552.0,3778.0,0.0,568.0,,53.0,0.0,1153.0,26524.0,0.0,3271.0,23214.0,23214.0,39.0,0.0,32076.0,29526.0,515.0,0.0,788.0,0.0,1.0,668.0,0.0,0.0,0.0,1.0,2549.0,1881.0,0.0,32076.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
TXT,2016,,8062.0,6059.0,0.0,572.0,,40.0,0.0,1391.0,39471.0,0.0,4510.0,34750.0,34750.0,211.0,0.0,47533.0,44649.0,515.0,0.0,894.0,0.0,0.0,2231.0,0.0,0.0,0.0,0.0,2884.0,653.0,0.0,47533.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
TXT,2017,,11439.0,8463.0,0.0,1231.0,,188.0,0.0,1557.0,37205.0,0.0,6912.0,30134.0,30134.0,159.0,0.0,48644.0,45234.0,515.0,0.0,7311.0,0.0,0.0,2807.0,0.0,0.0,0.0,0.0,3410.0,603.0,0.0,48644.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
TXT,2018,,18569.0,13809.0,0.0,1530.0,,148.0,0.0,3082.0,42952.0,0.0,10273.0,32624.0,32624.0,55.0,0.0,61521.0,54345.0,515.0,0.0,9807.0,0.0,10.0,4324.0,0.0,0.0,0.0,10.0,7166.0,2842.0,0.0,61521.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
TXT,2019,,33071.0,26528.0,0.0,4321.0,,182.0,0.0,2040.0,54557.0,0.0,15815.0,38682.0,38682.0,60.0,0.0,87628.0,78681.0,515.0,0.0,16578.0,0.0,2339.0,4856.0,0.0,0.0,827.0,1.0,6608.0,925.0,0.0,87628.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
TXT,2020,,37168.0,33083.0,0.0,3657.0,,182.0,0.0,246.0,85150.0,0.0,25807.0,59233.0,59233.0,110.0,0.0,122318.0,107370.0,515.0,0.0,28547.0,0.0,1536.0,6821.0,0.0,0.0,803.0,0.0,13412.0,5788.0,0.0,122318.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
TXT,2021,,42231.0,38456.0,0.0,3232.0,,194.0,0.0,349.0,95521.0,0.0,39444.0,55666.0,55666.0,411.0,0.0,137752.0,124510.0,515.0,0.0,33306.0,0.0,796.0,11153.0,0.0,0.0,820.0,1.0,12446.0,473.0,0.0,137752.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
TXT,2022,,60375.0,56992.0,0.0,2673.0,,201.0,0.0,509.0,136956.0,0.0,40269.0,95820.0,95820.0,867.0,0.0,197331.0,175115.0,515.0,0.0,38580.0,0.0,75.0,15081.0,0.0,0.0,912.0,0.0,22141.0,6148.0,0.0,197331.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
TXT,2023,,76249.0,69088.0,0.0,2228.0,,0.0,0.0,4933.0,133890.0,0.0,48289.0,84860.0,84860.0,741.0,0.0,210139.0,126692.0,515.0,0.0,57092.0,0.0,2362.0,9235.0,0.0,0.0,1078.0,2362.0,81085.0,70772.0,0.0,210139.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
TXT,2024,,89115.0,76563.0,,6306.0,,160.0,0.0,6086.0,137590.0,0.0,57990.0,77704.0,77704.0,1896.0,0.0,226705.0,136418.0,515.0,0.0,68976.0,0.0,6393.0,9788.0,0.0,0.0,1128.0,2515.0,83894.0,72978.0,0.0,226705.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
ULG,2016,,0.0,0.0,,0.0,,0.0,0.0,0.0,202.0,113.0,21.0,68.0,68.0,0.0,0.0,202.0,191.0,33.0,0.0,172.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,202.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
ULG,2017,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,2011.0,712.0,266.0,1033.0,981.0,0.0,0.0,2011.0,1764.0,500.0,0.0,876.0,0.0,0.0,49.0,0.0,0.0,0.0,0.0,211.0,162.0,36.0,2011.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
ULG,2018,,213.0,77.0,0.0,0.0,,0.0,136.0,0.0,3764.0,1414.0,469.0,1658.0,1658.0,223.0,0.0,3977.0,3646.0,500.0,0.0,1151.0,0.0,0.0,164.0,0.0,0.0,0.0,0.0,331.0,167.0,0.0,3977.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
ULG,2019,,844.0,196.0,0.0,0.0,,0.0,648.0,0.0,8423.0,2622.0,1625.0,4176.0,4176.0,0.0,0.0,9267.0,8286.0,523.0,0.0,3535.0,0.0,0.0,638.0,0.0,0.0,0.0,0.0,981.0,343.0,0.0,9267.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
ULG,2020,,28084.0,141.0,0.0,91.0,,0.0,27539.0,313.0,27540.0,3524.0,2749.0,20958.0,20958.0,309.0,0.0,55624.0,45985.0,523.0,0.0,5686.0,2605.0,5498.0,951.0,0.0,0.0,0.0,5498.0,1536.0,585.0,0.0,55624.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
ULG,2021,,28991.0,269.0,101.0,106.0,,0.0,28486.0,130.0,27694.0,5768.0,4304.0,17622.0,17622.0,0.0,0.0,56685.0,44994.0,523.0,0.0,2955.0,3453.0,5716.0,2499.0,0.0,0.0,0.0,5716.0,2522.0,23.0,0.0,56685.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
ULG,2022,,14862.0,150.0,0.0,117.0,,0.0,11355.0,3240.0,24308.0,8851.0,4524.0,10933.0,10353.0,0.0,0.0,39170.0,29080.0,523.0,0.0,2955.0,2772.0,5451.0,1839.0,0.0,0.0,0.0,5451.0,1867.0,28.0,0.0,39170.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
ULG,2023,,4126.0,65.0,0.0,59.0,,0.0,3782.0,220.0,24646.0,10352.0,4349.0,9945.0,9945.0,0.0,0.0,28772.0,23735.0,523.0,0.0,2955.0,2438.0,741.0,1858.0,0.0,0.0,0.0,741.0,1858.0,0.0,0.0,28772.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
ULG,2024,,2431.0,40.0,0.0,272.0,,0.0,1879.0,240.0,26774.0,15864.0,4389.0,6504.0,6504.0,0.0,17.0,29205.0,23132.0,523.0,0.0,2955.0,2679.0,521.0,2873.0,0.0,0.0,,521.0,2873.0,0.0,0.0,29205.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
ULG,2025/Q1,,975.0,35.0,0.0,255.0,,0.0,565.0,120.0,29363.0,16687.0,4716.0,7167.0,7116.0,0.0,793.0,30338.0,24636.0,523.0,0.0,2955.0,2661.0,543.0,,,,,543.0,,0.0,2498.0,30338.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
ULMA-CONSTRUCCION,2004,,84163.0,743.0,0.0,83410.0,,0.0,10.0,0.0,31998.0,9289.0,21277.0,1432.0,1432.0,0.0,0.0,116161.0,49753.0,9781.0,0.0,25776.0,0.0,29116.0,22659.0,10457.0,0.0,4176.0,2600.0,37292.0,0.0,0.0,116161.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
ULMA-CONSTRUCCION,2005,,114654.0,765.0,0.0,113879.0,,0.0,10.0,0.0,39212.0,9945.0,27825.0,1442.0,1442.0,0.0,0.0,153866.0,68107.0,9781.0,0.0,25776.0,0.0,44901.0,24134.0,12390.0,0.0,4237.0,2226.0,40858.0,97.0,0.0,153866.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
ULMA-CONSTRUCCION,2006,,181594.0,860.0,0.0,180724.0,,0.0,10.0,0.0,61725.0,15288.0,44186.0,2251.0,2251.0,0.0,0.0,243319.0,100768.0,9781.0,0.0,25776.0,0.0,90098.0,31571.0,17227.0,0.0,3533.0,3384.0,52453.0,122.0,0.0,243319.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
ULMA-CONSTRUCCION,2007,,293421.0,796.0,0.0,287997.0,,0.0,119.0,4509.0,104468.0,21302.0,53328.0,29838.0,29838.0,0.0,0.0,397889.0,241297.0,10511.0,0.0,114990.0,0.0,83747.0,62124.0,10562.0,0.0,155.0,757.0,72845.0,4.0,0.0,397889.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
ULMA-CONSTRUCCION,2008,,412116.0,641.0,0.0,404719.0,,0.0,2302.0,4454.0,80610.0,16044.0,58507.0,6059.0,6059.0,0.0,0.0,492726.0,263910.0,10511.0,0.0,114990.0,0.0,148391.0,39331.0,40878.0,0.0,166.0,2167.0,80425.0,50.0,0.0,492726.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
ULMA-CONSTRUCCION,2009,,450395.0,669.0,0.0,442947.0,,0.0,2380.0,4399.0,94186.0,13313.0,60587.0,20286.0,19368.0,0.0,0.0,544581.0,256802.0,10511.0,0.0,114990.0,0.0,183875.0,47262.0,56377.0,0.0,241.0,827.0,103904.0,24.0,0.0,544581.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
ULMA-CONSTRUCCION,2010,,423450.0,501.0,0.0,416873.0,,0.0,1732.0,4344.0,88319.0,5790.0,76317.0,6212.0,6034.0,0.0,0.0,511769.0,268154.0,10511.0,0.0,114990.0,0.0,144611.0,28696.0,70123.0,0.0,146.0,3735.0,99004.0,39.0,0.0,511769.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
ULMA-CONSTRUCCION,2011,,383759.0,1060.0,0.0,374209.0,,3040.0,1162.0,4288.0,123982.0,5203.0,99796.0,18983.0,18983.0,0.0,0.0,507741.0,304630.0,10511.0,0.0,114990.0,0.0,94430.0,51498.0,56784.0,0.0,148.0,7088.0,108681.0,251.0,0.0,507741.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
ULMA-CONSTRUCCION,2012,,330273.0,787.0,0.0,323468.0,,992.0,792.0,4234.0,124261.0,5978.0,88596.0,29687.0,29538.0,0.0,0.0,454534.0,310156.0,10511.0,0.0,114990.0,0.0,52053.0,43683.0,47826.0,0.0,147.0,11299.0,92325.0,669.0,0.0,454534.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
ULMA-CONSTRUCCION,2013,,277385.0,578.0,0.0,271427.0,,921.0,280.0,4179.0,107869.0,6807.0,71272.0,29790.0,29748.0,0.0,0.0,385254.0,299128.0,10511.0,0.0,114990.0,0.0,19968.0,31334.0,33243.0,0.0,139.0,9364.0,66158.0,1442.0,0.0,385254.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
ULMA-CONSTRUCCION,2014,,225546.0,251.0,0.0,220269.0,,989.0,86.0,3951.0,106594.0,6856.0,67628.0,32110.0,32110.0,0.0,0.0,332140.0,288154.0,10511.0,0.0,114990.0,0.0,5224.0,26212.0,10625.0,0.0,75.0,5224.0,38762.0,1850.0,0.0,332140.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
ULMA-CONSTRUCCION,2015,,206997.0,766.0,0.0,201218.0,,945.0,0.0,4068.0,121896.0,5847.0,81085.0,34964.0,34964.0,0.0,0.0,328893.0,289163.0,10511.0,0.0,114990.0,0.0,3752.0,32411.0,0.0,0.0,0.0,3752.0,35978.0,3567.0,0.0,328893.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
ULMA-CONSTRUCCION,2016,,212011.0,201.0,0.0,205746.0,,981.0,0.0,5083.0,123921.0,3630.0,83343.0,36948.0,36948.0,0.0,0.0,335932.0,302465.0,10511.0,0.0,114990.0,0.0,3080.0,27178.0,0.0,0.0,0.0,3080.0,30387.0,3209.0,0.0,335932.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
ULMA-CONSTRUCCION,2017,,216932.0,400.0,0.0,210073.0,,0.0,1155.0,5304.0,119264.0,5710.0,87752.0,25802.0,25802.0,0.0,0.0,336196.0,295825.0,10511.0,0.0,114990.0,0.0,2621.0,33924.0,410.0,0.0,0.0,2621.0,37750.0,3416.0,0.0,336196.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
ULMA-CONSTRUCCION,2018,,238470.0,226.0,0.0,229623.0,,0.0,1786.0,6835.0,129755.0,6332.0,73036.0,50387.0,50387.0,0.0,0.0,368225.0,322850.0,10511.0,0.0,114990.0,0.0,3950.0,36280.0,1693.0,0.0,0.0,3950.0,41425.0,3452.0,0.0,368225.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
ULMA-CONSTRUCCION,2019,,275364.0,229.0,0.0,268479.0,12615.0,0.0,2261.0,4395.0,117808.0,7387.0,61383.0,49038.0,48970.0,0.0,0.0,393172.0,344132.0,10511.0,0.0,114990.0,0.0,12161.0,30575.0,0.0,0.0,3504.0,6690.0,36879.0,2800.0,0.0,393172.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
ULMA-CONSTRUCCION,2020,,283631.0,261.0,0.0,256842.0,11108.0,20000.0,2211.0,4317.0,107061.0,7432.0,33274.0,57765.0,57765.0,0.0,8590.0,390692.0,346477.0,10511.0,0.0,114990.0,0.0,13057.0,26916.0,0.0,0.0,3541.0,8969.0,31158.0,701.0,0.0,390692.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
ULMA-CONSTRUCCION,2021,,283518.0,241.0,0.0,275953.0,15449.0,0.0,1500.0,5824.0,117342.0,8415.0,59237.0,49690.0,49684.0,0.0,0.0,400860.0,335434.0,10511.0,0.0,114990.0,0.0,18051.0,42747.0,0.0,0.0,3767.0,9775.0,47375.0,861.0,0.0,400860.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
ULMA-CONSTRUCCION,2022,,310561.0,149.0,0.0,283187.0,12978.0,20000.0,1844.0,5381.0,85829.0,8812.0,41818.0,35199.0,35199.0,0.0,0.0,396390.0,343205.0,10511.0,0.0,114990.0,0.0,16987.0,32054.0,0.0,0.0,3947.0,11140.0,36198.0,197.0,0.0,396390.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
ULMA-CONSTRUCCION,2023,,283425.0,308.0,0.0,274020.0,10842.0,265.0,2723.0,6109.0,112389.0,7363.0,62860.0,42166.0,42135.0,0.0,0.0,395814.0,335730.0,10511.0,0.0,114990.0,0.0,15172.0,40184.0,0.0,0.0,4183.0,11642.0,44912.0,545.0,0.0,395814.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
ULMA-CONSTRUCCION,2024,,346158.0,189.0,0.0,336609.0,10068.0,0.0,2949.0,6411.0,67725.0,7415.0,51715.0,8595.0,8595.0,0.0,0.0,413883.0,337280.0,10511.0,0.0,114990.0,0.0,31401.0,38306.0,4333.0,0.0,1803.0,12184.0,45202.0,760.0,0.0,413883.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
ULMA-CONSTRUCCION,2025/Q1,,351985.0,150.0,0.0,342737.0,9949.0,0.0,2918.0,6180.0,72921.0,11844.0,51679.0,9398.0,9398.0,0.0,0.0,424906.0,335286.0,10511.0,0.0,114990.0,0.0,29926.0,52999.0,4333.0,0.0,1826.0,11772.0,59694.0,536.0,0.0,424906.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
UNF,2009,,148.0,24.0,,0.0,,0.0,124.0,0.0,324.0,0.0,180.0,144.0,20.0,0.0,,472.0,400.0,500.0,0.0,0.0,0.0,0.0,,,,,0.0,68.0,,4.0,472.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
UNF,2010,,759.0,22.0,,11.0,,0.0,723.0,3.0,1776.0,0.0,319.0,1457.0,15.0,0.0,,2535.0,1856.0,500.0,0.0,336.0,0.0,0.0,214.0,129.0,0.0,0.0,0.0,395.0,52.0,284.0,2535.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
UNF,2011,,994.0,41.0,0.0,13.0,,0.0,940.0,0.0,3114.0,0.0,124.0,2990.0,8.0,0.0,0.0,4108.0,3391.0,684.0,0.0,1036.0,0.0,0.0,190.0,101.0,0.0,0.0,0.0,358.0,67.0,359.0,4108.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
UNF,2012,,900.0,25.0,0.0,16.0,,0.0,859.0,0.0,3455.0,0.0,278.0,3176.0,5.0,1.0,0.0,4355.0,3759.0,684.0,0.0,1036.0,0.0,0.0,189.0,110.0,0.0,0.0,0.0,342.0,43.0,254.0,4355.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
UNF,2013,,2336.0,13.0,0.0,10.0,,0.0,2313.0,0.0,3598.0,0.0,101.0,3496.0,3.0,1.0,0.0,5934.0,5241.0,684.0,0.0,1036.0,0.0,0.0,24.0,261.0,0.0,0.0,0.0,442.0,157.0,251.0,5934.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
UNF,2014,,6053.0,3.0,0.0,4.0,,0.0,5966.0,80.0,1078.0,0.0,49.0,1029.0,350.0,0.0,0.0,7131.0,5647.0,784.0,0.0,5546.0,0.0,567.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,914.0,7131.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
UNF,2015,,10559.0,0.0,0.0,7.0,,0.0,10478.0,74.0,1151.0,0.0,110.0,1041.0,548.0,0.0,0.0,11710.0,8350.0,884.0,0.0,6055.0,0.0,642.0,26.0,1130.0,0.0,0.0,0.0,1269.0,113.0,1449.0,11710.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
UNF,2016,,20321.0,0.0,0.0,13.0,,0.0,19914.0,394.0,1494.0,0.0,0.0,1493.0,1037.0,1.0,0.0,21815.0,20196.0,1484.0,0.0,13779.0,0.0,1597.0,12.0,0.0,0.0,0.0,1597.0,22.0,10.0,0.0,21815.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
UNF,2017,,25293.0,0.0,0.0,21.0,,0.0,24564.0,708.0,28336.0,0.0,681.0,27653.0,27643.0,2.0,0.0,53629.0,51126.0,2984.0,0.0,41529.0,0.0,2333.0,42.0,0.0,0.0,0.0,2333.0,170.0,128.0,0.0,53629.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
UNF,2018,,26547.0,0.0,0.0,13.0,,0.0,26023.0,511.0,25699.0,0.0,751.0,24945.0,24942.0,3.0,0.0,52246.0,51154.0,2984.0,0.0,41529.0,0.0,907.0,40.0,0.0,0.0,0.0,907.0,185.0,145.0,0.0,52246.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
UNF,2019,,17536.0,0.0,0.0,7.0,,0.0,17027.0,502.0,22830.0,0.0,3528.0,19302.0,19235.0,0.0,0.0,40366.0,40311.0,2984.0,0.0,41529.0,0.0,41.0,7.0,0.0,0.0,0.0,41.0,14.0,7.0,0.0,40366.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
UNF,2020,,29690.0,166.0,166.0,64.0,,0.0,29043.0,417.0,18876.0,0.0,5371.0,13495.0,12656.0,10.0,0.0,48566.0,48407.0,2984.0,0.0,41529.0,0.0,117.0,37.0,0.0,0.0,0.0,117.0,42.0,5.0,0.0,48566.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
UNF,2021,,82020.0,175.0,175.0,220.0,,0.0,81011.0,614.0,10255.0,0.0,6279.0,3953.0,3953.0,23.0,0.0,92275.0,91959.0,2984.0,0.0,34757.0,0.0,205.0,59.0,0.0,0.0,0.0,205.0,111.0,52.0,0.0,92275.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
UNF,2022,,70628.0,179.0,179.0,177.0,,0.0,69254.0,1018.0,11488.0,0.0,3016.0,8457.0,8457.0,15.0,0.0,82116.0,81366.0,3030.0,0.0,34757.0,0.0,171.0,71.0,0.0,0.0,138.0,171.0,579.0,370.0,0.0,82116.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
UNF,2023,,59592.0,167.0,167.0,93.0,,0.0,59216.0,116.0,9180.0,0.0,1604.0,7261.0,4854.0,315.0,0.0,68772.0,68445.0,3030.0,0.0,49366.0,0.0,150.0,51.0,0.0,0.0,115.0,150.0,177.0,11.0,0.0,68772.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
UNF,2024,,47449.0,0.0,0.0,59.0,,0.0,47286.0,104.0,8180.0,0.0,0.0,8095.0,5455.0,85.0,0.0,55629.0,55081.0,3030.0,0.0,34757.0,0.0,253.0,45.0,0.0,0.0,0.0,253.0,295.0,250.0,0.0,55629.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
UNF,2025/Q1,,47056.0,0.0,0.0,56.0,,0.0,46896.0,104.0,8164.0,0.0,0.0,8143.0,6418.0,21.0,0.0,55220.0,54775.0,3030.0,0.0,34757.0,0.0,248.0,34.0,0.0,0.0,0.0,248.0,197.0,163.0,0.0,55220.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
UNIBEP,2007,,23867.0,1144.0,,9272.0,,0.0,111.0,13340.0,121806.0,20440.0,63185.0,24497.0,24496.0,13331.0,353.0,145673.0,16539.0,2723.0,0.0,3769.0,0.0,13422.0,83975.0,9580.0,0.0,0.0,10819.0,115712.0,22157.0,0.0,145673.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
UNIBEP,2008,,42083.0,1464.0,,22182.0,,0.0,111.0,18326.0,229027.0,101604.0,49831.0,62354.0,62353.0,15238.0,0.0,271110.0,103735.0,3392.0,0.0,72593.0,1.0,16303.0,77956.0,4804.0,0.0,0.0,15951.0,151071.0,68311.0,0.0,271110.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
UNIBEP,2009,,72593.0,7226.0,,49100.0,,0.0,0.0,16267.0,203068.0,100922.0,64412.0,18515.0,18103.0,19219.0,0.0,275661.0,110318.0,3392.0,-7812.0,100107.0,1.0,27495.0,71075.0,13173.0,0.0,0.0,19201.0,137847.0,53599.0,0.0,275661.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
UNIBEP,2010,,91273.0,12608.0,,58233.0,,0.0,2365.0,18067.0,285276.0,99216.0,137612.0,28822.0,28822.0,19621.0,5.0,376549.0,139876.0,3392.0,0.0,114466.0,535.0,61351.0,103130.0,7422.0,0.0,0.0,28904.0,174787.0,64235.0,0.0,376549.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
UNIBEP,2011,,102095.0,8937.0,,57637.0,,12617.0,2320.0,20584.0,417745.0,112525.0,254793.0,45110.0,42824.0,5317.0,0.0,519840.0,157919.0,3402.0,0.0,135125.0,150.0,81511.0,152707.0,43930.0,0.0,0.0,42298.0,280260.0,83623.0,0.0,519840.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
UNIBEP,2012,,107227.0,8619.0,,56528.0,,16072.0,2300.0,23708.0,472585.0,118424.0,282617.0,36728.0,36562.0,34816.0,0.0,579812.0,169184.0,3402.0,0.0,154936.0,2683.0,61628.0,151861.0,106616.0,0.0,0.0,38116.0,346317.0,87840.0,0.0,579812.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
UNIBEP,2013,,144911.0,8437.0,,65497.0,,17619.0,26057.0,27301.0,409183.0,109832.0,197448.0,92633.0,90512.0,9270.0,0.0,554094.0,180650.0,3442.0,0.0,157858.0,5170.0,74639.0,163693.0,14751.0,0.0,0.0,40318.0,293635.0,115191.0,0.0,554094.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
UNIBEP,2014,,172281.0,6685.0,5645.0,64787.0,,25159.0,41999.0,33651.0,494362.0,107300.0,242830.0,136819.0,126067.0,7403.0,10.0,666643.0,199798.0,3507.0,0.0,189806.0,3248.0,89222.0,212229.0,27840.0,0.0,0.0,51266.0,374375.0,134306.0,0.0,666643.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
UNIBEP,2015,,209803.0,8849.0,6690.0,75996.0,,35419.0,48383.0,41156.0,556920.0,145363.0,264950.0,136732.0,129909.0,9875.0,0.0,766723.0,216653.0,3507.0,0.0,202500.0,550.0,115476.0,236616.0,21679.0,0.0,0.0,57519.0,434044.0,175749.0,0.0,766723.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
UNIBEP,2016,,224399.0,18990.0,15763.0,77968.0,,42547.0,19113.0,65781.0,845216.0,227256.0,433760.0,171206.0,150055.0,12994.0,0.0,1069615.0,232999.0,3507.0,0.0,207191.0,2889.0,182187.0,366682.0,36294.0,0.0,0.0,71114.0,651540.0,248564.0,0.0,1069615.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
UNIBEP,2017,,220294.0,23131.0,15747.0,87086.0,,49252.0,25612.0,35213.0,782289.0,200030.0,395066.0,184113.0,165349.0,3080.0,0.0,1002583.0,253766.0,3507.0,0.0,195896.0,3838.0,118109.0,342678.0,43391.0,0.0,0.0,79757.0,626870.0,240801.0,0.0,1002583.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
