Spółka,Rok,Data publikacji,Przepływy pieniężne z działalności operacyjnej,Amortyzacja,Przepływy pieniężne z działalności inwestycyjnej,CAPEX (niematerialne i rzeczowe),Przepływy pieniężne z działalności finansowej,Emisja akcji,Dywidenda,Skup akcji,Płatności z tytułu umów leasingu,Przepływy pieniężne razem,Free Cash Flow,Przepływy operacyjne razem
ATLANTA-POLAND,2023,,23259.0,4732.0,-4954.0,5131.0,-14493.0,0.0,2985.0,0.0,1021.0,3812.0,17107.0,
ATLANTA-POLAND,O4K,,8747.0,4927.0,-2348.0,2610.0,-6147.0,0.0,11270.0,0.0,1035.0,252.0,5102.0,
ATM-GRUPA,2004,,11473.0,4396.0,-27198.0,19682.0,35911.0,45007.0,1548.0,,,20186.0,-8209.0,
ATM-GRUPA,2005,,10457.0,5031.0,-1157.0,8353.0,-6153.0,0.0,2700.0,,,3147.0,2104.0,
ATM-GRUPA,2006,,14129.0,5615.0,-10009.0,8992.0,-10335.0,0.0,9504.0,0.0,,-6215.0,5137.0,
ATM-GRUPA,2007,,16173.0,8107.0,-101191.0,43799.0,132684.0,137336.0,4032.0,0.0,,47666.0,-27626.0,
ATM-GRUPA,2008,,29663.0,9916.0,-14254.0,51760.0,-12096.0,0.0,12438.0,0.0,,3313.0,-22097.0,
ATM-GRUPA,2009,,13842.0,16171.0,-63877.0,43806.0,20841.0,0.0,14510.0,0.0,,-29194.0,-29964.0,
ATM-GRUPA,2010,,6371.0,15178.0,-9844.0,17976.0,342.0,0.0,6880.0,0.0,,-3131.0,-11605.0,
ATM-GRUPA,2011,,23437.0,18200.0,-28326.0,48741.0,1988.0,0.0,15730.0,0.0,,-2901.0,-25304.0,
ATM-GRUPA,2012,,13334.0,19305.0,-29635.0,30806.0,2798.0,0.0,10823.0,687.0,,-13503.0,-17472.0,
ATM-GRUPA,2013,,35159.0,19524.0,-9721.0,16453.0,-8362.0,0.0,1850.0,0.0,,17076.0,18706.0,
ATM-GRUPA,2014,,8747.0,20007.0,-3756.0,9177.0,-19007.0,0.0,13577.0,0.0,,-14016.0,-430.0,
ATM-GRUPA,2015,,47833.0,19257.0,-19274.0,17857.0,-7923.0,0.0,13666.0,0.0,,20636.0,29976.0,
ATM-GRUPA,2016,,35038.0,18763.0,-21282.0,25069.0,-28430.0,0.0,18911.0,0.0,,-14674.0,9969.0,
ATM-GRUPA,2017,,25618.0,18044.0,-185.0,14451.0,-20897.0,0.0,18646.0,0.0,,4536.0,11167.0,
ATM-GRUPA,2018,,35489.0,22807.0,-18417.0,27944.0,-15652.0,0.0,18877.0,0.0,1895.0,1420.0,5650.0,
ATM-GRUPA,2019,,24827.0,20854.0,-9883.0,21948.0,-26047.0,0.0,20063.0,0.0,2308.0,-11103.0,571.0,
ATM-GRUPA,2020,,46660.0,28585.0,-15703.0,12389.0,-15367.0,0.0,7305.0,0.0,1967.0,15590.0,32304.0,
ATM-GRUPA,2021,,27849.0,21715.0,-10195.0,21230.0,-23529.0,0.0,13058.0,0.0,3456.0,-5875.0,3163.0,
ATM-GRUPA,2022,,94363.0,18176.0,-44361.0,29000.0,-39431.0,0.0,24265.0,0.0,4523.0,10571.0,60840.0,
ATM-GRUPA,2023,,43473.0,24555.0,-36694.0,9337.0,-31733.0,0.0,22669.0,0.0,6703.0,-24954.0,27433.0,
ATM-GRUPA,2024,,40495.0,24225.0,-18600.0,15405.0,-27132.0,0.0,22950.0,0.0,6939.0,-5237.0,18151.0,
ATM-GRUPA,O4K,,36326.0,27585.0,-8568.0,18998.0,-26270.0,0.0,22950.0,0.0,7312.0,1488.0,10016.0,
ATREM,2007,,6057.0,1727.0,-5537.0,5537.0,235.0,534.0,1433.0,,,755.0,520.0,
ATREM,2008,,8464.0,2630.0,-13789.0,6997.0,21094.0,22760.0,0.0,0.0,,15769.0,1467.0,
ATREM,2009,,1031.0,2220.0,-14076.0,14298.0,6565.0,35.0,0.0,0.0,,-6480.0,-13267.0,
ATREM,2010,,11444.0,2410.0,-5256.0,6120.0,-3391.0,35.0,0.0,0.0,,2797.0,5324.0,
ATREM,2011,,-12869.0,2827.0,-4690.0,2785.0,-3747.0,35.0,0.0,0.0,,-21306.0,-15654.0,
ATREM,2012,,16574.0,2905.0,795.0,751.0,-4259.0,0.0,0.0,0.0,,13110.0,15823.0,
ATREM,2013,,841.0,2786.0,869.0,835.0,-3802.0,0.0,0.0,0.0,,-2092.0,6.0,
ATREM,2014,,11519.0,2670.0,-225.0,1670.0,-1800.0,0.0,0.0,0.0,,9494.0,9849.0,
ATREM,2015,,-6607.0,2552.0,-3002.0,3233.0,-991.0,0.0,739.0,0.0,,-10600.0,-9840.0,
ATREM,2016,,4363.0,2264.0,-2842.0,2969.0,7615.0,0.0,462.0,0.0,,9136.0,1394.0,
ATREM,2017,,-5150.0,2077.0,-1236.0,1437.0,-3569.0,0.0,0.0,0.0,,-9955.0,-6587.0,
ATREM,2018,,6341.0,2024.0,-726.0,1228.0,-2580.0,0.0,0.0,0.0,0.0,3035.0,5113.0,
ATREM,2019,,-12238.0,2187.0,-213.0,307.0,8210.0,0.0,0.0,0.0,24.0,-4241.0,-12569.0,
ATREM,2020,,2243.0,2387.0,-2959.0,632.0,-353.0,0.0,0.0,0.0,937.0,-1069.0,674.0,
ATREM,2021,,8768.0,2479.0,1123.0,0.0,-7405.0,0.0,0.0,0.0,1390.0,2486.0,7378.0,
ATREM,2022,,3378.0,2276.0,173.0,485.0,-6183.0,0.0,6092.0,0.0,1632.0,-2632.0,1261.0,
ATREM,2023,,15878.0,2080.0,-15339.0,540.0,-455.0,0.0,1015.0,0.0,1456.0,84.0,13882.0,
ATREM,2024,,32026.0,2020.0,-31447.0,1059.0,1586.0,0.0,4523.0,0.0,1779.0,2165.0,29188.0,
ATREM,O4K,,27434.0,2244.0,-18252.0,670.0,-6113.0,0.0,4523.0,0.0,2018.0,3069.0,24746.0,
ATS,2004,,-1555.0,561.0,1078.0,0.0,511.0,0.0,0.0,,,34.0,-1555.0,
ATS,2005,,-1257.0,293.0,4585.0,0.0,-3303.0,0.0,0.0,,,25.0,-1257.0,
ATS,2006,,-755.0,215.0,715.0,0.0,0.0,0.0,0.0,0.0,,-40.0,-755.0,
ATS,2007,,-7547.0,0.0,7530.0,0.0,0.0,0.0,0.0,0.0,,-17.0,-7547.0,
ATS,2008,,-669.0,581.0,353.0,0.0,308.0,0.0,0.0,0.0,,-8.0,-669.0,
ATS,2009,,-258.0,0.0,0.0,0.0,262.0,413.0,0.0,0.0,,4.0,-258.0,
ATS,2010,,2210.0,175.0,-10843.0,4.0,8671.0,11093.0,0.0,0.0,,38.0,2206.0,
ATS,2011,,-139.0,711.0,-105343.0,1950.0,113734.0,112142.0,0.0,0.0,,8252.0,-2089.0,
ATS,2012,,-68480.0,454.0,-37592.0,960.0,105693.0,105527.0,0.0,0.0,,-379.0,-69440.0,
ATS,2013,,-18776.0,36.0,43455.0,844.0,5082.0,0.0,0.0,0.0,,29761.0,-19620.0,
ATS,2014,,1777.0,33.0,29254.0,1489.0,-59712.0,0.0,0.0,0.0,,-28681.0,288.0,
ATS,2015,,-824.0,63.0,274.0,1215.0,-2.0,0.0,0.0,0.0,,-552.0,-2039.0,
ATS,2016,,-5853.0,132.0,4892.0,2268.0,-11.0,0.0,0.0,0.0,,-972.0,-8121.0,
ATS,2017,,-306.0,50.0,-168.0,346.0,884.0,0.0,0.0,0.0,,410.0,-652.0,
ATS,2018,,-281.0,30.0,-37024.0,2084.0,36900.0,0.0,0.0,0.0,0.0,-405.0,-2365.0,
ATS,2019,,732.0,0.0,0.0,0.0,-232.0,0.0,0.0,0.0,0.0,500.0,732.0,
ATS,2020,,-515.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-515.0,-515.0,
ATS,2021,,248.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,248.0,248.0,
ATS,2022,,672.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,672.0,672.0,
ATS,2023,,-1622.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1622.0,-1622.0,
ATS,O4K,,-893.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-893.0,-893.0,
ATT,2006,,84095.0,76805.0,-59699.0,65224.0,-29548.0,0.0,37829.0,,,-5152.0,18871.0,
ATT,2007,,102127.0,77120.0,-96773.0,100035.0,3871.0,0.0,14731.0,0.0,,9225.0,2092.0,
ATT,2008,,62174.0,72887.0,-380990.0,145812.0,309736.0,285571.0,1000.0,0.0,,-9080.0,-83638.0,
ATT,2009,,-43288.0,80844.0,-222648.0,75813.0,21792.0,0.0,42459.0,0.0,,-244144.0,-119101.0,
ATT,2010,,115161.0,92328.0,-63996.0,94979.0,-16393.0,0.0,0.0,0.0,,34772.0,20182.0,
ATT,2011,,-167125.0,188864.0,-338520.0,344034.0,462189.0,594278.0,0.0,0.0,,-43456.0,-511159.0,
ATT,2012,,543780.0,239592.0,-596148.0,397294.0,45970.0,0.0,0.0,0.0,,-6398.0,146486.0,
ATT,2013,,990497.0,550166.0,-688538.0,911834.0,169451.0,0.0,170813.0,0.0,,471410.0,78663.0,
ATT,2014,,819781.0,520175.0,-648066.0,676398.0,-328041.0,0.0,41768.0,0.0,,-156326.0,143383.0,
ATT,2015,,1630226.0,484810.0,-1503373.0,1061762.0,68518.0,0.0,25544.0,0.0,,195371.0,568464.0,
ATT,2016,,1115806.0,519721.0,-1303190.0,1241240.0,74395.0,0.0,96522.0,0.0,,-112989.0,-125434.0,
ATT,2017,,1114225.0,589672.0,-709222.0,1069140.0,54490.0,0.0,100313.0,0.0,,459493.0,45085.0,
ATT,2018,,1082530.0,683451.0,-1761460.0,1097209.0,433450.0,0.0,144345.0,0.0,10087.0,-245480.0,-24766.0,
ATT,2019,,2033434.0,811286.0,-1186489.0,1049703.0,-919939.0,0.0,2695.0,0.0,56645.0,-72994.0,927086.0,
ATT,2020,,2705161.0,765788.0,-2831493.0,3002934.0,254821.0,0.0,9447.0,0.0,64540.0,128489.0,-362313.0,
ATT,2021,,5784827.0,761656.0,-2423436.0,2479061.0,-1917836.0,0.0,5651.0,0.0,67787.0,1443555.0,3237979.0,
ATT,2022,,5608373.0,756013.0,-2808542.0,2830715.0,-3792730.0,0.0,16482.0,0.0,71429.0,-992899.0,2706229.0,
ATT,2023,,6558992.0,808174.0,-2494175.0,2496079.0,-4419708.0,0.0,13189.0,0.0,78017.0,-354891.0,3984896.0,
ATT,2024,,6867203.0,851123.0,-1345689.0,1351613.0,-5835923.0,0.0,0.0,0.0,79119.0,-314409.0,5436471.0,
ATT,O4K,,8060082.0,927343.0,-1184594.0,1199534.0,-6910716.0,0.0,0.0,0.0,77697.0,-35228.0,6782851.0,
B24,2015,,-284.0,85.0,-231.0,231.0,1763.0,1383.0,0.0,,,1248.0,-515.0,
B24,2016,,-570.0,119.0,-321.0,319.0,-275.0,9.0,0.0,0.0,,-1166.0,-889.0,
B24,2017,,-442.0,300.0,-316.0,316.0,3225.0,3000.0,0.0,0.0,,2467.0,-758.0,
B24,2018,,994.0,1946.0,-1264.0,1264.0,-1666.0,0.0,0.0,0.0,1553.0,-1936.0,-1823.0,
B24,2019,,2524.0,2432.0,-2213.0,2214.0,-589.0,0.0,0.0,0.0,1778.0,-278.0,-1468.0,
B24,2020,,2060.0,2501.0,-1749.0,1756.0,304.0,0.0,0.0,0.0,1721.0,615.0,-1417.0,
B24,2021,,3403.0,2193.0,-1255.0,2134.0,-1390.0,0.0,0.0,0.0,1044.0,758.0,225.0,
B24,2022,,5192.0,2497.0,-2786.0,3368.0,-1731.0,0.0,0.0,0.0,1072.0,675.0,752.0,
B24,2023,,7241.0,3272.0,-2058.0,3704.0,-890.0,0.0,0.0,0.0,1223.0,4293.0,2314.0,
B24,2024,,6271.0,4076.0,-3745.0,3746.0,-1958.0,0.0,0.0,0.0,1388.0,568.0,1137.0,
B24,O4K,,5941.0,4274.0,-3857.0,3858.0,-2206.0,0.0,0.0,0.0,1477.0,-122.0,606.0,
BANK-HANDLOWY,2004,,217139.0,143097.0,-101055.0,118197.0,-355809.0,0.0,241720.0,,,,98942.0,-239725.0
BANK-HANDLOWY,2005,,2186970.0,140296.0,-90858.0,125407.0,-2062928.0,0.0,1563995.0,,,,2061563.0,33184.0
BANK-HANDLOWY,2006,,553584.0,130186.0,122507.0,64361.0,-360269.0,0.0,470375.0,,,,489223.0,315822.0
BANK-HANDLOWY,2007,,2638250.0,108837.0,-82801.0,75874.0,-121175.0,0.0,535704.0,,,,2562376.0,2434274.0
BANK-HANDLOWY,2008,,297351.0,97115.0,-70847.0,75531.0,-418592.0,0.0,621598.0,,,,221820.0,-192088.0
BANK-HANDLOWY,2009,,913234.0,78847.0,-20211.0,31786.0,-366230.0,0.0,54.0,,,,881448.0,526793.0
BANK-HANDLOWY,2010,,-55366.0,62479.0,-27313.0,37829.0,-752063.0,0.0,492587.0,,,,-93195.0,-834742.0
BANK-HANDLOWY,2011,,-1442267.0,60016.0,-69579.0,78323.0,-769303.0,0.0,747373.0,,,,-1520590.0,-2281149.0
BANK-HANDLOWY,2012,,1125538.0,64683.0,-56270.0,118995.0,-553082.0,0.0,360897.0,,,,1006543.0,516186.0
BANK-HANDLOWY,2013,,360123.0,62635.0,-79936.0,91466.0,-702766.0,0.0,756519.0,,,,268657.0,-422579.0
BANK-HANDLOWY,2014,,1573139.0,71364.0,-15055.0,47144.0,-958251.0,0.0,934598.0,,,,1525995.0,599833.0
BANK-HANDLOWY,2015,,1779386.0,70422.0,-48808.0,55375.0,-1116835.0,0.0,970917.0,0.0,,,1724011.0,613743.0
BANK-HANDLOWY,2016,,-951212.0,69922.0,-42904.0,44392.0,-692035.0,0.0,611587.0,0.0,,,-995604.0,-1686151.0
BANK-HANDLOWY,2017,,631957.0,69922.0,-97592.0,131255.0,-680189.0,0.0,592213.0,0.0,,,500702.0,-145824.0
BANK-HANDLOWY,2018,,7640575.0,71384.0,-116760.0,127126.0,-572947.0,0.0,537011.0,0.0,,,7513449.0,6950868.0
BANK-HANDLOWY,2019,,-3104873.0,86499.0,-69027.0,101036.0,-504270.0,0.0,488667.0,0.0,,,-3205909.0,-3678170.0
BANK-HANDLOWY,2020,,836998.0,106653.0,-106401.0,119367.0,-13837.0,0.0,0.0,0.0,,,717631.0,716760.0
BANK-HANDLOWY,2021,,2247810.0,111833.0,-36418.0,85707.0,-168453.0,0.0,156792.0,0.0,,,2162103.0,2042939.0
BANK-HANDLOWY,2022,,-5049621.0,103016.0,-113162.0,142786.0,-726286.0,0.0,714708.0,0.0,,,-5192407.0,-5889069.0
BANK-HANDLOWY,2023,,1424996.0,111035.0,-197633.0,209575.0,-1187801.0,0.0,1175937.0,0.0,,,1215421.0,39562.0
BANK-HANDLOWY,2024,,5128270.0,119338.0,-142823.0,171621.0,-434366.0,0.0,1454930.0,0.0,,,4956649.0,4551081.0
BANK-HANDLOWY,O4K,,6191050.0,102901.0,-121476.0,171621.0,-441482.0,0.0,1454930.0,0.0,,,6019429.0,5628092.0
BANK-MILLENNIUM,2007,,-1754882.0,87124.0,951775.0,94564.0,1333043.0,0.0,144361.0,0.0,,,-1849446.0,529936.0
BANK-MILLENNIUM,2008,,700982.0,70427.0,-389689.0,109533.0,455709.0,0.0,161345.0,0.0,,,591449.0,767002.0
BANK-MILLENNIUM,2009,,1853733.0,79646.0,-335986.0,33440.0,-328825.0,0.0,0.0,0.0,,,1820293.0,1188922.0
BANK-MILLENNIUM,2010,,-91456.0,74621.0,-980657.0,33187.0,202554.0,1039094.0,0.0,0.0,,,-124643.0,-869559.0
BANK-MILLENNIUM,2011,,628972.0,64833.0,1457243.0,35709.0,-1702264.0,0.0,0.0,0.0,,,593263.0,383951.0
BANK-MILLENNIUM,2012,,3856571.0,55388.0,-1073371.0,27066.0,-131840.0,0.0,0.0,0.0,,,3829505.0,2651360.0
BANK-MILLENNIUM,2013,,2965573.0,54332.0,-2118436.0,28315.0,-388722.0,0.0,0.0,0.0,,,2937258.0,458415.0
BANK-MILLENNIUM,2014,,-477552.0,55326.0,-1549021.0,52611.0,672262.0,0.0,0.0,0.0,,,-530163.0,-1354311.0
BANK-MILLENNIUM,2015,,4413224.0,50435.0,-2313903.0,57439.0,-646630.0,0.0,0.0,0.0,,,4355785.0,1452691.0
BANK-MILLENNIUM,2016,,2891446.0,54854.0,-4373934.0,46298.0,13316.0,0.0,0.0,0.0,,,2845148.0,-1469172.0
BANK-MILLENNIUM,2017,,2106858.0,52971.0,932581.0,75651.0,-13169.0,0.0,0.0,0.0,,,2031207.0,3026270.0
BANK-MILLENNIUM,2018,,4255280.0,54227.0,-8004614.0,46096.0,-138230.0,0.0,0.0,0.0,,,4209184.0,-3887564.0
BANK-MILLENNIUM,2019,,-570674.0,180872.0,-912588.0,196534.0,715363.0,0.0,0.0,0.0,,,-767208.0,-767899.0
BANK-MILLENNIUM,2020,,-3137601.0,210411.0,2035786.0,73945.0,-1064540.0,0.0,0.0,0.0,,,-3211546.0,-2166355.0
BANK-MILLENNIUM,2021,,2787342.0,201595.0,-556582.0,94510.0,-444950.0,0.0,0.0,0.0,,,2692832.0,1785810.0
BANK-MILLENNIUM,2022,,9994922.0,208922.0,1218949.0,157008.0,-355026.0,0.0,0.0,0.0,,,9837914.0,10858845.0
BANK-MILLENNIUM,2023,,14395773.0,211517.0,-12187857.0,187888.0,2060342.0,0.0,0.0,0.0,,,14207885.0,4268258.0
BANK-MILLENNIUM,2024,,12411879.0,226191.0,-19179868.0,249115.0,2433392.0,0.0,0.0,0.0,,,12162764.0,-4334597.0
BANK-MILLENNIUM,O4K,,10124952.0,228595.0,-10572582.0,243554.0,2436613.0,0.0,0.0,0.0,,,9881398.0,1988983.0
BANK-OCHRONY-SRODOWISKA,2007,,-362216.0,24474.0,-48801.0,53942.0,168402.0,170118.0,1716.0,,,,-416158.0,-242615.0
BANK-OCHRONY-SRODOWISKA,2008,,20267.0,25699.0,-28577.0,28703.0,-3462.0,0.0,3462.0,,,,-8436.0,-11772.0
BANK-OCHRONY-SRODOWISKA,2009,,-309036.0,25219.0,246218.0,35886.0,120000.0,0.0,0.0,,,,-344922.0,57182.0
BANK-OCHRONY-SRODOWISKA,2010,,-100560.0,26624.0,54117.0,71736.0,691649.0,0.0,0.0,,,,-172296.0,645206.0
BANK-OCHRONY-SRODOWISKA,2011,,-978188.0,31140.0,-297881.0,59231.0,1158840.0,0.0,0.0,,,,-1037419.0,-117229.0
BANK-OCHRONY-SRODOWISKA,2012,,937285.0,35907.0,-281559.0,61922.0,865675.0,0.0,0.0,,,,875363.0,1521401.0
BANK-OCHRONY-SRODOWISKA,2013,,552099.0,46170.0,-92885.0,53242.0,-18405.0,0.0,0.0,,,,498857.0,440809.0
BANK-OCHRONY-SRODOWISKA,2014,,-422046.0,49133.0,-14252.0,63103.0,-80175.0,0.0,0.0,,,,-485149.0,-516473.0
BANK-OCHRONY-SRODOWISKA,2015,,251681.0,52534.0,118049.0,170423.0,-376509.0,0.0,0.0,,,,81258.0,-6779.0
BANK-OCHRONY-SRODOWISKA,2016,,1656013.0,45415.0,-269661.0,49069.0,-1218064.0,0.0,0.0,0.0,,,1606944.0,168288.0
BANK-OCHRONY-SRODOWISKA,2017,,171815.0,41964.0,-207279.0,106302.0,-53617.0,0.0,0.0,0.0,,,65513.0,-89081.0
BANK-OCHRONY-SRODOWISKA,2018,,184714.0,39783.0,-234952.0,31702.0,-746620.0,300745.0,0.0,0.0,,,153012.0,-796858.0
BANK-OCHRONY-SRODOWISKA,2019,,22053.0,55658.0,15382.0,38638.0,-83001.0,0.0,0.0,0.0,,,-16585.0,-45566.0
BANK-OCHRONY-SRODOWISKA,2020,,967028.0,52905.0,-141272.0,38339.0,-33839.0,0.0,0.0,0.0,,,928689.0,791917.0
BANK-OCHRONY-SRODOWISKA,2021,,1197905.0,55843.0,-39778.0,113251.0,-32032.0,0.0,0.0,0.0,,,1084654.0,1126095.0
BANK-OCHRONY-SRODOWISKA,2022,,1999065.0,62733.0,-281603.0,73788.0,-68597.0,0.0,0.0,0.0,,,1925277.0,1648865.0
BANK-OCHRONY-SRODOWISKA,2023,,-944871.0,73884.0,-328900.0,56542.0,43032.0,0.0,0.0,0.0,,,-1001413.0,-1230739.0
BANK-OCHRONY-SRODOWISKA,2024,,-173034.0,79291.0,648136.0,51045.0,-196718.0,0.0,0.0,0.0,,,-224079.0,278384.0
BANK-OCHRONY-SRODOWISKA,O4K,,1083572.0,81278.0,251644.0,48308.0,-184506.0,0.0,0.0,0.0,,,1035264.0,1150710.0
BBI-DEVELOPMENT,2004,,2115.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,2115.0,2115.0,
BBI-DEVELOPMENT,2005,,-11093.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,,-11093.0,-11093.0,
BBI-DEVELOPMENT,2006,,3378.0,58.0,812.0,569.0,17864.0,18275.0,0.0,0.0,,22054.0,2809.0,
BBI-DEVELOPMENT,2007,,-137604.0,186.0,623.0,386.0,153729.0,81848.0,0.0,0.0,,16748.0,-137990.0,
BBI-DEVELOPMENT,2008,,-56036.0,235.0,171.0,190.0,21147.0,0.0,0.0,0.0,,-34718.0,-56226.0,
BBI-DEVELOPMENT,2009,,-5653.0,163.0,84.0,59.0,9412.0,18259.0,0.0,0.0,,3843.0,-5712.0,
BBI-DEVELOPMENT,2010,,-6382.0,154.0,10564.0,108.0,5960.0,17706.0,0.0,0.0,,10142.0,-6490.0,
BBI-DEVELOPMENT,2011,,-37962.0,227.0,-5712.0,3662.0,38527.0,21013.0,0.0,0.0,,-5147.0,-41624.0,
BBI-DEVELOPMENT,2012,,2193.0,382.0,-552.0,552.0,-2265.0,0.0,0.0,0.0,,-624.0,1641.0,
BBI-DEVELOPMENT,2013,,-9105.0,582.0,-2346.0,331.0,13139.0,0.0,0.0,0.0,,1688.0,-9436.0,
BBI-DEVELOPMENT,2014,,-15994.0,655.0,-5028.0,535.0,21709.0,0.0,0.0,0.0,,687.0,-16529.0,
BBI-DEVELOPMENT,2015,,17784.0,667.0,-8438.0,421.0,-4556.0,0.0,0.0,200.0,,4790.0,17363.0,
BBI-DEVELOPMENT,2016,,19676.0,701.0,-7205.0,821.0,-20117.0,0.0,0.0,357.0,,-7646.0,18855.0,
BBI-DEVELOPMENT,2017,,14633.0,703.0,-7787.0,602.0,-6340.0,0.0,0.0,314.0,,506.0,14031.0,
BBI-DEVELOPMENT,2018,,1943.0,494.0,-8276.0,335.0,4349.0,0.0,0.0,653.0,,-1984.0,1608.0,
BBI-DEVELOPMENT,2019,,-70163.0,968.0,93408.0,770.0,-17799.0,0.0,0.0,616.0,605.0,5446.0,-71538.0,
BBI-DEVELOPMENT,2020,,24032.0,1000.0,3028.0,122.0,-22250.0,0.0,0.0,0.0,748.0,4810.0,23162.0,
BBI-DEVELOPMENT,2021,,-827.0,1065.0,5864.0,354.0,-15881.0,0.0,0.0,0.0,614.0,-10844.0,-1795.0,
BBI-DEVELOPMENT,2022,,-1052.0,0.0,16360.0,14.0,-11648.0,0.0,0.0,0.0,810.0,3660.0,-1876.0,
BBI-DEVELOPMENT,2023,,-15092.0,0.0,22548.0,0.0,-11946.0,0.0,0.0,217.0,887.0,-4490.0,-15979.0,
BBI-DEVELOPMENT,2024,,-4534.0,0.0,-915.0,68.0,637.0,0.0,0.0,17.0,716.0,-4812.0,-5318.0,
BBI-DEVELOPMENT,O4K,,2720.0,0.0,-737.0,23.0,7747.0,0.0,0.0,17.0,717.0,9730.0,1980.0,
BBT,2015,,,,,,,,,,,0.0,0.0,
BBT,2016,,9621.0,3838.0,-5322.0,5323.0,1089.0,,1000.0,,,5388.0,4298.0,
BBT,2017,,8332.0,4903.0,-9162.0,9162.0,-1830.0,,3210.0,0.0,,-2660.0,-830.0,
BBT,2018,,9820.0,4332.0,-7172.0,16679.0,-1290.0,,2840.0,0.0,0.0,1358.0,-6859.0,
BBT,2019,,2967.0,6626.0,-23574.0,19679.0,21414.0,24700.0,0.0,0.0,2.0,807.0,-16714.0,
BBT,2020,,23658.0,12619.0,-6659.0,9976.0,-51.0,0.0,0.0,0.0,75.0,16948.0,13607.0,
BBT,2021,,30153.0,12661.0,-9876.0,9871.0,-7658.0,0.0,7554.0,0.0,103.0,12619.0,20179.0,
BBT,2022,,44282.0,12503.0,-18219.0,19823.0,-13748.0,0.0,13686.0,0.0,183.0,12315.0,24276.0,
BBT,2023,,21098.0,11873.0,-24263.0,27551.0,-10534.0,0.0,10438.0,0.0,151.0,-13699.0,-6604.0,
BBT,2024,,20812.0,16832.0,-32375.0,35073.0,-5445.0,0.0,5327.0,0.0,129.0,-17008.0,-14390.0,
BBT,O4K,,18026.0,17981.0,-29136.0,31859.0,-4892.0,0.0,5327.0,0.0,135.0,-16002.0,-13968.0,
BCS,2018,,-662.0,0.0,0.0,0.0,947.0,947.0,0.0,0.0,0.0,285.0,-662.0,
BCS,2019,,3917.0,186.0,-195.0,195.0,0.0,0.0,0.0,0.0,0.0,3722.0,3722.0,
BCS,2020,,5992.0,2.0,-5.0,5.0,-4300.0,0.0,4300.0,0.0,0.0,1687.0,5987.0,
BCS,2021,,9355.0,93.0,-48.0,48.0,-1686.0,4431.0,6000.0,0.0,95.0,7621.0,9212.0,
BCS,2022,,9630.0,358.0,-38.0,38.0,-8411.0,0.0,8022.0,0.0,278.0,1181.0,9314.0,
BCS,2023,,7029.0,487.0,-131.0,131.0,-11478.0,0.0,11040.0,0.0,334.0,-4580.0,6564.0,
BCS,2024,,3221.0,432.0,-23.0,23.0,-6466.0,0.0,5996.0,0.0,387.0,-3268.0,2811.0,
BCS,O4K,,1672.0,414.0,-106.0,106.0,-6420.0,0.0,5996.0,0.0,344.0,-4854.0,1222.0,
BCX,2019,,-1668.0,48.0,-180.0,180.0,1378.0,1230.0,0.0,0.0,0.0,-470.0,-1848.0,
BCX,2020,,-1675.0,89.0,-14.0,14.0,3791.0,4127.0,0.0,0.0,0.0,2102.0,-1689.0,
BCX,2021,,-4018.0,377.0,134.0,6.0,6735.0,7175.0,0.0,0.0,417.0,2851.0,-4441.0,
BCX,2022,,-7875.0,445.0,-352.0,352.0,6291.0,0.0,0.0,0.0,0.0,-1936.0,-8227.0,
BCX,2023,,-14748.0,435.0,-458.0,458.0,20396.0,20669.0,0.0,0.0,119.0,5190.0,-15325.0,
BCX,2024,,-17567.0,574.0,-84.0,243.0,41974.0,42849.0,0.0,0.0,706.0,24323.0,-18516.0,
BCX,O4K,,-15961.0,648.0,-287.0,446.0,41824.0,42849.0,0.0,0.0,818.0,25576.0,-17225.0,
BENEFIT-SYSTEMS,2007,,-217.0,91.0,-106.0,105.0,864.0,1195.0,0.0,,,541.0,-322.0,
BENEFIT-SYSTEMS,2008,,3623.0,211.0,-364.0,264.0,639.0,639.0,0.0,,,3898.0,3359.0,
BENEFIT-SYSTEMS,2009,,2615.0,538.0,-2282.0,1429.0,-2000.0,0.0,2000.0,,,-1667.0,1186.0,
BENEFIT-SYSTEMS,2010,,24723.0,624.0,-6727.0,2143.0,-3042.0,0.0,3000.0,0.0,,14954.0,22580.0,
BENEFIT-SYSTEMS,2011,,33859.0,1842.0,-40706.0,8108.0,21448.0,21554.0,0.0,0.0,,14601.0,25751.0,
BENEFIT-SYSTEMS,2012,,33853.0,3807.0,-36465.0,12894.0,-13297.0,1305.0,14429.0,0.0,,-15909.0,20959.0,
BENEFIT-SYSTEMS,2013,,36230.0,4708.0,-64096.0,6974.0,8666.0,8153.0,18036.0,0.0,,-19200.0,29256.0,
BENEFIT-SYSTEMS,2014,,56180.0,3682.0,-52061.0,10252.0,-4838.0,6614.0,19889.0,0.0,,-719.0,45928.0,
