Spółka,Rok,Data publikacji,Przepływy pieniężne z działalności operacyjnej,Amortyzacja,Przepływy pieniężne z działalności inwestycyjnej,CAPEX (niematerialne i rzeczowe),Przepływy pieniężne z działalności finansowej,Emisja akcji,Dywidenda,Skup akcji,Płatności z tytułu umów leasingu,Przepływy pieniężne razem,Free Cash Flow,Przepływy operacyjne razem
SELENA-FM,2021,,-30158.0,44048.0,-35821.0,32563.0,49412.0,0.0,0.0,0.0,15730.0,-16567.0,-78451.0,
SELENA-FM,2022,,189777.0,45622.0,-37761.0,37203.0,-90534.0,0.0,0.0,0.0,15090.0,61482.0,137484.0,
SELENA-FM,2023,,83621.0,40397.0,-117058.0,58163.0,7368.0,0.0,30295.0,0.0,15082.0,-26069.0,10376.0,
SELENA-FM,2024,,186764.0,44175.0,-114406.0,73679.0,-59455.0,0.0,32459.0,0.0,15047.0,12903.0,98038.0,
SELENA-FM,O4K,,145604.0,45486.0,-76463.0,56111.0,-36388.0,0.0,32459.0,0.0,14618.0,32753.0,74875.0,
SFINKS,2004,,20725.0,5754.0,-22298.0,24207.0,1587.0,0.0,3598.0,,,14.0,-3482.0,
SFINKS,2005,,20115.0,8642.0,-18613.0,20856.0,-562.0,0.0,3212.0,,,940.0,-741.0,
SFINKS,2006,,33033.0,10783.0,-50157.0,51535.0,19668.0,0.0,0.0,0.0,,2544.0,-18502.0,
SFINKS,2007,,13995.0,13214.0,-33248.0,33383.0,20026.0,13321.0,4679.0,0.0,,773.0,-19388.0,
SFINKS,2008,,20328.0,16576.0,-26619.0,28503.0,5777.0,0.0,6092.0,0.0,,-514.0,-8175.0,
SFINKS,2009,,-11504.0,16931.0,-2876.0,3401.0,15599.0,0.0,2222.0,0.0,,1219.0,-14905.0,
SFINKS,2010,,-4595.0,12204.0,-6604.0,7696.0,11277.0,25760.0,2957.0,0.0,,78.0,-12291.0,
SFINKS,2011,,-4104.0,10858.0,-17561.0,12531.0,22904.0,31118.0,2598.0,0.0,,1239.0,-16635.0,
SFINKS,2012,,12626.0,10422.0,-4622.0,5961.0,-8818.0,0.0,4942.0,0.0,,-814.0,6665.0,
SFINKS,2013,,7429.0,9172.0,-7512.0,9112.0,2507.0,0.0,3216.0,0.0,,2424.0,-1683.0,
SFINKS,2014,,12111.0,8655.0,-11902.0,10144.0,-2896.0,0.0,0.0,0.0,,-2687.0,1967.0,
SFINKS,2015,,14438.0,8258.0,-14379.0,14061.0,55960.0,0.0,0.0,0.0,,56019.0,377.0,
SFINKS,2016,,23720.0,11765.0,-25286.0,28769.0,-47081.0,0.0,0.0,0.0,,-48647.0,-5049.0,
SFINKS,2017,,14636.0,10748.0,-6927.0,13076.0,-11012.0,0.0,0.0,0.0,,-3303.0,1560.0,
SFINKS,2018,,20094.0,9019.0,-7311.0,7593.0,-11560.0,433.0,0.0,0.0,1184.0,1223.0,11317.0,
SFINKS,2019,,46204.0,34668.0,-4717.0,5086.0,-45768.0,0.0,0.0,0.0,21781.0,-4281.0,19337.0,
SFINKS,2020,,15876.0,23964.0,-706.0,1162.0,-21069.0,0.0,0.0,0.0,11507.0,-5899.0,3207.0,
SFINKS,2021,,7040.0,16094.0,-481.0,509.0,-2127.0,0.0,0.0,0.0,9403.0,4432.0,-2872.0,
SFINKS,2022,,18509.0,14080.0,-1844.0,996.0,-18884.0,0.0,0.0,0.0,11509.0,-2219.0,6004.0,
SFINKS,2023,,17072.0,11526.0,4904.0,595.0,-23998.0,0.0,0.0,0.0,13153.0,-2022.0,3324.0,
SFINKS,2024,,15849.0,8574.0,8013.0,5178.0,-24393.0,0.0,0.0,0.0,18480.0,-531.0,-7809.0,
SFINKS,O4K,,15378.0,7596.0,7087.0,4864.0,-23163.0,0.0,0.0,0.0,19045.0,-698.0,-8531.0,
SHO,2018,,6158.0,2154.0,-900.0,927.0,-1672.0,0.0,1035.0,0.0,503.0,3586.0,4728.0,
SHO,2019,,7641.0,2542.0,-433.0,881.0,-4614.0,0.0,3679.0,0.0,644.0,2594.0,6116.0,
SHO,2020,,19170.0,3178.0,-1331.0,1373.0,-5535.0,0.0,4471.0,0.0,876.0,12304.0,16921.0,
SHO,2021,,25289.0,5101.0,-7670.0,18338.0,-14102.0,0.0,12570.0,0.0,1399.0,3517.0,5552.0,
SHO,2022,,33966.0,9646.0,-29643.0,11398.0,-16781.0,0.0,20363.0,0.0,2323.0,-12458.0,20245.0,
SHO,2023,,45803.0,13902.0,-16305.0,11661.0,-24073.0,0.0,12929.0,0.0,3776.0,5425.0,30366.0,
SHO,2024,,60585.0,16434.0,-16933.0,14548.0,-23700.0,0.0,18850.0,0.0,4290.0,19952.0,41747.0,
SHO,O4K,,61986.0,17504.0,-14886.0,14905.0,-23734.0,0.0,18850.0,0.0,4325.0,23366.0,42756.0,
SIM,2017,,-427.0,1.0,-4.0,4.0,616.0,611.0,0.0,0.0,,185.0,-431.0,
SIM,2018,,-540.0,11.0,-10.0,10.0,594.0,602.0,0.0,0.0,0.0,44.0,-550.0,
SIM,2019,,-81.0,2.0,-19.0,19.0,900.0,600.0,0.0,0.0,0.0,800.0,-100.0,
SIM,2020,,4507.0,8.0,-675.0,36.0,3350.0,3655.0,0.0,0.0,0.0,7182.0,4471.0,
SIM,2021,,36.0,1017.0,-2942.0,2285.0,4777.0,6278.0,0.0,0.0,0.0,1871.0,-2249.0,
SIM,2022,,-351.0,1292.0,-9830.0,5150.0,5112.0,5114.0,0.0,0.0,0.0,-5069.0,-5501.0,
SIM,2023,,-906.0,2491.0,-3849.0,3979.0,44.0,0.0,0.0,0.0,0.0,-4711.0,-4885.0,
SIM,2024,,-798.0,2884.0,-824.0,889.0,2074.0,1879.0,0.0,0.0,0.0,452.0,-1687.0,
SIM,O4K,,1206.0,2651.0,-2330.0,487.0,1616.0,3158.0,0.0,0.0,0.0,492.0,719.0,
SKARBIEC-HOLDING,2011,,12113.0,639.0,-1214.0,452.0,-15614.0,15.0,0.0,,,-4715.0,11661.0,
SKARBIEC-HOLDING,2012,,8428.0,587.0,2850.0,482.0,-8427.0,1000.0,3500.0,,,2851.0,7946.0,
SKARBIEC-HOLDING,2013,,31502.0,510.0,-5868.0,68.0,-6553.0,0.0,6687.0,,,19081.0,31434.0,
SKARBIEC-HOLDING,2014,,36794.0,875.0,1040.0,823.0,-32712.0,13464.0,19034.0,0.0,,5122.0,35971.0,
SKARBIEC-HOLDING,2015,,11937.0,522.0,-5919.0,693.0,-21440.0,0.0,21284.0,0.0,,-15422.0,11244.0,
SKARBIEC-HOLDING,2016,,30632.0,486.0,8853.0,331.0,-21205.0,0.0,20999.0,0.0,,18280.0,30301.0,
SKARBIEC-HOLDING,2017,,25142.0,551.0,8374.0,786.0,-18021.0,0.0,17863.0,0.0,,15495.0,24356.0,
SKARBIEC-HOLDING,2018,,33471.0,640.0,803.0,360.0,30426.0,0.0,30339.0,0.0,87.0,64700.0,33024.0,
SKARBIEC-HOLDING,2019,,23616.0,1805.0,-3407.0,66.0,-4888.0,0.0,3409.0,0.0,1479.0,15321.0,22071.0,
SKARBIEC-HOLDING,2020,,71425.0,1627.0,-12426.0,2637.0,-1598.0,0.0,0.0,0.0,1598.0,57401.0,67190.0,
SKARBIEC-HOLDING,2021,,16707.0,1764.0,-68491.0,2775.0,-1617.0,0.0,0.0,0.0,1617.0,-53401.0,12315.0,
SKARBIEC-HOLDING,2022,,-13556.0,17905.0,44318.0,2800.0,-1477.0,0.0,0.0,0.0,1477.0,29285.0,-17833.0,
SKARBIEC-HOLDING,2023,,7870.0,4597.0,-12730.0,10546.0,-2348.0,0.0,0.0,0.0,2346.0,-7208.0,-5022.0,
SKARBIEC-HOLDING,O4K,,34358.0,5270.0,-2840.0,8731.0,-2456.0,0.0,0.0,0.0,2454.0,29062.0,23173.0,
SKYLINE-INVESTMENT,2007,,-14421.0,153.0,636.0,1899.0,3764.0,1500.0,0.0,0.0,,-10021.0,-16320.0,
SKYLINE-INVESTMENT,2008,,-5902.0,243.0,-12169.0,11531.0,16841.0,17082.0,0.0,0.0,,-1230.0,-17433.0,
SKYLINE-INVESTMENT,2009,,-2518.0,180.0,4037.0,6873.0,-2074.0,0.0,0.0,0.0,,-555.0,-9391.0,
SKYLINE-INVESTMENT,2010,,-4682.0,158.0,13987.0,4.0,927.0,64.0,0.0,0.0,,10232.0,-4686.0,
SKYLINE-INVESTMENT,2011,,-985.0,180.0,-4324.0,152.0,-272.0,0.0,0.0,0.0,,-5581.0,-1137.0,
SKYLINE-INVESTMENT,2012,,-601.0,159.0,2386.0,7.0,-42.0,0.0,0.0,0.0,,1743.0,-608.0,
SKYLINE-INVESTMENT,2013,,-150.0,143.0,-1395.0,9.0,99.0,0.0,0.0,0.0,,-1446.0,-159.0,
SKYLINE-INVESTMENT,2014,,-1561.0,137.0,-1179.0,20.0,-2041.0,0.0,0.0,2026.0,,-4781.0,-1581.0,
SKYLINE-INVESTMENT,2015,,-1042.0,136.0,338.0,56.0,1374.0,0.0,0.0,0.0,,670.0,-1098.0,
SKYLINE-INVESTMENT,2016,,-914.0,107.0,-587.0,69.0,640.0,0.0,0.0,0.0,,-861.0,-983.0,
SKYLINE-INVESTMENT,2017,,-1671.0,65.0,-1472.0,1.0,2915.0,152.0,0.0,0.0,,-228.0,-1672.0,
SKYLINE-INVESTMENT,2018,,30949.0,1364.0,-34509.0,31068.0,3452.0,0.0,0.0,0.0,45.0,-108.0,-164.0,
SKYLINE-INVESTMENT,2019,,495.0,1627.0,94.0,158.0,-599.0,0.0,0.0,0.0,99.0,-10.0,238.0,
SKYLINE-INVESTMENT,2020,,9607.0,35.0,-7025.0,11485.0,-3015.0,-3324.0,0.0,0.0,0.0,-433.0,-1878.0,
SKYLINE-INVESTMENT,2021,,-5743.0,60.0,7860.0,75.0,-861.0,0.0,0.0,0.0,275.0,1256.0,-6093.0,
SKYLINE-INVESTMENT,2022,,-2567.0,118.0,2644.0,174.0,-570.0,0.0,0.0,0.0,82.0,-493.0,-2823.0,
SKYLINE-INVESTMENT,2023,,-437.0,127.0,-102.0,60.0,-93.0,0.0,0.0,0.0,80.0,-632.0,-577.0,
SKYLINE-INVESTMENT,2024,,388.0,127.0,-7.0,4.0,-35.0,0.0,0.0,0.0,23.0,346.0,361.0,
SKYLINE-INVESTMENT,O4K,,-320.0,127.0,31.0,4.0,334.0,0.0,0.0,0.0,24.0,45.0,-348.0,
SLV,2015,,-16430.0,3433.0,-4652.0,5189.0,45131.0,27314.0,0.0,0.0,,24049.0,-21619.0,
SLV,2016,,-6280.0,3617.0,-18385.0,21210.0,24953.0,328.0,0.0,0.0,,288.0,-27490.0,
SLV,2017,,10539.0,3232.0,-1551.0,1599.0,-62.0,0.0,0.0,0.0,,8926.0,8940.0,
SLV,2018,,11595.0,4534.0,-7717.0,7776.0,792.0,0.0,0.0,0.0,,4670.0,3819.0,
SLV,2019,,4339.0,10792.0,7957.0,1218.0,1372.0,2989.0,0.0,0.0,1528.0,13668.0,1593.0,
SLV,2020,,29356.0,13526.0,-25143.0,15004.0,75125.0,90601.0,0.0,0.0,9614.0,79338.0,4738.0,
SLV,2021,,87472.0,27488.0,-164329.0,27526.0,66818.0,0.0,0.0,0.0,22245.0,-10039.0,37701.0,
SLV,2022,,75430.0,36828.0,-79789.0,100590.0,-5672.0,0.0,0.0,0.0,28024.0,-10031.0,-53184.0,
SLV,2023,,78980.0,45452.0,-65213.0,73781.0,-30968.0,0.0,0.0,0.0,30818.0,-17201.0,-25619.0,
SLV,2024,,64069.0,53099.0,-36873.0,18710.0,-57342.0,0.0,0.0,0.0,34065.0,-30146.0,11294.0,
SLV,O4K,,55822.0,54484.0,-28708.0,10229.0,-55593.0,0.0,0.0,0.0,33679.0,-28479.0,11914.0,
SNIEZKA,2004,,15883.0,8653.0,-30236.0,31201.0,-25489.0,330.0,5784.0,0.0,,-39842.0,-15318.0,
SNIEZKA,2005,,51543.0,8344.0,-21553.0,26502.0,-24238.0,886.0,7595.0,0.0,,5752.0,25041.0,
SNIEZKA,2006,,20023.0,10424.0,-29477.0,15711.0,1625.0,0.0,6799.0,0.0,,-7829.0,4312.0,
SNIEZKA,2007,,30541.0,11188.0,-29734.0,31041.0,-2935.0,0.0,15163.0,0.0,,-2128.0,-500.0,
SNIEZKA,2008,,48418.0,11518.0,-22577.0,24200.0,-21018.0,0.0,16749.0,0.0,,4823.0,24218.0,
SNIEZKA,2009,,72397.0,13642.0,-23320.0,28938.0,-53776.0,0.0,19404.0,0.0,,-4699.0,43459.0,
SNIEZKA,2010,,40452.0,15107.0,-25734.0,27588.0,-5153.0,0.0,23223.0,0.0,,9565.0,12864.0,
SNIEZKA,2011,,59238.0,16164.0,-29872.0,31680.0,-36710.0,0.0,25317.0,0.0,,-7344.0,27558.0,
SNIEZKA,2012,,83477.0,16522.0,-34557.0,37370.0,-41149.0,0.0,17026.0,0.0,,7771.0,46107.0,
SNIEZKA,2013,,66013.0,19195.0,-22516.0,26921.0,-35913.0,0.0,31922.0,0.0,,7584.0,39092.0,
SNIEZKA,2014,,62636.0,17854.0,-18145.0,18501.0,-54849.0,0.0,32639.0,0.0,,-10358.0,44135.0,
SNIEZKA,2015,,78738.0,18105.0,-15663.0,16778.0,-64572.0,0.0,39406.0,0.0,,-1497.0,61960.0,
SNIEZKA,2016,,72564.0,17971.0,-30131.0,30658.0,-43873.0,0.0,40846.0,0.0,,-1440.0,41906.0,
SNIEZKA,2017,,62156.0,15933.0,-27003.0,31309.0,-22326.0,0.0,40087.0,0.0,,12827.0,30847.0,
SNIEZKA,2018,,80715.0,18723.0,-56346.0,69681.0,-40322.0,0.0,27785.0,0.0,32.0,-15953.0,11002.0,
SNIEZKA,2019,,99157.0,27854.0,-175605.0,87975.0,105730.0,0.0,40473.0,0.0,215.0,29282.0,10967.0,
SNIEZKA,2020,,120691.0,33610.0,-124813.0,126837.0,-12798.0,0.0,37998.0,0.0,482.0,-16920.0,-6628.0,
SNIEZKA,2021,,124121.0,35963.0,-108529.0,110485.0,-16111.0,0.0,53222.0,0.0,658.0,-519.0,12978.0,
SNIEZKA,2022,,98169.0,36756.0,-47467.0,53276.0,-43770.0,0.0,34391.0,0.0,1205.0,6932.0,43688.0,
SNIEZKA,2023,,148194.0,38411.0,-29126.0,32225.0,-71208.0,0.0,30051.0,0.0,1157.0,47860.0,114812.0,
SNIEZKA,2024,,118471.0,37604.0,-35192.0,37025.0,-89349.0,0.0,45437.0,0.0,2270.0,-6070.0,79176.0,
SNIEZKA,O4K,,142861.0,37783.0,-26718.0,29595.0,-141649.0,0.0,45437.0,0.0,1997.0,-25506.0,111269.0,
SNK,2004,,56730.0,26140.0,-21866.0,36799.0,-34294.0,0.0,0.0,0.0,,570.0,19931.0,
SNK,2005,,37845.0,24960.0,-39390.0,47021.0,2757.0,0.0,0.0,0.0,,1212.0,-9176.0,
SNK,2006,,49731.0,26289.0,-26772.0,36980.0,-22856.0,0.0,14773.0,0.0,,103.0,12751.0,
SNK,2007,,59701.0,27600.0,-28781.0,43530.0,-23076.0,0.0,16799.0,0.0,,7844.0,16171.0,
SNK,2008,,16330.0,30754.0,-54345.0,50577.0,29451.0,0.0,28591.0,0.0,,-8564.0,-34247.0,
SNK,2009,,63910.0,30103.0,-14347.0,30908.0,-51613.0,0.0,0.0,0.0,,-2050.0,33002.0,
SNK,2010,,58070.0,31480.0,-29788.0,37997.0,-23448.0,0.0,11839.0,0.0,,4834.0,20073.0,
SNK,2011,,43553.0,30328.0,-35494.0,49505.0,-8065.0,0.0,14116.0,0.0,,-6.0,-5952.0,
SNK,2012,,74816.0,33885.0,-34979.0,53948.0,-30719.0,0.0,16812.0,0.0,,9118.0,20868.0,
SNK,2013,,107105.0,35601.0,-14970.0,34062.0,-15734.0,0.0,30882.0,0.0,,76401.0,73043.0,
SNK,2014,,133547.0,36176.0,-52893.0,66287.0,-19559.0,0.0,34091.0,0.0,,61095.0,67260.0,
SNK,2015,,108424.0,37227.0,-44754.0,64097.0,-43348.0,0.0,71237.0,0.0,,20322.0,44327.0,
SNK,2016,,97002.0,36367.0,-57836.0,42485.0,35145.0,0.0,26882.0,0.0,,74311.0,54517.0,
SNK,2017,,89689.0,38307.0,-120945.0,87819.0,-67502.0,0.0,96775.0,0.0,,-98758.0,1870.0,
SNK,2018,,63963.0,41513.0,-113676.0,107215.0,-14031.0,0.0,80646.0,0.0,0.0,-63744.0,-43252.0,
SNK,2019,,84502.0,55717.0,-62357.0,118295.0,-28941.0,0.0,26882.0,0.0,1170.0,-6796.0,-34963.0,
SNK,2020,,153235.0,62396.0,-109341.0,47381.0,-13664.0,0.0,0.0,0.0,3451.0,30230.0,102403.0,
SNK,2021,,74998.0,63330.0,16253.0,39127.0,-119722.0,0.0,26882.0,0.0,4322.0,-28471.0,31549.0,
SNK,2022,,91950.0,61680.0,-65830.0,77206.0,-15750.0,0.0,0.0,11230.0,3225.0,10370.0,11519.0,
SNK,2023,,187865.0,63979.0,-77951.0,65850.0,-78436.0,0.0,31291.0,0.0,4248.0,31478.0,117767.0,
SNK,2024,,124893.0,75104.0,-262814.0,107558.0,60515.0,0.0,29969.0,32308.0,5850.0,-77406.0,11485.0,
SNK,O4K,,130856.0,79677.0,-193645.0,115810.0,-67044.0,0.0,29969.0,32308.0,6214.0,-129833.0,8832.0,
SONEL,2007,,6396.0,1135.0,-13550.0,13560.0,5854.0,0.0,0.0,0.0,,-1300.0,-7164.0,
SONEL,2008,,3843.0,1592.0,-18145.0,20153.0,18323.0,25227.0,0.0,0.0,,4021.0,-16310.0,
SONEL,2009,,8202.0,2944.0,-4305.0,4866.0,-2429.0,0.0,0.0,0.0,,1468.0,3336.0,
SONEL,2010,,5625.0,3928.0,-6049.0,7080.0,-1525.0,0.0,1590.0,0.0,,-1949.0,-1455.0,
SONEL,2011,,6324.0,5104.0,-4788.0,4953.0,-3208.0,0.0,4571.0,0.0,,-1672.0,1371.0,
SONEL,2012,,13056.0,5328.0,-6880.0,7150.0,-3939.0,0.0,5600.0,0.0,,2237.0,5906.0,
SONEL,2013,,12503.0,6700.0,-5185.0,5357.0,-4568.0,0.0,6160.0,0.0,,2750.0,7146.0,
SONEL,2014,,7562.0,7217.0,-5668.0,5941.0,-2793.0,0.0,4200.0,0.0,,-899.0,1621.0,
SONEL,2015,,15581.0,7153.0,-4711.0,5009.0,-5320.0,0.0,7000.0,0.0,,5550.0,10572.0,
SONEL,2016,,8185.0,6060.0,-5430.0,5663.0,-8140.0,0.0,8400.0,0.0,,-5385.0,2522.0,
SONEL,2017,,6449.0,6778.0,-8336.0,8349.0,-2173.0,0.0,3500.0,0.0,,-4060.0,-1900.0,
SONEL,2018,,11794.0,6157.0,-8629.0,8657.0,-1317.0,0.0,1400.0,0.0,17.0,1848.0,3120.0,
SONEL,2019,,15100.0,6620.0,-10189.0,10439.0,-3659.0,0.0,7000.0,0.0,180.0,1252.0,4481.0,
SONEL,2020,,28751.0,6773.0,-8892.0,8952.0,-1067.0,0.0,5600.0,0.0,444.0,18792.0,19355.0,
SONEL,2021,,11128.0,7365.0,-11370.0,11270.0,-13097.0,0.0,14000.0,0.0,472.0,-13339.0,-614.0,
SONEL,2022,,12809.0,8806.0,-7722.0,7603.0,-3405.0,0.0,7000.0,0.0,577.0,1682.0,4629.0,
SONEL,2023,,31447.0,11220.0,-14090.0,14208.0,-13187.0,0.0,8400.0,0.0,626.0,4170.0,16613.0,
SONEL,2024,,21220.0,11136.0,-19084.0,19084.0,-4946.0,0.0,10924.0,0.0,431.0,-2810.0,1705.0,
SONEL,O4K,,33591.0,10975.0,-16636.0,16636.0,-6465.0,0.0,10924.0,0.0,442.0,10490.0,16513.0,
SPL,2007,,2733990.0,134602.0,-1997916.0,143562.0,-50842.0,0.0,475485.0,,,,2590428.0,685232.0
SPL,2008,,2858556.0,107331.0,-2599407.0,255758.0,41173.0,0.0,309036.0,,,,2602798.0,300322.0
SPL,2009,,210783.0,123473.0,849163.0,90849.0,-820605.0,1157.0,187271.0,,,,119934.0,239341.0
SPL,2010,,1361390.0,128767.0,-1807389.0,69535.0,-745466.0,0.0,317304.0,,,,1291855.0,-1191465.0
SPL,2011,,1759443.0,215875.0,1750008.0,118615.0,-554769.0,0.0,650963.0,,,,1640828.0,2954682.0
SPL,2012,,-1604600.0,137940.0,2388635.0,82637.0,-337073.0,332000.0,647441.0,,,,-1687237.0,446962.0
SPL,2013,,431472.0,219321.0,3262718.0,173809.0,-932982.0,500645.0,751364.0,,,,257663.0,2761208.0
SPL,2014,,4516725.0,308022.0,-4573053.0,307794.0,116824.0,0.0,1220537.0,,,,4208931.0,60496.0
SPL,2015,,-1636601.0,256561.0,919778.0,350121.0,-136460.0,0.0,16593.0,,,,-1986722.0,-853283.0
SPL,2016,,1821132.0,277220.0,-4337606.0,415180.0,1677581.0,0.0,1516074.0,0.0,,,1405952.0,-838893.0
SPL,2017,,-4867093.0,318933.0,255059.0,414209.0,435603.0,990.0,646828.0,0.0,,,-5281302.0,-4176431.0
SPL,2018,,11160562.0,333470.0,-5361136.0,581186.0,4550513.0,0.0,514130.0,0.0,,,10579376.0,10349939.0
SPL,2019,,3642903.0,628175.0,-4469793.0,450836.0,-1329782.0,0.0,2331071.0,0.0,,,3192067.0,-2156672.0
SPL,2020,,20872667.0,593595.0,-22727157.0,388990.0,-1779120.0,0.0,86555.0,0.0,,,20483677.0,-3633610.0
SPL,2021,,9988916.0,578970.0,-5307976.0,424357.0,33183.0,0.0,296384.0,0.0,,,9564559.0,4714123.0
SPL,2022,,8725899.0,523585.0,13445224.0,449041.0,-6024452.0,0.0,350125.0,0.0,,,8276858.0,16146671.0
SPL,2023,,9250478.0,569479.0,-5203640.0,634896.0,-3964684.0,0.0,2413763.0,48884.0,,,8615582.0,82154.0
SPL,2024,,3204360.0,614204.0,-6014519.0,632693.0,-2761528.0,0.0,4607282.0,72334.0,,,2571667.0,-5571687.0
SPL,O4K,,10952280.0,623153.0,-7242958.0,617668.0,-3119778.0,0.0,4607282.0,82367.0,,,10334612.0,589544.0
SPR,2017,,-387.0,49.0,-266.0,260.0,890.0,0.0,0.0,0.0,,237.0,-647.0,
SPR,2018,,-14.0,155.0,-637.0,758.0,2565.0,2.0,0.0,0.0,,1914.0,-772.0,
SPR,2019,,4774.0,733.0,-1488.0,1923.0,-1560.0,111.0,0.0,0.0,395.0,1726.0,2456.0,
SPR,2020,,13625.0,1340.0,-2098.0,1925.0,-3233.0,0.0,0.0,0.0,835.0,8294.0,10865.0,
SPR,2021,,14458.0,6338.0,-4126.0,5203.0,-6224.0,0.0,0.0,0.0,4680.0,4108.0,4575.0,
SPR,2022,,33236.0,8635.0,-5198.0,6841.0,-10406.0,0.0,0.0,0.0,7301.0,17632.0,19094.0,
SPR,2023,,11910.0,11084.0,-10139.0,3471.0,8776.0,0.0,0.0,0.0,8148.0,10547.0,291.0,
SPR,2024,,56290.0,11764.0,-9385.0,5258.0,-33371.0,0.0,0.0,0.0,7881.0,13534.0,43151.0,
SPR,O4K,,52957.0,11955.0,-7794.0,7922.0,-20005.0,0.0,0.0,0.0,7695.0,25158.0,37340.0,
STALEXPORT-AUTOSTRADY,2004,,10411.0,13826.0,8660.0,48917.0,-52520.0,0.0,0.0,,,-33449.0,-38506.0,
STALEXPORT-AUTOSTRADY,2005,,105587.0,8980.0,-46830.0,148009.0,-54768.0,992.0,0.0,,,3989.0,-42422.0,
STALEXPORT-AUTOSTRADY,2006,,5571.0,19682.0,15524.0,50357.0,36727.0,69070.0,0.0,0.0,,57822.0,-44786.0,
STALEXPORT-AUTOSTRADY,2007,,-84372.0,22002.0,-145068.0,111927.0,208166.0,199985.0,0.0,0.0,,-21274.0,-196299.0,
STALEXPORT-AUTOSTRADY,2008,,27289.0,23328.0,53338.0,74339.0,-12299.0,0.0,0.0,0.0,,68328.0,-47050.0,
STALEXPORT-AUTOSTRADY,2009,,2571.0,34455.0,-33563.0,59407.0,47200.0,0.0,0.0,0.0,,16208.0,-56836.0,
STALEXPORT-AUTOSTRADY,2010,,95503.0,37164.0,-227919.0,55894.0,214385.0,0.0,0.0,0.0,,81969.0,39609.0,
STALEXPORT-AUTOSTRADY,2011,,106564.0,39285.0,-96284.0,56990.0,-81406.0,0.0,0.0,0.0,,-71126.0,49574.0,
STALEXPORT-AUTOSTRADY,2012,,113480.0,40000.0,-61018.0,93679.0,-52649.0,0.0,0.0,0.0,,-187.0,19801.0,
STALEXPORT-AUTOSTRADY,2013,,134121.0,40562.0,-54518.0,36425.0,-51570.0,0.0,0.0,0.0,,28033.0,97696.0,
STALEXPORT-AUTOSTRADY,2014,,142919.0,43496.0,-94901.0,29271.0,-50296.0,0.0,4515.0,0.0,,-2278.0,113648.0,
STALEXPORT-AUTOSTRADY,2015,,196835.0,44073.0,-124795.0,31134.0,-51290.0,0.0,4946.0,0.0,,20750.0,165701.0,
STALEXPORT-AUTOSTRADY,2016,,200597.0,44800.0,32268.0,39093.0,-53913.0,0.0,5689.0,0.0,,178952.0,161504.0,
STALEXPORT-AUTOSTRADY,2017,,200044.0,46701.0,-12904.0,39568.0,-157199.0,0.0,44507.0,0.0,,29941.0,160476.0,
STALEXPORT-AUTOSTRADY,2018,,230512.0,50352.0,-4904.0,32879.0,-288767.0,0.0,77069.0,0.0,0.0,-63159.0,197633.0,
STALEXPORT-AUTOSTRADY,2019,,226628.0,57005.0,-11880.0,25001.0,-175621.0,0.0,91487.0,0.0,126.0,39127.0,201501.0,
STALEXPORT-AUTOSTRADY,2020,,133662.0,58779.0,-255450.0,40778.0,-21217.0,0.0,12363.0,0.0,126.0,-143005.0,92758.0,
STALEXPORT-AUTOSTRADY,2021,,180536.0,80232.0,78310.0,57093.0,-162526.0,0.0,158248.0,0.0,126.0,96320.0,123317.0,
STALEXPORT-AUTOSTRADY,2022,,227847.0,84968.0,-155188.0,58335.0,-64338.0,0.0,59343.0,0.0,127.0,8321.0,169385.0,
STALEXPORT-AUTOSTRADY,2023,,151320.0,90557.0,-2404.0,60038.0,-62309.0,0.0,49452.0,0.0,178.0,86607.0,91104.0,
STALEXPORT-AUTOSTRADY,2024,,81425.0,101380.0,-228143.0,272834.0,-123806.0,0.0,111268.0,0.0,189.0,-270524.0,-191598.0,
STALEXPORT-AUTOSTRADY,O4K,,85479.0,101780.0,-189473.0,236186.0,-124009.0,0.0,111268.0,0.0,387.0,-228003.0,-151094.0,
STALPRODUKT,2004,,58748.0,23304.0,-1556.0,10792.0,-56785.0,0.0,8200.0,,,407.0,47956.0,
STALPRODUKT,2005,,117203.0,20025.0,-27476.0,30492.0,-44419.0,2100.0,30761.0,,,45308.0,86711.0,
STALPRODUKT,2006,,256842.0,21022.0,-126570.0,126625.0,-20668.0,0.0,34662.0,,,109604.0,130217.0,
STALPRODUKT,2007,,345772.0,24563.0,-216131.0,222508.0,-99214.0,0.0,70112.0,,,30427.0,123264.0,
STALPRODUKT,2008,,256077.0,22909.0,-262954.0,269142.0,-112933.0,0.0,84280.0,,,-119810.0,-13065.0,
STALPRODUKT,2009,,289903.0,31875.0,-182773.0,188160.0,-64759.0,0.0,58082.0,,,42371.0,101743.0,
STALPRODUKT,2010,,129949.0,41101.0,-109186.0,70848.0,-66865.0,0.0,57353.0,,,-46102.0,59101.0,
STALPRODUKT,2011,,96786.0,50818.0,-57138.0,61484.0,-30358.0,0.0,25473.0,,,9290.0,35302.0,
STALPRODUKT,2012,,256092.0,53989.0,-357503.0,103341.0,101359.0,0.0,0.0,0.0,,-52.0,152751.0,
STALPRODUKT,2013,,222360.0,129330.0,-135474.0,160560.0,-52620.0,0.0,7672.0,0.0,,34266.0,61800.0,
STALPRODUKT,2014,,203288.0,135563.0,-161324.0,130437.0,15293.0,0.0,4142.0,0.0,,57257.0,72851.0,
