Nazwa,Ticker,Kwartały,Kurs,Wartość księgowa na akcję,Cena/WK,Zysk na akcję,Cena/Zysk,Przychody ze sprzedaży na akcję,Cena/Przychód,Zysk operacyjny,Cena/Zysk operacyjny na akcję,Wartość księgowa Grahama na akcję,Cena/Wartość księgowa Grahama,Wartość przedsiębiorstwa na akcję,Wartość przedsiębiorstwa/Przychody,Wartość przedsiębiorstwa/EBITDA,Wartość przedsiębiorstwa/EBIT
INTROL,INL,2023/Q3,"7,92","6,17","1,28","1,01","7,82","26,90","0,29","1,90","4,18","-0,43",,"11,48","0,43","4,48","6,06"
INTROL,INL,2023/Q4,"9,58","6,74","1,42","1,30","7,36","26,73","0,36","1,98","4,83","0,54","17,76","11,38","0,43","4,26","5,74"
INTROL,INL,2024/Q1,"10,70","6,87","1,56","1,25","8,59","26,43","0,40","1,93","5,55","0,69","15,42","13,69","0,52","5,18","7,10"
INTROL,INL,2024/Q2,"9,64","6,64","1,45","1,25","7,73","25,91","0,37","1,91","5,04","0,40","24,22","13,53","0,52","5,11","7,07"
INTROL,INL,2024/Q3,"9,76","6,84","1,43","1,14","8,55","25,53","0,38","1,73","5,65","0,50","19,34","13,16","0,52","5,32","7,61"
INTROL,INL,2024/Q4,"8,74","7,14","1,22","1,09","8,05","25,04","0,35","1,66","5,26","0,53","16,61","11,35","0,45","4,72","6,83"
INTROL,INL,2025/Q1,"8,44","7,21","1,17","0,97","8,69","24,43","0,35","1,49","5,65","0,26","32,01","11,23","0,46","5,05","7,51"
INPRO,INP,2007/Q4,"0,00","0,97",,"0,87",,"4,89",,"1,06",,"-0,25",,,,,
INPRO,INP,2008/Q4,"0,00","1,91",,"0,97",,"5,02",,"1,27",,"0,96",,,,,
INPRO,INP,2009/Q4,"0,00","2,85",,"0,95",,"5,40",,"1,23",,"1,99",,,,,
INPRO,INP,2010/Q4,"0,00","3,25",,"0,55",,"4,16",,"0,79",,"2,46",,,,,
INPRO,INP,2011/Q1,"7,08","4,01","1,76","0,28","25,70","2,53","2,80","0,44","15,92","3,43","2,06","6,86","2,71","13,70","15,43"
INPRO,INP,2011/Q2,"7,12","3,81","1,87","0,23","30,69","2,39","2,98","0,38","18,72","3,23","2,21","6,83","2,86","15,51","17,97"
INPRO,INP,2011/Q3,"3,36","3,92","0,86","0,27","12,58","2,36","1,42","0,41","8,16","3,00","1,12","3,33","1,41","7,02","8,10"
INPRO,INP,2011/Q4,"3,18","4,23","0,75","0,41","7,73","3,28","0,97","0,57","5,54","3,26","0,97","2,99","0,91","4,68","5,20"
INPRO,INP,2012/Q1,"4,15","4,28","0,97","0,47","8,76","3,48","1,19","0,63","6,59","3,20","1,30","4,18","1,20","6,01","6,63"
INPRO,INP,2012/Q2,"3,59","4,09","0,88","0,49","7,38","3,64","0,99","0,66","5,44","2,95","1,22","3,61","0,99","4,97","5,46"
INPRO,INP,2012/Q3,"3,41","4,11","0,83","0,40","8,58","3,57","0,95","0,57","5,99","2,79","1,22","3,84","1,07","6,06","6,75"
INPRO,INP,2012/Q4,"3,23","4,44","0,73","0,42","7,72","4,02","0,80","0,57","5,68","2,85","1,13","3,88","0,97","6,15","6,82"
INPRO,INP,2013/Q1,"3,70","4,63","0,80","0,55","6,67","4,70","0,79","0,74","5,02","2,82","1,31","4,56","0,97","5,71","6,18"
INPRO,INP,2013/Q2,"4,18","4,62","0,90","0,53","7,82","4,89","0,86","0,72","5,84","2,47","1,69","5,40","1,10","6,96","7,55"
INPRO,INP,2013/Q3,"4,35","4,66","0,93","0,55","7,95","5,13","0,85","0,71","6,11","2,15","2,03","5,81","1,13","7,52","8,15"
INPRO,INP,2013/Q4,"5,50","4,82","1,14","0,37","14,75","4,45","1,23","0,49","11,31","2,44","2,25","6,98","1,57","12,34","14,34"
INPRO,INP,2014/Q1,"5,95","4,85","1,23","0,22","26,94","4,13","1,44","0,31","19,07","2,48","2,40","7,30","1,77","17,71","23,39"
INPRO,INP,2014/Q2,"5,24","4,75","1,10","0,22","23,39","4,09","1,28","0,32","16,30","2,39","2,19","6,75","1,65","15,25","21,01"
INPRO,INP,2014/Q3,"4,30","4,78","0,90","0,22","19,63","4,04","1,07","0,33","13,00","2,43","1,77","5,83","1,44","12,34","17,63"
INPRO,INP,2014/Q4,"3,55","4,91","0,72","0,19","18,53","3,69","0,96","0,32","11,19","2,56","1,39","4,90","1,33","10,58","15,46"
INPRO,INP,2015/Q1,"4,20","4,95","0,85","0,20","21,29","3,47","1,21","0,32","13,21","2,67","1,57","5,51","1,59","11,85","17,33"
INPRO,INP,2015/Q2,"4,08","5,01","0,81","0,34","11,96","3,99","1,02","0,48","8,52","2,71","1,51","5,19","1,30","8,28","10,85"
INPRO,INP,2015/Q3,"3,56","5,21","0,68","0,52","6,79","4,70","0,76","0,70","5,05","2,92","1,22","4,53","0,97","5,30","6,44"
INPRO,INP,2015/Q4,"4,27","5,44","0,78","0,62","6,87","5,27","0,81","0,84","5,07","3,06","1,39","4,93","0,94","4,97","5,86"
INPRO,INP,2016/Q1,"5,67","5,51","1,03","0,65","8,78","5,51","1,03","0,87","6,51","3,09","1,83","6,42","1,17","6,37","7,37"
INPRO,INP,2016/Q2,"4,77","5,30","0,90","0,60","8,02","5,29","0,90","0,82","5,79","2,71","1,76","5,79","1,09","6,12","7,02"
INPRO,INP,2016/Q3,"4,19","5,41","0,78","0,49","8,47","4,89","0,86","0,71","5,88","2,84","1,48","5,10","1,04","6,22","7,16"
INPRO,INP,2016/Q4,"4,34","5,83","0,74","0,69","6,27","5,11","0,85","0,95","4,56","3,25","1,33","5,14","1,01","4,91","5,40"
INPRO,INP,2017/Q1,"5,08","5,99","0,85","0,78","6,51","5,18","0,98","1,06","4,77","3,48","1,46","5,99","1,16","5,16","5,63"
INPRO,INP,2017/Q2,"5,05","5,82","0,87","0,77","6,53","5,14","0,98","1,06","4,76","3,30","1,53","6,51","1,27","5,63","6,14"
INPRO,INP,2017/Q3,"4,49","5,88","0,76","0,72","6,24","4,94","0,91","0,98","4,57","3,34","1,34","6,17","1,25","5,72","6,27"
INPRO,INP,2017/Q4,"5,00","6,28","0,80","0,70","7,12","5,07","0,99","0,97","5,16","3,70","1,35","6,37","1,26","5,99","6,58"
INPRO,INP,2018/Q1,"6,55","6,44","1,02","0,70","9,31","5,16","1,27","0,97","6,78","3,88","1,69","7,46","1,45","6,99","7,72"
INPRO,INP,2018/Q2,"6,55","6,31","1,04","0,74","8,88","5,68","1,15","1,02","6,45","3,72","1,76","7,64","1,34","6,81","7,52"
INPRO,INP,2018/Q3,"4,50","6,46","0,70","0,83","5,40","6,05","0,74","1,16","3,89","3,87","1,16","5,91","0,98","4,66","5,11"
INPRO,INP,2018/Q4,"4,50","6,98","0,64","0,95","4,75","6,47","0,70","1,32","3,41","4,15","1,09","5,88","0,91","4,11","4,46"
INPRO,INP,2019/Q1,"5,25","6,98","0,75","0,79","6,64","5,96","0,88","1,15","4,57","4,05","1,30","6,55","1,10","5,18","5,70"
INPRO,INP,2019/Q2,"5,30","6,72","0,79","0,76","7,02","5,88","0,90","1,14","4,63","3,82","1,39","6,56","1,11","5,21","5,73"
INPRO,INP,2019/Q3,"4,90","6,88","0,71","0,76","6,44","5,97","0,82","1,17","4,17","3,93","1,25","6,14","1,03","4,76","5,23"
INPRO,INP,2019/Q4,"4,80","7,71","0,62","0,98","4,90","6,76","0,71","1,44","3,33","4,60","1,04","6,45","0,96","4,10","4,47"
INPRO,INP,2020/Q1,"3,90","7,94","0,49","1,21","3,23","8,00","0,49","1,70","2,30","4,78","0,82","5,24","0,65","2,86","3,09"
INPRO,INP,2020/Q2,"4,70","7,84","0,60","1,18","3,98","7,97","0,59","1,66","2,82","4,63","1,02","5,85","0,73","3,25","3,51"
INPRO,INP,2020/Q3,"4,42","7,96","0,56","1,14","3,88","8,08","0,55","1,59","2,78","4,65","0,95","5,38","0,67","3,11","3,38"
INPRO,INP,2020/Q4,"4,66","9,13","0,51","1,57","2,96","9,56","0,49","2,17","2,14","5,91","0,79","5,15","0,54","2,23","2,37"
INPRO,INP,2021/Q1,"6,00","9,30","0,65","1,51","3,97","8,88","0,68","2,15","2,79","6,12","0,98","6,41","0,72","2,79","2,98"
INPRO,INP,2021/Q2,"8,50","8,92","0,95","1,58","5,38","9,09","0,93","2,24","3,79","5,80","1,46","9,30","1,02","3,86","4,15"
INPRO,INP,2021/Q3,"7,95","9,17","0,87","1,71","4,65","9,80","0,81","2,46","3,23","6,06","1,31","9,51","0,97","3,59","3,86"
INPRO,INP,2021/Q4,"7,80","9,65","0,81","1,01","7,69","8,03","0,97","1,55","5,05","6,44","1,21","9,30","1,16","5,33","6,02"
INPRO,INP,2022/Q1,"6,95","9,79","0,71","1,00","6,96","8,22","0,85","1,59","4,38","6,65","1,05","8,51","1,04","4,47","5,36"
INPRO,INP,2022/Q2,"6,30","9,61","0,66","0,93","6,74","7,87","0,80","1,55","4,06","6,39","0,99","8,34","1,06","4,76","5,37"
INPRO,INP,2022/Q3,"5,10","9,82","0,52","0,91","5,60","7,39","0,69","1,54","3,31","6,64","0,77","7,67","1,04","4,42","4,99"
INPRO,INP,2022/Q4,"5,00","10,75","0,47","1,37","3,66","8,93","0,56","2,21","2,26","7,62","0,66","7,39","0,83","3,07","3,34"
INPRO,INP,2023/Q1,"5,85","10,87","0,54","1,34","4,38","8,77","0,67","2,11","2,77","7,72","0,76","8,26","0,94","3,78","3,91"
INPRO,INP,2023/Q2,"6,70","10,94","0,61","1,60","4,20","10,17","0,66","2,50","2,68","7,79","0,86","9,22","0,91","3,42","3,68"
INPRO,INP,2023/Q3,"8,10","11,00","0,74","1,45","5,57","9,71","0,83","2,26","3,59","7,80","1,04","11,47","1,18","4,68","5,08"
INPRO,INP,2023/Q4,"7,85","11,36","0,69","0,88","8,92","7,71","1,02","1,46","5,37","8,30","0,95","10,64","1,38","6,43","7,28"
INPRO,INP,2024/Q1,"7,90","11,60","0,68","1,00","7,93","8,62","0,92","1,61","4,89","8,61","0,92","9,87","1,15","5,45","6,12"
INPRO,INP,2024/Q2,"7,70","11,47","0,67","0,81","9,52","7,22","1,07","1,21","6,36","7,83","0,98","9,72","1,35","6,90","8,03"
INPRO,INP,2024/Q3,"7,10","11,59","0,61","0,86","8,27","6,99","1,02","1,18","6,03","7,81","0,91","9,63","1,38","6,98","8,17"
INPRO,INP,2024/Q4,"6,20","12,34","0,50","1,25","4,97","9,82","0,63","1,92","3,23","8,87","0,70","8,81","0,90","4,14","4,58"
INPRO,INP,2025/Q1,"6,80","12,70","0,54","1,17","5,81","9,29","0,73","1,78","3,81","8,95","0,76","9,60","1,03","4,83","5,38"
IPOPEMA,IPE,2008/Q4,"0,00","1,55",,"0,44",,"1,88",,"0,50",,"1,53",,,,,
IPOPEMA,IPE,2009/Q4,"8,10","1,65","4,91","0,41","19,68","2,47","3,28","0,53","15,28","1,78","4,54","6,92","2,81","12,23","13,06"
IPOPEMA,IPE,2010/Q3,"15,45","2,24","6,88","0,75","20,48","3,52","4,38","1,04","14,90","2,05","7,54","12,38","3,51","11,55","11,94"
IPOPEMA,IPE,2010/Q4,"16,90","2,28","7,40","0,64","26,28","3,40","4,97","0,89","18,93","2,32","7,29","13,81","4,06","14,91","15,47"
IPOPEMA,IPE,2011/Q1,"15,00","2,53","5,93","0,72","20,71","3,59","4,18","0,97","15,52","2,56","5,86","11,57","3,22","11,54","11,97"
IPOPEMA,IPE,2011/Q2,"14,30","2,22","6,45","0,70","20,40","3,56","4,01","0,97","14,78","2,05","6,97","12,06","3,38","11,98","12,46"
IPOPEMA,IPE,2011/Q3,"8,80","2,50","3,52","0,92","9,61","3,82","2,30","1,14","7,75","2,38","3,70","5,55","1,45","4,72","4,89"
IPOPEMA,IPE,2011/Q4,"8,68","2,62","3,31","0,83","10,48","3,80","2,28","1,03","8,40","2,75","3,16","5,79","1,52","5,37","5,60"
IPOPEMA,IPE,2012/Q1,"9,85","2,76","3,56","0,72","13,72","3,73","2,64","0,96","10,27","2,78","3,54","7,17","1,92","7,11","7,48"
IPOPEMA,IPE,2012/Q2,"6,40","2,30","2,78","0,56","11,41","3,45","1,86","0,72","8,84","2,11","3,04","4,14","1,20","5,34","5,72"
IPOPEMA,IPE,2012/Q3,"6,10","2,33","2,62","0,20","30,12","3,03","2,01","0,37","16,46","2,18","2,79","4,76","1,57","11,15","12,83"
IPOPEMA,IPE,2012/Q4,"8,89","2,44","3,65","0,31","29,02","3,18","2,79","0,50","17,63","2,11","4,22","1,12","0,35","1,97","2,23"
IPOPEMA,IPE,2013/Q1,"8,23","2,55","3,22","0,32","25,73","3,24","2,54","0,45","18,17","2,42","3,40","6,56","2,03","12,66","14,48"
IPOPEMA,IPE,2013/Q2,"8,03","2,58","3,11","0,28","28,19","3,37","2,38","0,45","17,76","2,43","3,31","6,85","2,03","13,12","15,15"
IPOPEMA,IPE,2013/Q3,"6,38","2,63","2,43","0,32","19,94","3,52","1,81","0,47","13,58","2,50","2,55","4,75","1,35","8,74","10,12"
IPOPEMA,IPE,2013/Q4,"7,68","2,71","2,83","0,28","27,48","3,56","2,16","0,39","19,46","2,72","2,83","6,00","1,69","12,85","15,21"
IPOPEMA,IPE,2014/Q1,"6,45","2,84","2,27","0,30","21,63","3,68","1,75","0,45","14,38","2,82","2,29","4,52","1,23","8,59","10,07"
IPOPEMA,IPE,2014/Q2,"5,46","2,58","2,12","0,32","17,25","3,64","1,50","0,46","11,83","2,50","2,18","4,39","1,21","8,08","9,50"
IPOPEMA,IPE,2014/Q3,"4,90","2,61","1,87","0,30","16,40","3,68","1,33","0,48","10,25","2,52","1,94","4,05","1,10","7,21","8,47"
IPOPEMA,IPE,2014/Q4,"3,93","2,57","1,53","0,15","25,45","3,48","1,13","0,30","12,97","2,27","1,73","2,64","0,76","6,82","8,72"
IPOPEMA,IPE,2015/Q1,"4,96","2,57","1,93","0,04","138,00","3,21","1,54","0,15","32,59","2,53","1,96","3,81","1,18","16,16","25,01"
IPOPEMA,IPE,2015/Q2,"3,96","2,59","1,53","0,01","408,81","3,22","1,23","0,11","36,86","2,43","1,63","1,61","0,50","8,40","14,98"
IPOPEMA,IPE,2015/Q3,"3,12","2,65","1,18","0,04","76,37","3,23","0,97","0,12","26,64","2,65","1,18","1,68","0,52","8,37","14,31"
IPOPEMA,IPE,2015/Q4,"2,17","2,70","0,80","0,13","16,64","3,27","0,66","0,23","9,64","2,76","0,79","-2,29","-0,70","-7,41","-10,18"
IPOPEMA,IPE,2016/Q1,"2,62","2,64","0,99","0,06","40,83","3,09","0,85","0,14","19,20","2,42","1,08","1,89","0,61","8,48","13,88"
IPOPEMA,IPE,2016/Q2,"2,08","2,60","0,80","0,12","17,09","3,03","0,69","0,18","11,49","2,58","0,81","1,74","0,57","6,47","9,58"
IPOPEMA,IPE,2016/Q3,"1,93","2,64","0,73","0,09","21,70","2,89","0,67","0,15","13,02","2,59","0,74","1,09","0,38","4,63","7,37"
IPOPEMA,IPE,2016/Q4,"1,92","2,65","0,73","0,05","39,29","2,94","0,65","0,12","15,67","2,76","0,69","1,00","0,34","4,68","8,12"
IPOPEMA,IPE,2017/Q1,"2,38","2,67","0,89","0,13","18,37","3,12","0,76","0,24","9,87","2,55","0,93","0,79","0,26","2,40","3,30"
IPOPEMA,IPE,2017/Q2,"1,71","2,69","0,64","0,10","17,02","3,19","0,54","0,24","7,16","2,86","0,60","-0,08","-0,03","-0,25","-0,35"
IPOPEMA,IPE,2017/Q3,"1,41","2,71","0,52","0,10","14,06","3,27","0,43","0,22","6,42","2,83","0,50","-0,06","-0,02","-0,20","-0,29"
IPOPEMA,IPE,2017/Q4,"1,34","2,67","0,50","0,06","24,30","3,25","0,41","0,20","6,86","2,72","0,49","-0,00","-0,00","-0,00","-0,00"
IPOPEMA,IPE,2018/Q1,"1,47","2,64","0,56","0,01","163,60","3,29","0,45","0,09","16,40","2,67","0,55","-1,64","-0,50","-9,18","-18,29"
IPOPEMA,IPE,2018/Q2,"1,18","2,57","0,46","-0,07",,"3,20","0,37","-0,01",,"2,51","0,47","-0,99","-0,31","-13,18","83,72"
IPOPEMA,IPE,2018/Q3,"1,25","2,49","0,50","-0,18",,"3,15","0,40","-0,12",,"2,33","0,54","-0,16","-0,05","3,98","1,33"
IPOPEMA,IPE,2018/Q4,"1,20","2,53","0,47","-0,10",,"3,28","0,37","-0,03",,"2,68","0,45","0,15","0,05","3,23","-5,26"
IPOPEMA,IPE,2019/Q1,"1,17","2,51","0,47","-0,10",,"3,36","0,35","-0,01",,"2,71","0,43","0,63","0,19","7,73","-47,83"
IPOPEMA,IPE,2019/Q2,"1,39","2,52","0,55","-0,05",,"3,78","0,37","0,04","32,13","2,36","0,59","1,69","0,45","10,66","39,09"
IPOPEMA,IPE,2019/Q3,"1,50","2,49","0,60","0,00","880,52","4,18","0,36","0,09","16,07","2,07","0,73","0,57","0,14","2,46","6,09"
IPOPEMA,IPE,2019/Q4,"1,90","2,64","0,72","0,10","18,25","4,68","0,41","0,21","8,87","2,61","0,73","0,47","0,10","1,23","2,17"
IPOPEMA,IPE,2020/Q1,"1,73","2,64","0,66","0,13","13,54","5,45","0,32","0,20","8,69","2,68","0,65","-0,29","-0,05","-0,81","-1,48"
IPOPEMA,IPE,2020/Q2,"2,24","2,80","0,80","0,28","8,08","6,23","0,36","0,40","5,57","2,89","0,77","0,11","0,02","0,20","0,28"
IPOPEMA,IPE,2020/Q3,"3,56","2,98","1,20","0,48","7,39","7,30","0,49","0,65","5,50","2,73","1,30","-1,21","-0,17","-1,48","-1,88"
IPOPEMA,IPE,2020/Q4,"4,36","3,64","1,20","0,99","4,40","8,62","0,51","1,25","3,48","3,21","1,36","-5,65","-0,66","-3,94","-4,50"
IPOPEMA,IPE,2021/Q1,"6,40","3,75","1,71","1,10","5,82","9,14","0,70","1,45","4,43","3,34","1,92","-5,35","-0,58","-3,27","-3,70"
IPOPEMA,IPE,2021/Q2,"5,34","3,46","1,54","1,02","5,25","9,24","0,58","1,35","3,96","2,98","1,79","-0,06","-0,01","-0,04","-0,04"
IPOPEMA,IPE,2021/Q3,"3,55","3,64","0,98","1,02","3,48","9,26","0,38","1,34","2,65","3,35","1,06","-1,93","-0,21","-1,25","-1,44"
IPOPEMA,IPE,2021/Q4,"3,24","3,71","0,87","0,44","7,40","8,56","0,38","0,62","5,23","3,46","0,94","-1,41","-0,17","-1,72","-2,28"
IPOPEMA,IPE,2022/Q1,"3,19","3,70","0,86","0,33","9,60","8,51","0,37","0,46","7,00","3,49","0,92","-35,54","-4,17","-53,96","-77,97"
IPOPEMA,IPE,2022/Q2,"2,26","3,39","0,67","0,25","8,92","8,44","0,27","0,31","7,19","3,19","0,71","-3,15","-0,37","-6,10","-10,03"
IPOPEMA,IPE,2022/Q3,"2,01","3,45","0,58","0,14","14,50","8,39","0,24","0,15","13,82","3,32","0,60","-1,87","-0,22","-5,33","-12,85"
IPOPEMA,IPE,2022/Q4,"2,08","3,58","0,58","0,19","11,23","8,69","0,24","0,19","11,01","2,87","0,73","-2,70","-0,31","-6,90","-14,29"
IPOPEMA,IPE,2023/Q1,"2,38","3,65","0,65","0,25","9,49","8,92","0,27","0,28","8,45","2,98","0,80","-2,56","-0,29","-5,32","-9,08"
IPOPEMA,IPE,2023/Q2,"2,64","3,66","0,72","0,43","6,21","9,64","0,27","0,54","4,86","3,02","0,87","-21,49","-2,23","-29,19","-39,56"
IPOPEMA,IPE,2023/Q3,"3,14","3,76","0,83","0,47","6,75","10,01","0,31","0,60","5,25","3,15","1,00","-2,08","-0,21","-2,66","-3,47"
IPOPEMA,IPE,2023/Q4,"3,78","4,03","0,94","0,61","6,23","10,83","0,35","0,83","4,54","3,37","1,12","-1,04","-0,10","-1,03","-1,25"
IPOPEMA,IPE,2024/Q1,"3,57","4,08","0,87","0,59","6,02","10,70","0,33","0,80","4,45","3,43","1,04","-10,73","-1,00","-11,09","-13,37"
IPOPEMA,IPE,2024/Q2,"3,25","3,95","0,82","0,58","5,58","10,23","0,32","0,75","4,35","3,32","0,98","-3,14","-0,31","-3,47","-4,20"
IPOPEMA,IPE,2024/Q3,"2,90","3,98","0,73","0,51","5,68","9,59","0,30","0,69","4,19","3,39","0,86","-2,82","-0,29","-3,34","-4,07"
IPOPEMA,IPE,2024/Q4,"2,58","4,04","0,64","0,30","8,48","8,59","0,30","0,40","6,50","3,51","0,74","-2,49","-0,29","-4,58","-6,27"
IPOPEMA,IPE,2025/Q1,"3,28","4,03","0,81","0,25","13,31","8,32","0,39","0,35","9,31","3,53","0,93","-2,00","-0,24","-4,00","-5,67"
INTERSPPL,IPO,2005/Q4,"0,00","1,21",,"0,22",,"7,64",,"0,33",,"0,40",,,,,
INTERSPPL,IPO,2006/Q2,"0,00","3,04",,"0,22",,"8,35",,"0,32",,"1,92",,,,,
INTERSPPL,IPO,2006/Q3,"8,30","2,39","3,47","0,19","44,39","7,29","1,14","0,27","31,24","1,26","6,58","8,07","1,11","19,69","30,38"
INTERSPPL,IPO,2006/Q4,"8,53","2,59","3,29","0,21","40,30","7,56","1,13","0,28","29,95","1,18","7,21","8,76","1,16","19,38","30,76"
INTERSPPL,IPO,2007/Q1,"10,80","2,67","4,05","0,13","84,78","7,72","1,40","0,18","59,95","0,94","11,55","10,77","1,39","29,29","59,79"
INTERSPPL,IPO,2007/Q2,"15,00","2,60","5,77","0,17","90,48","8,41","1,78","0,24","63,82","0,61","24,41","14,96","1,78","32,92","63,63"
INTERSPPL,IPO,2007/Q3,"16,94","2,57","6,58","0,18","96,06","9,09","1,86","0,26","64,77","0,37","45,55","16,89","1,86","32,88","64,58"
INTERSPPL,IPO,2007/Q4,"12,45","2,93","4,25","0,33","37,47","10,61","1,17","0,48","25,97","0,13","94,64","13,28","1,25","17,17","27,69"
INTERSPPL,IPO,2008/Q1,"10,15","3,04","3,34","0,37","27,40","11,62","0,87","0,52","19,37","-0,17",,"10,12","0,87","11,69","19,32"
INTERSPPL,IPO,2008/Q2,"6,95","2,97","2,34","0,37","18,95","12,53","0,55","0,54","12,77","-0,79",,"6,90","0,55","7,40","12,67"
INTERSPPL,IPO,2008/Q3,"6,99","2,94","2,38","0,37","18,93","13,17","0,53","0,56","12,40","-1,70",,"6,96","0,53","6,96","12,34"
INTERSPPL,IPO,2008/Q4,"4,30","2,97","1,45","0,05","93,32","13,54","0,32","0,31","13,73","-3,07",,"7,36","0,54","9,02","23,50"
INTERSPPL,IPO,2009/Q1,"2,70","3,09","0,87","0,05","50,23","14,70","0,18","0,36","7,54","-3,34",,"2,64","0,18","3,05","7,36"
INTERSPPL,IPO,2009/Q2,"4,05","3,04","1,33","0,07","56,43","15,33","0,26","0,38","10,69","-3,09",,"3,98","0,26","4,52","10,49"
INTERSPPL,IPO,2009/Q3,"5,70","2,98","1,92","0,03","170,80","15,60","0,37","0,32","18,01","-3,33",,"5,63","0,36","7,00","17,77"
INTERSPPL,IPO,2009/Q4,"5,00","2,98","1,68","0,01","477,17","15,68","0,32","0,15","33,22","-3,04",,"8,04","0,51","13,26","53,44"
INTERSPPL,IPO,2010/Q1,"5,98","3,16","1,89","0,07","83,74","16,45","0,36","0,21","28,28","-2,72",,"5,90","0,36","8,58","27,92"
INTERSPPL,IPO,2010/Q2,"4,81","3,04","1,58","0,00","1 155,51","16,08","0,30","0,15","32,74","-2,77",,"4,72","0,29","7,37","32,15"
INTERSPPL,IPO,2010/Q3,"4,56","2,98","1,53","0,01","508,29","16,21","0,28","0,19","23,89","-2,75",,"4,49","0,28","6,41","23,52"
INTERSPPL,IPO,2010/Q4,"4,90","3,06","1,60","0,08","64,84","16,68","0,29","0,30","16,45","-2,63",,"7,06","0,42","8,77","23,70"
INTERSPPL,IPO,2011/Q1,"4,08","3,08","1,32","-0,08",,"14,95","0,27","0,11","36,72","-2,53",,"4,01","0,27","6,56","36,12"
INTERSPPL,IPO,2011/Q2,"3,35","2,98","1,13","-0,07",,"15,10","0,22","0,13","25,40","-2,67",,"6,00","0,40","9,57","45,47"
INTERSPPL,IPO,2011/Q3,"1,84","2,74","0,67","-0,24",,"14,90","0,12","-0,04",,"-2,92",,"1,78","0,12","3,91","-50,75"
INTERSPPL,IPO,2011/Q4,"1,35","2,17","0,62","-0,89",,"13,93","0,10","-0,83",,"-3,69",,"3,97","0,28","-11,54","-4,77"
INTERSPPL,IPO,2012/Q1,"3,59","2,37","1,52","-0,72",,"14,66","0,25","-0,61",,"-3,35",,"3,45","0,24","-27,93","-5,68"
INTERSPPL,IPO,2012/Q2,"3,64","2,46","1,48","-0,52",,"15,86","0,23","-0,36",,"-3,14",,"5,90","0,37","49,65","-16,39"
INTERSPPL,IPO,2012/Q3,"2,60","2,31","1,13","-0,43",,"16,39","0,16","-0,33",,"-3,31",,"2,48","0,15","17,32","-7,50"
INTERSPPL,IPO,2012/Q4,"2,95","2,21","1,33","0,04","66,73","16,72","0,18","0,27","10,82","-3,31",,"5,18","0,31","7,01","19,01"
INTERSPPL,IPO,2013/Q1,"2,45","2,31","1,06","-0,06",,"16,35","0,15","0,15","15,86","-3,11",,"2,36","0,14","3,82","15,29"
INTERSPPL,IPO,2013/Q2,"1,96","2,23","0,88","-0,23",,"15,63","0,13","-0,07",,"-3,13",,"1,83","0,12","4,56","-27,17"
INTERSPPL,IPO,2013/Q3,"2,23","2,11","1,05","-0,19",,"15,62","0,14","-0,03",,"-3,19",,"2,15","0,14","4,95","-65,78"
INTERSPPL,IPO,2013/Q4,"2,78","2,08","1,34","-0,13",,"15,79","0,18","0,01","355,36","-3,24",,"4,91","0,31","10,30","627,02"
INTERSPPL,IPO,2014/Q1,"1,90","2,11","0,90","-0,20",,"15,91","0,12","-0,09",,"-3,22",,"1,83","0,11","4,79","-20,81"
INTERSPPL,IPO,2014/Q2,"1,80","2,09","0,86","-0,14",,"16,18","0,11","-0,05",,"-3,16",,"1,72","0,11","4,05","-35,46"
INTERSPPL,IPO,2014/Q3,"1,40","1,97","0,71","-0,15",,"16,20","0,09","-0,04",,"-3,23",,"1,35","0,08","3,09","-37,00"
INTERSPPL,IPO,2014/Q4,"1,04","1,89","0,55","-0,19",,"15,59","0,07","-0,07",,"-3,32",,"3,09","0,20","7,57","-43,81"
INTERSPPL,IPO,2015/Q1,"1,45","1,95","0,74","-0,16",,"15,32","0,09","-0,05",,"-3,14",,"1,40","0,09","3,24","-27,00"
INTERSPPL,IPO,2015/Q2,"1,38","1,96","0,71","-0,13",,"15,31","0,09","0,02","82,88","-3,04",,"1,30","0,09","2,60","78,36"
INTERSPPL,IPO,2015/Q3,"1,66","1,89","0,88","-0,07",,"15,51","0,11","0,09","17,93","-3,00",,"1,59","0,10","2,74","17,19"
INTERSPPL,IPO,2015/Q4,"2,14","1,57","1,36","-0,32",,"15,37","0,14","-0,13",,"-3,26",,"4,01","0,26","10,99","-31,90"
INTERSPPL,IPO,2016/Q1,"1,66","1,63","1,02","-0,32",,"15,32","0,11","-0,10",,"-3,07",,"1,59","0,10","4,05","-16,48"
INTERSPPL,IPO,2016/Q2,"1,75","1,54","1,13","-0,41",,"15,09","0,12","-0,25",,"-3,09",,"1,68","0,11","7,15","-6,71"
INTERSPPL,IPO,2016/Q3,"2,14","1,47","1,45","-0,42",,"14,91","0,14","-0,26",,"-3,11",,"2,09","0,14","9,41","-8,11"
INTERSPPL,IPO,2016/Q4,"1,97","0,96","2,06","-0,62",,"14,73","0,13","-0,51",,"-3,54",,"3,09","0,21","-92,51","-6,08"
INTERSPPL,IPO,2017/Q1,"2,95","2,16","1,37","-0,64",,"14,23","0,21","-0,57",,"-2,26",,"2,91","0,20","-28,52","-5,09"
