Ticker,Nazwa,Kwartały,I stopień pokrycia,II stopień pokrycia,Płynność gotówkowa,Płynność szybka,Płynność bieżąca,Płynność podwyższona,Pokrycie zobowiązań należnościami,Udział kapitału pracującego w aktywach
UCG,UNICREDIT,2025/Q1,,,,,,,,
ULG,ULTGAMES,2016/Q4,,,"6,18","8,09","18,36","6,18","1,91","0,95"
ULG,ULTGAMES,2017/Q4,,,"4,65","5,99","9,53","4,90","1,26","0,90"
ULG,ULTGAMES,2018/Q1,"99,53","99,53","7,68","8,01","13,08","7,68","0,63","0,92"
ULG,ULTGAMES,2018/Q2,"41,87","41,87","7,11","8,69","15,22","7,11","1,92","0,91"
ULG,ULTGAMES,2018/Q3,"70,37","70,37","3,62","4,81","8,33","3,62","1,84","0,87"
ULG,ULTGAMES,2018/Q4,"17,12","17,12","5,01","7,10","11,37","5,01","1,42","0,86"
ULG,ULTGAMES,2019/Q1,"15,60","15,60","25,11","28,74","36,54","25,11","3,63","0,91"
ULG,ULTGAMES,2019/Q2,"14,98","14,98","12,17","14,29","17,90","12,17","1,97","0,88"
ULG,ULTGAMES,2019/Q3,"12,53","12,53","1,12","6,47","8,50","4,62","1,85","0,82"
ULG,ULTGAMES,2019/Q4,"9,82","9,82","4,26","5,91","8,59","4,26","1,66","0,80"
ULG,ULTGAMES,2020/Q1,"11,08","11,08","10,71","13,79","20,92","10,71","3,08","0,87"
ULG,ULTGAMES,2020/Q2,"8,91","9,32","2,16","3,29","4,49","2,16","1,12","0,71"
ULG,ULTGAMES,2020/Q3,"9,88","10,10","2,99","3,53","4,30","2,99","0,52","0,71"
ULG,ULTGAMES,2020/Q4,"1,64","1,83","13,64","15,64","17,93","13,64","1,79","0,47"
ULG,ULTGAMES,2021/Q1,"1,76","1,95","10,36","11,41","13,14","10,36","1,02","0,49"
ULG,ULTGAMES,2021/Q2,"1,48","1,68","12,92","15,63","19,06","13,10","2,51","0,43"
ULG,ULTGAMES,2021/Q3,"1,52","1,71","23,19","26,48","33,44","23,19","3,10","0,45"
ULG,ULTGAMES,2021/Q4,"1,55","1,75","6,99","8,69","10,98","6,99","1,71","0,44"
ULG,ULTGAMES,2022/Q1,"1,62","1,81","12,37","14,59","18,85","12,37","2,22","0,47"
ULG,ULTGAMES,2022/Q2,"1,38","1,57","4,52","6,07","9,06","4,52","1,55","0,39"
ULG,ULTGAMES,2022/Q3,"1,45","1,64","3,82","5,75","8,66","3,85","1,89","0,41"
ULG,ULTGAMES,2022/Q4,"1,96","2,32","5,55","8,28","13,02","5,86","2,42","0,57"
ULG,ULTGAMES,2023/Q1,"2,10","2,47","6,89","9,79","16,48","6,92","2,75","0,60"
ULG,ULTGAMES,2023/Q2,"1,94","2,31","3,97","6,42","11,33","3,97","2,45","0,56"
ULG,ULTGAMES,2023/Q3,"2,03","2,40","5,01","7,65","13,54","5,01","2,64","0,58"
ULG,ULTGAMES,2023/Q4,"5,75","5,93","5,35","7,69","13,26","5,35","2,34","0,79"
ULG,ULTGAMES,2024/Q1,"5,94","6,19","3,44","4,85","9,81","3,44","1,41","0,78"
ULG,ULTGAMES,2024/Q2,"6,04","6,32","1,94","2,82","5,86","1,94","0,87","0,73"
ULG,ULTGAMES,2024/Q3,"8,70","9,05","5,54","9,05","21,54","5,55","3,48","0,86"
ULG,ULTGAMES,2024/Q4,"9,52","9,73","2,26","3,80","9,32","2,26","1,53","0,82"
ULG,ULTGAMES,2025/Q1,"25,27","25,82",,,,,,"0,97"
ULM,ULMA,2004/Q4,"0,59","0,94","0,04","0,61","0,86","0,04","0,57","-0,05"
ULM,ULMA,2005/Q4,"0,59","0,99","0,04","0,72","0,96","0,04","0,68","-0,01"
ULM,ULMA,2006/Q1,"0,54","0,91","0,03","0,58","0,77","0,03","0,55","-0,07"
ULM,ULMA,2006/Q2,"0,47","0,90","0,02","0,58","0,72","0,02","0,57","-0,08"
ULM,ULMA,2006/Q3,"0,52","1,01","0,04","0,82","1,03","0,04","0,78","0,01"
ULM,ULMA,2006/Q4,"0,55","1,05","0,04","0,89","1,18","0,04","0,84","0,04"
ULM,ULMA,2007/Q1,"0,55","1,03","0,05","0,78","1,10","0,05","0,73","0,02"
ULM,ULMA,2007/Q2,"0,94","1,28","1,01","1,73","2,03","1,01","0,72","0,18"
ULM,ULMA,2007/Q3,"0,89","1,19","0,64","1,43","1,80","0,64","0,78","0,13"
ULM,ULMA,2007/Q4,"0,82","1,11","0,41","1,14","1,43","0,41","0,73","0,08"
ULM,ULMA,2008/Q1,"0,69","1,01","0,14","0,80","1,06","0,14","0,66","0,01"
ULM,ULMA,2008/Q2,"0,66","1,03","0,06","0,80","1,13","0,06","0,74","0,02"
ULM,ULMA,2008/Q3,"0,66","1,01","0,05","0,77","1,04","0,05","0,72","0,01"
ULM,ULMA,2008/Q4,"0,64","1,00","0,08","0,80","1,00","0,08","0,73","0,00"
ULM,ULMA,2009/Q1,"0,64","1,05","0,36","1,10","1,31","0,36","0,74","0,04"
ULM,ULMA,2009/Q2,"0,63","1,02","0,27","0,91","1,10","0,27","0,64","0,02"
ULM,ULMA,2009/Q3,"0,59","0,98","0,25","0,75","0,91","0,25","0,50","-0,02"
ULM,ULMA,2009/Q4,"0,57","0,98","0,19","0,78","0,91","0,20","0,58","-0,02"
ULM,ULMA,2010/Q1,"0,57","0,99","0,18","0,81","0,93","0,20","0,61","-0,01"
ULM,ULMA,2010/Q2,"0,58","0,96","0,09","0,76","0,83","0,10","0,65","-0,03"
ULM,ULMA,2010/Q3,"0,60","0,96","0,06","0,77","0,83","0,07","0,70","-0,04"
ULM,ULMA,2010/Q4,"0,63","0,97","0,06","0,83","0,89","0,06","0,77","-0,02"
ULM,ULMA,2011/Q1,"0,66","0,98","0,07","0,86","0,92","0,07","0,79","-0,01"
ULM,ULMA,2011/Q2,"0,68","0,98","0,14","0,88","0,92","0,14","0,73","-0,02"
ULM,ULMA,2011/Q3,"0,73","1,00","0,13","0,96","0,99","0,14","0,83","-0,00"
ULM,ULMA,2011/Q4,"0,79","1,04","0,17","1,09","1,14","0,17","0,92","0,03"
ULM,ULMA,2012/Q1,"0,86","1,09","0,38","1,27","1,33","0,38","0,90","0,06"
ULM,ULMA,2012/Q2,"0,89","1,10","0,45","1,27","1,31","0,45","0,82","0,07"
ULM,ULMA,2012/Q3,"0,91","1,09","0,35","1,28","1,31","0,35","0,93","0,07"
ULM,ULMA,2012/Q4,"0,94","1,10","0,32","1,28","1,35","0,32","0,96","0,07"
ULM,ULMA,2013/Q1,"0,97","1,10","0,31","1,32","1,40","0,31","1,01","0,08"
ULM,ULMA,2013/Q2,"0,98","1,10","0,34","1,23","1,31","0,34","0,89","0,07"
ULM,ULMA,2013/Q3,"1,02","1,11","0,23","1,36","1,45","0,23","1,13","0,08"
ULM,ULMA,2013/Q4,"1,08","1,15","0,45","1,53","1,63","0,45","1,08","0,11"
ULM,ULMA,2014/Q1,"1,12","1,17","0,41","1,58","1,69","0,41","1,17","0,12"
ULM,ULMA,2014/Q2,"1,15","1,18","0,39","1,54","1,66","0,39","1,15","0,12"
ULM,ULMA,2014/Q3,"1,20","1,23","0,44","1,84","2,01","0,44","1,40","0,16"
ULM,ULMA,2014/Q4,"1,28","1,30","0,83","2,57","2,75","0,83","1,74","0,20"
ULM,ULMA,2015/Q1,"1,34","1,36","1,07","2,80","2,99","1,07","1,74","0,24"
ULM,ULMA,2015/Q2,"1,40","1,41","1,09","2,94","3,23","1,09","1,85","0,26"
ULM,ULMA,2015/Q3,"1,39","1,41","0,69","3,02","3,22","0,69","2,33","0,26"
ULM,ULMA,2015/Q4,"1,40","1,42","0,97","3,23","3,39","0,97","2,25","0,26"
ULM,ULMA,2016/Q1,"1,33","1,34","0,69","2,48","2,64","0,69","1,79","0,22"
ULM,ULMA,2016/Q2,"1,33","1,34","0,55","2,79","3,00","0,55","2,24","0,23"
ULM,ULMA,2016/Q3,"1,36","1,37","0,74","3,13","3,31","0,74","2,39","0,24"
ULM,ULMA,2016/Q4,"1,43","1,44","1,22","3,96","4,08","1,22","2,74","0,28"
ULM,ULMA,2017/Q1,"1,45","1,46","1,21","3,33","3,45","1,21","2,11","0,28"
ULM,ULMA,2017/Q2,"1,29","1,29","0,48","2,13","2,23","0,48","1,65","0,19"
ULM,ULMA,2017/Q3,"1,32","1,32","0,43","2,43","2,57","0,43","2,00","0,21"
ULM,ULMA,2017/Q4,"1,36","1,38","0,68","3,01","3,16","0,68","2,32","0,24"
ULM,ULMA,2018/Q1,"1,37","1,38","0,91","2,90","3,01","0,91","1,99","0,24"
ULM,ULMA,2018/Q2,"1,28","1,29","0,68","2,37","2,49","0,68","1,69","0,20"
ULM,ULMA,2018/Q3,"1,30","1,32","0,83","2,56","2,70","0,83","1,73","0,21"
ULM,ULMA,2018/Q4,"1,35","1,37","1,22","2,98","3,13","1,22","1,76","0,24"
ULM,ULMA,2019/Q1,"1,30","1,34","1,09","2,54","2,69","1,09","1,45","0,22"
ULM,ULMA,2019/Q2,"1,22","1,26","0,93","2,69","2,85","0,93","1,75","0,19"
ULM,ULMA,2019/Q3,"1,23","1,28","1,09","2,30","2,50","1,09","1,21","0,19"
ULM,ULMA,2019/Q4,"1,25","1,29","1,33","2,99","3,19","1,33","1,66","0,21"
ULM,ULMA,2020/Q1,"1,24","1,28","1,25","2,91","3,18","1,25","1,67","0,20"
ULM,ULMA,2020/Q2,"1,19","1,24","1,22","2,46","2,69","1,22","1,24","0,17"
ULM,ULMA,2020/Q3,"1,15","1,19","1,33","2,33","2,55","1,33","0,99","0,14"
ULM,ULMA,2020/Q4,"1,22","1,27","1,85","3,20","3,44","1,85","1,07","0,19"
ULM,ULMA,2021/Q1,"1,17","1,21","1,44","2,27","2,47","1,44","0,83","0,15"
ULM,ULMA,2021/Q2,"1,12","1,17","0,90","1,80","2,04","0,90","0,90","0,13"
ULM,ULMA,2021/Q3,"1,12","1,17","0,81","1,71","2,00","0,81","0,90","0,13"
ULM,ULMA,2021/Q4,"1,18","1,25","1,05","2,30","2,48","1,05","1,25","0,17"
ULM,ULMA,2022/Q1,"1,16","1,22","0,80","1,90","2,07","0,80","1,10","0,16"
ULM,ULMA,2022/Q2,"1,05","1,10","0,60","1,39","1,56","0,60","0,79","0,08"
ULM,ULMA,2022/Q3,"1,07","1,13","0,63","1,73","2,01","0,63","1,10","0,10"
ULM,ULMA,2022/Q4,"1,11","1,16","0,97","2,13","2,37","0,97","1,16","0,13"
ULM,ULMA,2023/Q1,"1,13","1,19","1,28","2,36","2,61","1,28","1,08","0,15"
ULM,ULMA,2023/Q2,"1,12","1,18","1,05","2,07","2,35","1,05","1,02","0,14"
ULM,ULMA,2023/Q3,"1,12","1,17","1,00","2,03","2,26","1,00","1,03","0,13"
ULM,ULMA,2023/Q4,"1,18","1,24","0,94","2,34","2,50","0,94","1,40","0,17"
ULM,ULMA,2024/Q1,"1,16","1,21","0,99","1,99","2,20","0,99","1,00","0,15"
ULM,ULMA,2024/Q2,"1,06","1,11","0,44","1,36","1,55","0,44","0,92","0,08"
ULM,ULMA,2024/Q3,"0,95","1,04","0,06","1,07","1,24","0,06","1,01","0,03"
ULM,ULMA,2024/Q4,"0,97","1,07","0,19","1,33","1,50","0,19","1,14","0,05"
ULM,ULMA,2025/Q1,"0,95","1,04","0,16","1,02","1,22","0,16","0,87","0,03"
UNF,UNFOLD,2009/Q4,"2,70","2,70","0,29","4,71","4,76","2,12","2,65","0,54"
UNF,UNFOLD,2010/Q4,"2,45","2,45","0,04","3,78","4,50","3,69","0,81","0,54"
UNF,UNFOLD,2011/Q1,"2,52","2,52","0,13","6,44","7,51","6,26","1,25","0,59"
UNF,UNFOLD,2011/Q2,"3,31","3,31","0,14","7,93","8,85","7,66","1,03","0,66"
UNF,UNFOLD,2011/Q3,"1,70","1,70","0,01","2,17","2,67","1,94","0,73","0,38"
UNF,UNFOLD,2011/Q4,"3,41","3,41","0,02","7,70","8,70","8,35","0,35","0,67"
UNF,UNFOLD,2012/Q1,"3,64","3,64","0,02","6,66","6,81","5,63","1,18","0,65"
UNF,UNFOLD,2012/Q2,"3,88","3,88","0,02","9,15","9,71","9,12","0,60","0,69"
UNF,UNFOLD,2012/Q3,"4,20","4,20","0,01","9,09","9,81","8,76","1,06","0,71"
UNF,UNFOLD,2012/Q4,"4,18","4,18","0,01","9,36","10,10","9,29","0,81","0,71"
UNF,UNFOLD,2013/Q1,"4,50","4,50","0,15","12,35","13,14","12,27","0,87","0,74"
UNF,UNFOLD,2013/Q2,"4,58","4,58","0,05","12,81","13,76","13,19","0,57","0,75"
UNF,UNFOLD,2013/Q3,"3,57","3,57",,"68,30","73,62","68,04","5,57","0,73"
UNF,UNFOLD,2013/Q4,"2,24","2,24","0,01","7,57","8,14","7,91","0,23","0,53"
UNF,UNFOLD,2014/Q1,"3,36","3,36",,"13,16","14,17","13,34","0,83","0,68"
UNF,UNFOLD,2014/Q2,"2,23","2,23","0,15","6,13","6,56","6,00","0,55","0,52"
UNF,UNFOLD,2014/Q3,"2,31","2,31",,"6,97","7,35","6,74","0,61","0,53"
UNF,UNFOLD,2014/Q4,"0,93","1,03","116,67","54,67","359,33","343,00","16,33","0,15"
UNF,UNFOLD,2015/Q1,"2,05","2,05",,"6,38","6,76","5,99","0,77","0,49"
UNF,UNFOLD,2015/Q2,"0,90","1,00",,"-1,38","67,85","62,62","5,23","0,12"
UNF,UNFOLD,2015/Q3,"0,95","1,03",,"17,54","86,85","81,15","5,69","0,14"
UNF,UNFOLD,2015/Q4,"0,79","0,85","0,43","-0,23","0,91","0,82","0,09","-0,01"
UNF,UNFOLD,2016/Q1,"0,56","0,64",,"-0,19","0,14","0,07","0,07","-0,24"
UNF,UNFOLD,2016/Q2,"0,37","0,42",,"0,64","1,01","0,99","0,02","0,01"
UNF,UNFOLD,2016/Q3,"1,00","1,09","220,29","261,57","261,57","261,43",,"0,08"
UNF,UNFOLD,2016/Q4,"0,99","1,07","47,14","67,91","67,91","67,86",,"0,07"
UNF,UNFOLD,2017/Q1,"0,99","1,07","49,42","71,42","71,47","71,42",,"0,06"
UNF,UNFOLD,2017/Q2,"0,99","1,06","23,62","37,79","37,79","37,76",,"0,05"
UNF,UNFOLD,2017/Q3,"0,99","1,05","0,46","1,95","1,95","1,38",,"0,05"
UNF,UNFOLD,2017/Q4,"2,02","2,11","162,61","166,68","166,68","162,66","4,01","0,53"
UNF,UNFOLD,2018/Q1,"1,76","1,86","40,83","41,54","41,54","40,85","0,69","0,46"
UNF,UNFOLD,2018/Q2,"1,81","1,90","173,79","177,71","177,71","173,83","3,87","0,47"
UNF,UNFOLD,2018/Q3,"1,82","1,91","180,31","186,12","186,12","180,35","5,76","0,47"
UNF,UNFOLD,2018/Q4,"1,93","1,96","134,82","138,91","138,91","134,84","4,06","0,49"
UNF,UNFOLD,2019/Q1,"1,92","1,96","692,00","713,67","713,67","692,31","21,36","0,49"
UNF,UNFOLD,2019/Q2,"1,91","1,95","125,80","131,61","131,61","125,91","5,70","0,49"
UNF,UNFOLD,2019/Q3,"1,93","1,93","1 729,31","1 775,00","1 775,00","1 731,69","43,31","0,48"
UNF,UNFOLD,2019/Q4,"2,30","2,30","1 373,93","1 630,71","1 630,71","1 378,71","252,00","0,57"
UNF,UNFOLD,2020/Q1,"2,01","2,02","1 270,62","1 582,46","1 582,46","1 273,54","308,92","0,50"
UNF,UNFOLD,2020/Q2,"1,77","1,77","178,77","240,01","240,01","179,41","60,60","0,43"
UNF,UNFOLD,2020/Q3,"1,78","1,78","669,13","890,67","890,67","668,79","221,46","0,44"
UNF,UNFOLD,2020/Q4,"1,63","1,63","301,33","449,43","449,43","321,31","127,88","0,39"
UNF,UNFOLD,2021/Q1,"1,42","1,42","275,38","445,65","445,65","298,74","146,91","0,30"
UNF,UNFOLD,2021/Q2,"1,26","1,26","99,54","239,21","239,21","139,94","99,27","0,21"
UNF,UNFOLD,2021/Q3,"1,24","1,24","70,72","117,73","117,73","70,72","46,96","0,20"
UNF,UNFOLD,2021/Q4,"1,12","1,12","35,61","92,39","92,39","35,61","56,57","0,11"
UNF,UNFOLD,2022/Q1,"1,10","1,10","14,05","44,90","44,90","21,34","23,55","0,09"
UNF,UNFOLD,2022/Q2,"1,18","1,18","3,20","4,84","4,84","3,20","1,64","0,15"
UNF,UNFOLD,2022/Q3,"1,18","1,18","74,42","93,04","93,04","74,42","18,57","0,15"
UNF,UNFOLD,2022/Q4,"1,15","1,15","14,61","19,84","19,84","14,61","5,21","0,13"
UNF,UNFOLD,2023/Q1,"1,15","1,15","36,73","51,42","51,42","50,08",,"0,13"
UNF,UNFOLD,2023/Q2,"1,12","1,13","12,70","30,40","30,40","29,49",,"0,11"
UNF,UNFOLD,2023/Q3,"1,14","1,14","50,15","70,01","70,01","60,22","7,76","0,12"
UNF,UNFOLD,2023/Q4,"1,15","1,15","27,42","51,86","51,86","41,02","9,06","0,13"
UNF,UNFOLD,2024/Q1,"1,12","1,12","40,61","59,33","59,33","40,61","16,53","0,11"
UNF,UNFOLD,2024/Q2,"1,24","1,25","47,60","132,38","132,38","124,29","7,27","0,20"
UNF,UNFOLD,2024/Q3,"1,20","1,20","93,55","339,58","339,58","335,68","1,32","0,17"
UNF,UNFOLD,2024/Q4,"1,16","1,17","18,49","27,73","27,73","27,44",,"0,14"
UNF,UNFOLD,2025/Q1,"1,16","1,17","32,58","41,44","41,44","41,34",,"0,14"
UNI,UNIBEP,2007/Q4,"0,69","1,26","0,21","0,88","1,05","0,21","0,55","0,04"
UNI,UNIBEP,2008/Q4,"2,47","2,85","0,41","0,84","1,52","0,41","0,33","0,29"
UNI,UNIBEP,2009/Q1,"1,60","1,87","0,26","0,67","1,37","0,26","0,36","0,21"
UNI,UNIBEP,2009/Q2,"1,35","1,68","0,16","0,62","1,35","0,16","0,41","0,19"
UNI,UNIBEP,2009/Q3,"1,47","1,82","0,12","0,60","1,40","0,12","0,40","0,21"
UNI,UNIBEP,2009/Q4,"1,52","1,90","0,13","0,74","1,47","0,13","0,47","0,24"
UNI,UNIBEP,2010/Q1,"1,41","1,75","0,09","0,84","1,39","0,09","0,68","0,20"
UNI,UNIBEP,2010/Q2,"1,48","1,87","0,10","0,80","1,33","0,10","0,63","0,19"
UNI,UNIBEP,2010/Q3,"1,55","2,20","0,16","0,96","1,49","0,17","0,72","0,26"
UNI,UNIBEP,2010/Q4,"1,53","2,20","0,16","1,06","1,63","0,16","0,79","0,29"
UNI,UNIBEP,2011/Q1,"1,46","2,40","0,11","1,03","1,59","0,12","0,89","0,29"
UNI,UNIBEP,2011/Q2,"1,43","2,25","0,15","1,00","1,44","0,16","0,82","0,25"
UNI,UNIBEP,2011/Q3,"1,30","2,15","0,07","0,98","1,41","0,09","0,86","0,23"
UNI,UNIBEP,2011/Q4,"1,55","2,35","0,15","1,09","1,49","0,16","0,91","0,26"
UNI,UNIBEP,2012/Q1,"1,51","2,33","0,10","1,09","1,59","0,12","0,94","0,29"
UNI,UNIBEP,2012/Q2,"1,55","2,10","0,14","0,97","1,31","0,15","0,79","0,20"
UNI,UNIBEP,2012/Q3,"1,55","2,14","0,09","1,00","1,34","0,11","0,87","0,21"
UNI,UNIBEP,2012/Q4,"1,58","2,15","0,11","1,02","1,36","0,11","0,82","0,22"
UNI,UNIBEP,2013/Q1,"1,58","2,17","0,22","1,04","1,36","0,27","0,69","0,22"
UNI,UNIBEP,2013/Q2,"1,40","2,14","0,24","1,08","1,42","0,24","0,79","0,24"
UNI,UNIBEP,2013/Q3,"1,32","2,03","0,08","1,03","1,43","0,08","0,87","0,24"
UNI,UNIBEP,2013/Q4,"1,25","1,76","0,31","1,02","1,39","0,32","0,67","0,21"
UNI,UNIBEP,2014/Q1,"1,22","1,94","0,26","1,12","1,50","0,27","0,80","0,25"
UNI,UNIBEP,2014/Q2,"1,20","1,85","0,28","1,08","1,41","0,30","0,76","0,22"
UNI,UNIBEP,2014/Q3,"1,14","1,88","0,29","1,04","1,40","0,31","0,70","0,22"
UNI,UNIBEP,2014/Q4,"1,16","1,68","0,34","1,03","1,32","0,37","0,65","0,18"
UNI,UNIBEP,2015/Q1,"1,26","1,85","0,13","0,98","1,37","0,16","0,79","0,21"
UNI,UNIBEP,2015/Q2,"1,22","1,88","0,20","1,00","1,37","0,21","0,76","0,21"
UNI,UNIBEP,2015/Q3,"1,05","1,64","0,20","0,96","1,27","0,21","0,73","0,16"
UNI,UNIBEP,2015/Q4,"1,03","1,58","0,30","0,95","1,28","0,32","0,61","0,16"
UNI,UNIBEP,2016/Q1,"0,96","1,43","0,14","0,87","1,24","0,20","0,67","0,13"
UNI,UNIBEP,2016/Q2,"0,93","1,39","0,11","0,91","1,21","0,16","0,74","0,12"
UNI,UNIBEP,2016/Q3,"0,95","1,48","0,13","0,93","1,23","0,17","0,75","0,13"
UNI,UNIBEP,2016/Q4,"1,04","1,85","0,23","0,95","1,30","0,26","0,67","0,18"
UNI,UNIBEP,2017/Q1,"1,12","1,91","0,15","0,90","1,34","0,20","0,69","0,20"
UNI,UNIBEP,2017/Q2,"1,16","1,65","0,17","0,83","1,20","0,21","0,61","0,13"
UNI,UNIBEP,2017/Q3,"1,18","1,67","0,12","0,77","1,20","0,15","0,61","0,13"
UNI,UNIBEP,2017/Q4,"1,15","1,69","0,26","0,93","1,25","0,29","0,63","0,16"
UNI,UNIBEP,2018/Q1,"1,13","1,67","0,11","0,96","1,30","0,15","0,80","0,17"
UNI,UNIBEP,2018/Q2,"1,09","1,76","0,14","1,01","1,33","0,18","0,83","0,19"
UNI,UNIBEP,2018/Q3,"1,16","1,73","0,08","0,94","1,29","0,12","0,82","0,17"
UNI,UNIBEP,2018/Q4,"1,15","1,82","0,10","0,93","1,35","0,16","0,77","0,20"
UNI,UNIBEP,2019/Q1,"1,17","2,10","0,19","0,97","1,43","0,45","0,52","0,24"
UNI,UNIBEP,2019/Q2,"1,00","1,90","0,28","0,92","1,35","0,34","0,57","0,20"
UNI,UNIBEP,2019/Q3,"1,03","1,85","0,15","0,92","1,35","0,22","0,70","0,20"
UNI,UNIBEP,2019/Q4,"1,10","1,88","0,28","0,94","1,35","0,36","0,57","0,20"
UNI,UNIBEP,2020/Q1,"1,04","1,79","0,24","0,87","1,30","0,32","0,55","0,18"
UNI,UNIBEP,2020/Q2,"0,91","1,46","0,26","0,81","1,18","0,31","0,49","0,12"
UNI,UNIBEP,2020/Q3,"1,03","1,63","0,24","0,87","1,25","0,29","0,57","0,15"
UNI,UNIBEP,2020/Q4,"0,94","1,63","0,38","0,90","1,35","0,38","0,52","0,20"
UNI,UNIBEP,2021/Q1,"0,89","1,69","0,30","0,86","1,39","0,31","0,55","0,21"
UNI,UNIBEP,2021/Q2,"0,89","1,53","0,23","0,80","1,27","0,23","0,56","0,16"
UNI,UNIBEP,2021/Q3,"0,87","1,46","0,23","0,75","1,21","0,23","0,52","0,13"
UNI,UNIBEP,2021/Q4,"0,93","1,71","0,30","0,89","1,34","0,31","0,57","0,20"
UNI,UNIBEP,2022/Q1,"0,91","1,70","0,20","0,82","1,34","0,20","0,62","0,20"
UNI,UNIBEP,2022/Q2,"0,77","1,46","0,12","0,74","1,24","0,13","0,61","0,15"
UNI,UNIBEP,2022/Q3,"0,72","1,44","0,10","0,80","1,23","0,10","0,70","0,15"
UNI,UNIBEP,2022/Q4,"0,75","1,50","0,12","0,77","1,25","0,13","0,64","0,15"
UNI,UNIBEP,2023/Q1,"0,75","1,40","0,10","0,76","1,22","0,10","0,65","0,14"
UNI,UNIBEP,2023/Q2,"0,72","1,38","0,10","0,81","1,20","0,11","0,70","0,13"
UNI,UNIBEP,2023/Q3,"0,63","1,36","0,11","0,78","1,18","0,11","0,67","0,12"
UNI,UNIBEP,2023/Q4,"0,39","1,56","0,26","0,84","1,23","0,35","0,49","0,15"
UNI,UNIBEP,2024/Q1,"0,33","1,15","0,15","0,79","1,17","0,24","0,55","0,11"
UNI,UNIBEP,2024/Q2,"0,33","1,22","0,20","0,86","1,20","0,30","0,56","0,12"
UNI,UNIBEP,2024/Q3,"0,34","1,22","0,13","0,88","1,24","0,24","0,65","0,14"
UNI,UNIBEP,2024/Q4,"0,38","1,26","0,21","0,89","1,21","0,30","0,58","0,13"
UNI,UNIBEP,2025/Q1,"0,37","1,27","0,10","0,85","1,25","0,20","0,65","0,15"
UNT,UNIMOT,2011/Q4,"1,22","1,22","0,32","1,05","1,36","0,32","0,85","0,15"
UNT,UNIMOT,2012/Q2,"1,19","1,27","0,10","0,88","1,34","0,10","0,86","0,15"
UNT,UNIMOT,2012/Q3,"1,29","1,37","0,03","0,61","1,29","0,03","0,65","0,16"
UNT,UNIMOT,2012/Q4,"1,20","1,28","0,03","1,08","1,25","0,04","1,11","0,14"
UNT,UNIMOT,2013/Q1,"1,13","1,28","0,03","1,12","1,30","0,01","1,15","0,14"
UNT,UNIMOT,2013/Q2,"1,09","1,25","0,06","1,03","1,22","0,06","1,04","0,12"
UNT,UNIMOT,2013/Q3,"1,04","1,18","0,31","1,06","1,36","0,31","0,92","0,15"
UNT,UNIMOT,2013/Q4,"0,95","1,12","0,14","0,96","1,23","0,14","0,91","0,11"
UNT,UNIMOT,2014/Q1,"0,98","1,16","0,03","1,04","1,22","0,04","1,08","0,11"
UNT,UNIMOT,2014/Q2,"0,57","0,75","0,17","0,68","0,99","0,17","0,58","-0,01"
UNT,UNIMOT,2014/Q3,"0,54","0,81","0,04","0,39","1,01","0,04","0,39","0,00"
UNT,UNIMOT,2014/Q4,"0,76","1,04","0,13","0,92","1,14","0,14","0,77","0,07"
UNT,UNIMOT,2015/Q1,"0,78","1,22","0,10","0,52","1,21","0,11","0,46","0,13"
UNT,UNIMOT,2015/Q2,"0,79","1,24","0,26","0,92","1,23","0,26","0,65","0,13"
UNT,UNIMOT,2015/Q3,"0,72","1,05","0,11","0,73","1,11","0,14","0,58","0,07"
UNT,UNIMOT,2015/Q4,"0,74","1,09","0,05","0,78","1,13","0,05","0,72","0,08"
UNT,UNIMOT,2016/Q1,"0,80","1,18","0,06","0,69","1,09","0,12","0,57","0,07"
UNT,UNIMOT,2016/Q2,"0,81","1,25","0,12","0,63","1,11","0,13","0,50","0,08"
UNT,UNIMOT,2016/Q3,"0,90","1,24","0,07","0,72","1,10","0,07","0,65","0,07"
UNT,UNIMOT,2016/Q4,"1,05","1,50","0,11","0,59","1,11","0,12","0,47","0,09"
UNT,UNIMOT,2017/Q1,"2,32","2,62","0,11","0,74","1,43","0,13","0,61","0,26"
UNT,UNIMOT,2017/Q2,"2,19","2,45","0,12","0,87","1,42","0,15","0,71","0,25"
UNT,UNIMOT,2017/Q3,"2,41","2,56","0,08","0,65","1,45","0,08","0,56","0,26"
UNT,UNIMOT,2017/Q4,"2,39","2,68","0,09","0,77","1,37","0,13","0,63","0,23"
UNT,UNIMOT,2018/Q1,"2,28","2,65","0,06","0,81","1,37","0,11","0,69","0,24"
UNT,UNIMOT,2018/Q2,"1,96","2,30","0,09","0,66","1,24","0,09","0,55","0,17"
UNT,UNIMOT,2018/Q3,"2,04","2,41","0,11","0,72","1,30","0,12","0,58","0,20"
UNT,UNIMOT,2018/Q4,"2,44","2,62","0,08","0,85","1,33","0,20","0,62","0,22"
UNT,UNIMOT,2019/Q1,"2,56","3,00","0,13","0,90","1,41","0,18","0,70","0,25"
UNT,UNIMOT,2019/Q2,"2,68","2,86","0,12","0,79","1,34","0,13","0,64","0,23"
UNT,UNIMOT,2019/Q3,"3,02","3,21","0,07","0,73","1,33","0,10","0,62","0,22"
UNT,UNIMOT,2019/Q4,"3,07","3,33","0,09","0,88","1,45","0,13","0,73","0,27"
UNT,UNIMOT,2020/Q1,"1,83","1,94","0,36","1,00","1,24","0,50","0,49","0,16"
