Nazwa,Ticker,Kwartały,Data,Przychody ze sprzedaży,Zysk ze sprzedaży,Zysk operacyjny (EBIT),Zysk z działalności gospodarczej,Zysk przed opodatkowaniem,Zysk netto,EBITDA
06MAGNA,06N,2005/Q1,2005-05-16,21 199,243,243,243,243,615,
06MAGNA,06N,2005/Q2,2005-08-16,-10 883,1 084,1 084,5 061,5 061,2 787,
06MAGNA,06N,2005/Q3,2005-11-14,7 174,-1 934,-1 934,-3 737,-3 737,-302,
06MAGNA,06N,2005/Q4,2006-02-14,-9 702,-283,-283,-2 457,-2 457,-785,
06MAGNA,06N,2006/Q1,2006-05-15,1 150,-667,-667,-667,-667,633,
06MAGNA,06N,2006/Q2,2006-08-14,2 799,1 539,1 539,1 539,1 539,3 707,
06MAGNA,06N,2006/Q3,2006-11-14,18 282,17 507,17 507,17 507,17 507,20 167,
06MAGNA,06N,2006/Q4,2007-03-01,-16 331,-25 673,-25 695,-25 695,-25 695,2 235,
06MAGNA,06N,2007/Q1,2007-05-15,572,-121,-121,-121,-121,-612,
06MAGNA,06N,2007/Q2,2007-08-14,795,126,126,126,126,1 420,
06MAGNA,06N,2007/Q3,2007-11-14,6 341,2 312,2 312,2 312,2 312,-3 881,
06MAGNA,06N,2007/Q4,2009-04-02,605,17,119,119,119,-6 439,
06MAGNA,06N,2008/Q1,2009-05-15,666,298,270,270,270,-614,
06MAGNA,06N,2008/Q2,2009-08-31,61 414,-277,2 231,1 638,1 638,2 508,
06MAGNA,06N,2008/Q3,2009-11-13,50 741,3 937,8 740,9 140,9 140,5 565,
06MAGNA,06N,2008/Q4,2010-03-22,63 918,-695,-1 423,-143,-143,1 149,
06MAGNA,06N,2009/Q1,2010-05-17,56 635,1 971,1 269,3 229,3 229,2 592,
06MAGNA,06N,2009/Q2,2010-08-31,51 883,3 566,2 987,757,757,1 019,
06MAGNA,06N,2009/Q3,2010-11-15,48 735,1 703,1 634,-2 482,-2 482,-1 816,
06MAGNA,06N,2009/Q4,2011-03-21,33 865,148,-191,-195,-195,50,
06MAGNA,06N,2010/Q1,2011-05-16,27 601,-3 872,-5 155,-5 928,-5 928,-5 967,
06MAGNA,06N,2010/Q2,2011-08-31,31 689,-4 455,-4 881,-5 827,-5 827,-6 173,
06MAGNA,06N,2010/Q3,2011-11-14,24 194,-3 556,-2 994,-3 348,-3 348,-3 494,
06MAGNA,06N,2010/Q4,2011-03-21,16 452,-6 104,-23 772,-24 358,-24 358,-24 064,
06MAGNA,06N,2011/Q1,2011-05-16,17 500,-1 317,-1 154,-1 787,-1 787,-2 188,
06MAGNA,06N,2011/Q2,2011-08-31,17 850,-512,1 410,756,756,853,
06MAGNA,06N,2011/Q3,2011-11-14,19 290,1 297,2 107,897,897,601,
06MAGNA,06N,2011/Q4,2012-03-20,18 093,-1 278,-2 768,-4 850,-4 850,-4 799,
06MAGNA,06N,2012/Q1,2012-05-15,18 396,-433,-243,4 568,4 568,4 279,
06MAGNA,06N,2012/Q2,2012-08-31,19 626,1 272,452,-4 188,-4 188,-3 823,
06MAGNA,06N,2012/Q3,2012-11-14,19 642,991,2 445,2 178,2 178,1 532,
06MAGNA,06N,2012/Q4,2013-03-21,-2 196,-4 665,-4 368,-1 850,-1 850,-1 052,
06MAGNA,06N,2013/Q1,2013-05-15,0,-1 052,-1 058,-1 360,-1 360,-2 453,
06MAGNA,06N,2013/Q2,2013-08-30,0,-1 130,-1 157,59 194,59 194,51 146,
06MAGNA,06N,2013/Q3,2013-11-14,0,-931,-1 439,-63 684,-63 684,-62 643,
06MAGNA,06N,2013/Q4,2014-11-14,0,-3 496,-3 515,9 464,9 464,5 906,
06MAGNA,06N,2014/Q1,2015-02-13,459,-842,-290,-14 446,-14 446,-14 293,
06MAGNA,06N,2014/Q2,2015-05-29,413,-988,-1 074,-1 596,-1 596,-1 549,
06MAGNA,06N,2014/Q3,2015-08-13,606,-432,-388,301,301,297,
06MAGNA,06N,2014/Q4,2016-03-18,1 065,-1 742,-2 174,-4 785,-4 785,-4 251,
06MAGNA,06N,2015/Q1,2016-05-13,2 786,-1 006,-1 005,-1 349,-1 349,-1 188,
06MAGNA,06N,2016/Q1,2016-05-13,2 786,-1 006,-1 005,-1 349,-1 349,-1 188,
06MAGNA,06N,2016/Q2,2016-09-30,-259,-1 552,-1 534,-1 848,-1 848,-1 675,
06MAGNA,06N,2016/Q3,2016-11-29,292,-816,-816,301,301,122,
06MAGNA,06N,2016/Q4,2017-04-28,323,-1 080,-1 102,-24 448,-24 448,-24 285,
06MAGNA,06N,2017/Q1,2017-05-29,137,-558,-423,-501,-501,-399,
06MAGNA,06N,2017/Q2,2017-09-29,120,-454,-372,-280,-280,-263,
06MAGNA,06N,2017/Q3,2017-11-29,137,-231,-292,-254,-254,-194,
06MAGNA,06N,2017/Q4,2018-04-27,1 956,-872,-493,2 531,2 531,2 525,
06MAGNA,06N,2018/Q1,2018-05-29,1 714,-377,-120,156,156,182,
06MAGNA,06N,2018/Q2,2018-09-28,1 337,-941,-697,-670,-670,-551,
06MAGNA,06N,2018/Q3,2018-11-29,1 389,-227,-147,-57,-57,-3,
06MAGNA,06N,2018/Q4,2019-04-11,2 005,-367,-350,-5 321,-5 321,-4 508,
06MAGNA,06N,2019/Q1,2019-05-29,1 493,-20,18,-19,-19,47,
06MAGNA,06N,2019/Q2,2019-09-26,1 126,-554,615,673,673,548,
06MAGNA,06N,2019/Q3,2019-11-28,1 228,-522,652,979,979,1 000,
06MAGNA,06N,2019/Q4,2020-04-16,1 298,-868,-87,563,563,404,
06MAGNA,06N,2020/Q1,2020-05-28,1 177,-675,3 343,3 393,3 393,2 483,
06MAGNA,06N,2020/Q2,2020-09-24,1 107,-694,-151,-140,-140,188,
06MAGNA,06N,2020/Q3,2020-11-27,1 360,-323,244,531,531,443,
06MAGNA,06N,2020/Q4,2021-04-26,4 130,1 394,2 832,2 966,2 966,1 777,
06MAGNA,06N,2021/Q1,2021-05-27,1 223,-846,-704,-573,-573,-641,
06MAGNA,06N,2021/Q2,2021-09-15,1 221,-1 003,1 269,1 763,1 763,1 479,
06MAGNA,06N,2021/Q3,2021-11-26,1 369,-783,404,550,550,499,
06MAGNA,06N,2021/Q4,2022-04-28,2 130,-280,379,523,523,592,
06MAGNA,06N,2022/Q1,2022-05-25,1 362,-699,-594,-457,-457,-413,
06MAGNA,06N,2022/Q2,2022-09-23,1 455,-1 074,-782,-604,-604,-582,
06MAGNA,06N,2022/Q3,2022-11-25,1 591,-354,-602,-538,-538,-433,
06MAGNA,06N,2022/Q4,2023-04-20,1 876,-369,-457,4,4,794,
06MAGNA,06N,2023/Q1,2023-05-24,1 529,-538,-750,-547,-547,-691,
06MAGNA,06N,2023/Q2,2023-09-26,1 376,-884,88 226,88 417,88 417,71 571,
06MAGNA,06N,2023/Q3,2023-11-24,1 983,-437,-1 865,-779,-779,-525,
06MAGNA,06N,2023/Q4,2024-04-22,2 215,-698,-4 289,-2 674,-2 674,-1 910,
06MAGNA,06N,2024/Q1,2024-05-24,2 790,-1 378,3 883,5 239,5 239,5 195,
06MAGNA,06N,2024/Q2,2024-09-26,4 884,-1 523,-1 513,-399,-399,-437,
06MAGNA,06N,2024/Q3,2024-11-22,5 367,-809,-758,-159,-159,-21,
06MAGNA,06N,2024/Q4,2025-04-25,6 111,-937,-897,166,166,341,
06MAGNA,06N,2025/Q1,2025-05-26,5 071,-172,-137,760,760,686,
08OCTAVA,08N,2004,2005-02-11,4 458,-12 519,-12 519,-11 789,-11 789,-10 902,
08OCTAVA,08N,2005,2006-03-01,853,-5 017,-5 017,-4 972,-4 972,-1 686,
08OCTAVA,08N,2006,2007-03-01,6 834,1 486,1 486,1 612,1 612,1 612,
08OCTAVA,08N,2007,2008-02-28,480 071,468 381,468 381,468 309,468 309,377 805,
08OCTAVA,08N,2008,2009-02-27,-5 887,-23 435,-23 435,-41 359,-41 359,-44 444,
08OCTAVA,08N,2009,2010-03-18,-66 651,-78 855,-78 855,-101 736,-101 736,-81 647,
08OCTAVA,08N,2010,2011-03-17,60 054,45 159,45 159,22 733,22 733,15 774,
08OCTAVA,08N,2011,2012-02-03,347 688,344 124,344 124,344 015,344 015,340 949,
08OCTAVA,08N,2012,2013-03-11,27 894,22 692,22 590,22 348,22 348,20 082,
08OCTAVA,08N,2013,2014-03-14,14 976,-7 571,-7 075,-6 717,-6 717,-6 717,
08OCTAVA,08N,2014,2015-03-12,6 116,2 866,3 072,2 950,2 950,2 268,
08OCTAVA,08N,2015,2016-03-17,19 570,3 287,3 611,3 689,3 689,2 964,
08OCTAVA,08N,2016,2017-03-16,4 358,2 082,2 866,2 203,2 203,1 627,
08OCTAVA,08N,2017,2018-03-15,6 335,4 490,5 674,1 123,1 123,168,
08OCTAVA,08N,2018,2019-03-28,3 869,-4 948,-3 446,-424,-424,230,
08OCTAVA,08N,2019,2020-03-26,-2 978,-6 543,-4 116,-3 134,-3 134,-2 641,
08OCTAVA,08N,2020,2021-04-20,58,-3 873,-1 497,-1 016,-1 016,-1 713,
08OCTAVA,08N,2021,2022-04-20,890,-2 150,-1 601,-2 642,-2 642,-2 311,
08OCTAVA,08N,2022,2023-04-20,1 124,-3 673,-2 678,-3 569,-3 569,-4 624,
08OCTAVA,08N,2023,2024-04-24,1 209,-1 636,4 800,4 496,4 496,3 698,
08OCTAVA,08N,2024,2025-04-30,1 221,-4 458,-12 728,-14 522,-14 522,-13 948,
08OCTAVA,08N,O4K,2025-05-15,1 248,-4 698,-10 203,-10 980,-10 980,-10 123,
11BIT,11B,2009,2011-06-15,0,0,0,0,0,0,
11BIT,11B,2010,2011-02-14,474,-284,-284,-285,-285,-231,
11BIT,11B,2011,2012-02-14,3 055,1 460,1 459,1 585,1 585,1 293,
11BIT,11B,2012,2013-02-14,4 795,1 788,1 795,1 685,1 685,1 345,
11BIT,11B,2013,2014-02-14,5 709,1 353,1 394,1 284,1 284,1 008,
11BIT,11B,2014,2015-02-12,17 679,11 414,11 245,11 428,11 428,9 236,
11BIT,11B,2015,2016-02-12,23 170,14 433,13 762,14 680,14 680,11 566,
11BIT,11B,2016,2017-03-30,27 016,15 040,14 134,15 730,15 730,12 929,
11BIT,11B,2017,2018-03-26,19 186,8 989,7 524,4 530,4 530,3 558,
11BIT,11B,2018,2019-03-27,82 114,47 609,46 949,48 107,48 107,37 550,
11BIT,11B,2019,2020-03-25,71 221,25 324,23 871,25 030,25 030,21 710,
11BIT,11B,2020,2021-04-28,87 102,43 460,40 792,40 652,40 652,37 363,
11BIT,11B,2021,2022-03-24,70 123,31 599,30 031,31 835,31 835,28 686,
11BIT,11B,2022,2023-03-23,74 206,25 227,19 983,27 227,27 227,22 890,
11BIT,11B,2023,2024-04-18,52 273,10 034,7 592,-295,-295,527,
11BIT,11B,2024,2025-04-15,140 545,67 195,-2 838,2 776,2 776,6 889,
11BIT,11B,O4K,2025-05-15,142 722,64 348,-4 176,-2 099,-2 099,2 122,
ATAL,1AT,2011,2012-03-20,161 440,38 821,35 066,27 564,27 564,22 900,
ATAL,1AT,2012,2013-03-20,173 874,36 468,38 434,37 366,37 366,29 943,
ATAL,1AT,2013,2014-03-20,234 300,38 390,41 872,37 935,37 935,34 416,
ATAL,1AT,2014,2015-03-20,576 756,167 834,167 028,164 023,164 023,136 506,
ATAL,1AT,2015,2016-03-21,226 847,41 256,40 758,36 599,36 599,47 360,
ATAL,1AT,2016,2017-03-21,506 840,112 699,114 770,109 043,109 043,93 128,
ATAL,1AT,2017,2018-03-19,865 795,219 387,221 997,216 424,216 424,179 727,
ATAL,1AT,2018,2019-03-19,1 055 023,252 834,259 600,255 362,255 362,206 637,
ATAL,1AT,2019,2020-03-19,720 167,137 632,145 860,142 547,142 547,115 653,
ATAL,1AT,2020,2021-03-18,1 167 354,204 716,208 506,200 255,200 255,167 455,
ATAL,1AT,2021,2022-03-17,1 679 193,416 005,417 033,416 489,416 489,331 189,
ATAL,1AT,2022,2023-03-23,1 657 823,428 558,436 045,462 960,462 960,368 244,
ATAL,1AT,2023,2024-03-21,1 500 486,402 642,401 616,423 114,423 114,341 336,
ATAL,1AT,2024,2025-03-20,1 486 898,327 969,331 116,365 756,365 756,295 567,
ATAL,1AT,O4K,2025-05-15,1 233 335,249 474,252 039,267 063,267 063,216 092,
3RGAMES,3RG,2011/Q1,2011-05-14,1 709,559,580,576,576,472,
3RGAMES,3RG,2011/Q2,2011-08-30,1 710,357,366,360,360,270,
3RGAMES,3RG,2011/Q3,2011-11-14,1 828,386,385,381,381,310,
3RGAMES,3RG,2011/Q4,2012-04-30,2 892,1 287,1 269,1 289,1 289,1 043,
3RGAMES,3RG,2012/Q1,2012-05-15,2 041,235,229,280,280,220,
3RGAMES,3RG,2012/Q2,2012-08-31,2 375,-109,-146,93,93,66,
3RGAMES,3RG,2012/Q3,2012-10-30,2 832,608,599,839,839,685,
3RGAMES,3RG,2012/Q4,2013-03-21,3 291,551,-9 128,-8 908,-8 908,-8 699,
3RGAMES,3RG,2013/Q1,2013-05-12,2 830,152,152,322,322,356,
3RGAMES,3RG,2013/Q2,2013-08-30,3 041,-222,-223,-112,-112,-123,
3RGAMES,3RG,2013/Q3,2013-11-14,2 677,-407,-405,-320,-320,-297,
3RGAMES,3RG,2013/Q4,2014-03-21,3 376,62,-52,-128,-128,-141,
3RGAMES,3RG,2014/Q1,2014-05-15,2 362,-317,-313,-174,-174,-169,
3RGAMES,3RG,2014/Q2,2014-09-01,2 486,-510,-498,-475,-475,-494,
3RGAMES,3RG,2014/Q3,2014-11-14,2 915,299,-97,20,20,7,
3RGAMES,3RG,2014/Q4,2015-03-23,3 178,-806,-865,-857,-857,-737,
3RGAMES,3RG,2015/Q1,2015-05-15,2 982,-319,-314,-199,-199,-213,
3RGAMES,3RG,2015/Q2,2015-08-31,2 644,-1 128,-6 791,-7 013,-7 013,-7 005,
3RGAMES,3RG,2015/Q3,2015-11-16,3 546,-440,-476,-464,-464,-448,
3RGAMES,3RG,2015/Q4,2016-03-21,4 974,-657,-1 557,-1 606,-1 606,-1 467,
3RGAMES,3RG,2016/Q1,2016-05-16,4 812,-913,-866,-827,-827,-848,
3RGAMES,3RG,2016/Q2,2016-08-30,5 251,-1 094,-1 184,-1 149,-1 149,-1 149,
3RGAMES,3RG,2016/Q3,2016-11-04,5 361,-374,-394,-356,-356,-370,
3RGAMES,3RG,2016/Q4,2017-03-24,6 358,-865,2 811,2 833,2 833,2 811,
3RGAMES,3RG,2017/Q1,2017-05-15,5 907,-735,-814,-806,-806,-848,
3RGAMES,3RG,2017/Q2,2017-08-30,4 283,-1 447,-1 490,-1 519,-1 519,-1 487,
3RGAMES,3RG,2017/Q3,2017-11-14,3 705,-1 519,-1 518,-1 544,-1 544,-1 534,
3RGAMES,3RG,2017/Q4,2018-04-27,4 373,-1 600,-5 820,-8 208,-8 208,-8 458,
3RGAMES,3RG,2018/Q1,2018-05-29,1 959,-1 364,-1 287,-1 304,-1 304,-1 318,
3RGAMES,3RG,2018/Q2,2018-09-28,2 223,-1 438,-4 453,-4 498,-4 498,-4 489,
3RGAMES,3RG,2018/Q3,2018-11-27,2 087,-990,-1 298,-1 331,-1 331,-594,
3RGAMES,3RG,2018/Q4,2019-04-29,2 280,-1 022,-2 675,-2 691,-2 691,-3 450,
3RGAMES,3RG,2019/Q1,2019-05-29,1 652,-1 022,-1 385,-1 413,-1 413,-1 413,
3RGAMES,3RG,2019/Q2,2019-09-30,2 135,-396,-1 061,-1 999,-1 999,-1 999,
3RGAMES,3RG,2019/Q3,2019-11-27,1 851,-1 430,-1 473,-1 546,-1 546,-1 546,
3RGAMES,3RG,2019/Q4,2020-06-30,4 016,-991,-1 976,-1 270,-1 270,-1 270,
3RGAMES,3RG,2020/Q1,2020-07-29,4 232,-1 101,-1 028,-1 228,-1 228,-1 228,
3RGAMES,3RG,2020/Q2,2020-09-30,-4 232,452,341,207,207,-1 307,
3RGAMES,3RG,2020/Q3,2020-11-27,0,-201,-211,-231,-231,-2 583,
3RGAMES,3RG,2020/Q4,2021-04-30,137,-312,-299,-271,-271,-271,
3RGAMES,3RG,2021/Q1,2021-05-31,357,-286,-304,-324,-324,-304,
3RGAMES,3RG,2021/Q2,2021-09-30,247,-257,-256,-274,-274,-294,
3RGAMES,3RG,2021/Q3,2021-11-29,250,-227,-195,-51,-51,-51,
3RGAMES,3RG,2021/Q4,2022-04-29,289,-221,-226,-265,-265,-265,
3RGAMES,3RG,2022/Q1,2022-05-24,266,-164,-162,-202,-202,-202,
3RGAMES,3RG,2022/Q2,2022-09-30,253,-229,-205,-247,-247,-247,
3RGAMES,3RG,2022/Q3,2022-11-25,1 288,813,795,764,764,764,
3RGAMES,3RG,2022/Q4,2023-04-27,1 139,497,493,488,488,488,
3RGAMES,3RG,2023/Q1,2023-05-30,1 458,782,778,778,778,778,
3RGAMES,3RG,2023/Q2,2023-09-29,1 238,-861,-860,-854,-854,-854,
3RGAMES,3RG,2023/Q3,2023-11-29,1 179,238,238,241,241,244,
3RGAMES,3RG,2023/Q4,2024-04-25,1 125,424,444,448,448,445,
3RGAMES,3RG,2024/Q1,2024-05-29,832,72,72,77,77,77,
3RGAMES,3RG,2024/Q2,2024-09-30,1 013,246,246,253,253,253,
3RGAMES,3RG,2024/Q3,2024-11-27,627,-216,-216,-212,-212,-212,
3RGAMES,3RG,2024/Q4,2025-04-15,419,-448,-757,-744,-744,-744,
3RGAMES,3RG,2025/Q1,2025-05-29,883,-11,-10,-10,-10,-10,
4MASS,4MS,2017/Q4,2018-02-14,1 568,388,321,275,275,207,
4MASS,4MS,2018/Q1,2018-05-14,2 377,151,152,152,152,151,
4MASS,4MS,2018/Q2,2018-08-14,2 661,170,170,165,165,166,
4MASS,4MS,2018/Q3,2018-12-27,3 817,471,471,455,455,455,
4MASS,4MS,2018/Q4,2019-03-21,4 373,81,-4,-108,-108,-227,
4MASS,4MS,2019/Q1,2019-05-15,2 866,384,384,376,376,305,
4MASS,4MS,2019/Q2,2019-08-14,2 984,-588,-588,-612,-612,-541,
4MASS,4MS,2019/Q3,2019-11-14,3 594,-517,-511,-527,-527,-538,
4MASS,4MS,2019/Q4,2020-03-20,3 032,32,-110,-168,-168,-168,
4MASS,4MS,2020/Q1,2020-05-15,5 460,394,393,331,331,330,
4MASS,4MS,2020/Q2,2020-08-07,5 753,600,599,543,543,511,
4MASS,4MS,2020/Q3,2020-11-13,7 437,64,334,289,289,215,
4MASS,4MS,2020/Q4,2021-03-19,8 226,131,222,170,170,122,
4MASS,4MS,2021/Q1,2021-05-17,7 711,703,734,700,700,546,
4MASS,4MS,2021/Q2,2021-08-10,10 016,666,707,651,651,520,
4MASS,4MS,2021/Q3,2021-11-15,9 222,585,1 003,952,952,766,
4MASS,4MS,2021/Q4,2022-03-21,9 943,483,381,242,242,179,
4MASS,4MS,2022/Q1,2022-05-09,12 475,3 182,3 098,2 957,2 957,2 251,
4MASS,4MS,2022/Q2,2022-08-16,14 868,2 445,2 515,2 223,2 223,1 863,
4MASS,4MS,2022/Q3,2022-11-14,19 566,5 066,4 556,4 243,4 243,3 611,
4MASS,4MS,2022/Q4,2023-02-14,18 417,1 827,1 669,1 221,1 221,783,
4MASS,4MS,2023/Q1,2023-05-15,23 001,5 912,5 489,5 087,5 087,4 385,
4MASS,4MS,2023/Q2,2023-08-14,24 661,7 510,7 546,7 120,7 120,6 153,
4MASS,4MS,2023/Q3,2023-11-14,26 052,7 592,6 815,6 312,6 312,5 050,
4MASS,4MS,2023/Q4,2024-02-14,27 833,5 379,4 045,3 155,3 155,2 550,
4MASS,4MS,2024/Q1,2024-05-15,27 584,4 988,4 970,4 622,4 622,4 191,
4MASS,4MS,2024/Q2,2024-08-14,31 611,6 707,6 478,6 154,6 154,5 661,
4MASS,4MS,2024/Q3,2024-11-14,33 518,7 510,6 821,6 451,6 451,5 560,
4MASS,4MS,2024/Q4,2025-04-30,31 304,2 965,2 363,1 972,1 972,2 076,
4MASS,4MS,2025/Q1,2025-05-30,27 865,3 041,3 172,2 758,2 758,2 298,
ALTA,AAT,2005/Q1,2005-04-30,6 711,254,257,182,182,182,
ALTA,AAT,2005/Q2,2005-08-04,1 517,-380,-318,-396,-396,-395,
ALTA,AAT,2005/Q3,2005-11-04,557,-916,-2 773,25 838,25 838,21 395,
ALTA,AAT,2005/Q4,2006-02-14,71 688,2 925,3 169,-5 958,-5 958,-5 531,
ALTA,AAT,2006/Q1,2006-05-05,2 650,-1 383,-1 348,8 382,8 382,5 995,
ALTA,AAT,2006/Q2,2006-08-05,2 315,-1 420,-1 289,-1 024,-1 024,-630,
ALTA,AAT,2006/Q3,2006-11-03,3 428,-1 767,-1 357,-1 281,-1 281,-1 180,
ALTA,AAT,2006/Q4,2007-02-14,4 333,-2 524,4 644,5 040,5 040,8 650,
ALTA,AAT,2007/Q1,2007-04-27,3 353,-1 342,-1 287,-1 262,-1 262,-1 336,
ALTA,AAT,2007/Q2,2007-08-03,3 207,-2 029,675,440,440,7,
ALTA,AAT,2007/Q3,2007-10-30,7 707,-398,442,-126,-126,-446,
ALTA,AAT,2007/Q4,2008-02-15,6 694,-5 659,43 395,42 804,42 804,41 911,
ALTA,AAT,2008/Q1,2008-04-30,8 871,-1 372,-1 306,-1 425,-1 425,-1 674,
ALTA,AAT,2008/Q2,2008-07-31,7 182,-1 271,5 352,7 761,7 761,6 386,
ALTA,AAT,2008/Q3,2008-10-31,9 345,-1 163,-1 509,-2 558,-2 558,-2 890,
ALTA,AAT,2008/Q4,2009-02-13,2 610,1 303,7 699,-1 103,-1 103,-4 736,
ALTA,AAT,2009/Q1,2009-05-14,6 579,203,220,-6 269,-6 269,-6 520,
ALTA,AAT,2009/Q2,2009-08-18,7 527,758,6 514,9 555,9 555,7 963,
ALTA,AAT,2009/Q3,2009-10-29,6 412,266,-3 126,-321,-321,-1 294,
ALTA,AAT,2009/Q4,2010-03-19,4 171,-1 101,-1 778,-752,-752,-1 255,
ALTA,AAT,2010/Q1,2010-05-14,5 707,-116,-4 575,-2 161,-2 161,-2 308,
ALTA,AAT,2010/Q2,2010-08-18,6 183,1 291,7 258,3 036,3 036,2 995,
ALTA,AAT,2010/Q3,2010-11-03,6 080,308,-8 356,-7 966,-7 966,-7 004,
ALTA,AAT,2010/Q4,2011-03-17,6 196,-253,33 971,23 223,23 223,14 788,
ALTA,AAT,2011/Q1,2011-05-12,5 838,498,3 022,2 412,2 412,1 911,
ALTA,AAT,2011/Q2,2011-08-18,6 573,538,15 495,13 892,13 892,9 553,
ALTA,AAT,2011/Q3,2011-11-09,6 097,893,9 907,209,209,793,
ALTA,AAT,2011/Q4,2012-03-15,6 677,-62,-11 688,-29 588,-29 588,-28 573,
ALTA,AAT,2012/Q1,2012-05-10,6 423,957,1 438,-2 632,-2 632,-2 326,
ALTA,AAT,2012/Q2,2012-08-09,2 827,2 851,-4 987,-65,-65,-756,
ALTA,AAT,2012/Q3,2012-11-08,4 545,1 547,-3 298,-1 784,-1 784,-1 822,
ALTA,AAT,2012/Q4,2013-03-14,4 226,491,-1 385,-1 935,-1 935,-376,
ALTA,AAT,2013/Q1,2013-05-14,4 566,1 136,4 690,2 700,2 700,2 654,
ALTA,AAT,2013/Q2,2013-08-13,4 743,1 414,4 782,1 697,1 697,566,
ALTA,AAT,2013/Q3,2013-11-07,4 181,686,44,1 223,1 223,1 149,
ALTA,AAT,2013/Q4,2014-03-19,4 474,1 227,-9 145,-8 789,-8 789,-8 408,
ALTA,AAT,2014/Q1,2014-05-14,1 143,-214,-1 469,-1 356,-1 356,-1 356,
ALTA,AAT,2014/Q2,2014-08-21,1 142,-284,-8 729,-7 134,-7 134,-7 134,
ALTA,AAT,2014/Q3,2014-11-06,1 017,-436,-726,-576,-576,-576,
ALTA,AAT,2014/Q4,2015-03-23,1 008,-290,17 793,17 922,17 922,17 922,
ALTA,AAT,2015/Q1,2015-05-14,994,-381,-717,-540,-540,-540,
ALTA,AAT,2015/Q2,2015-08-27,1 244,-129,-496,-353,-353,-353,
ALTA,AAT,2015/Q3,2015-11-16,1 365,214,-1 580,-1 436,-1 436,-1 436,
ALTA,AAT,2015/Q4,2016-02-29,1 367,417,5 751,5 855,5 855,5 855,
ALTA,AAT,2016/Q1,2016-05-16,939,-158,-133,9,9,9,
ALTA,AAT,2016/Q2,2016-08-31,836,-1 176,-3 059,-3 158,-3 158,-3 158,
ALTA,AAT,2016/Q3,2016-11-09,630,-118,-5 229,-1 716,-1 716,-1 716,
ALTA,AAT,2016/Q4,2017-04-26,520,-173,7 311,5 777,5 777,5 777,
ALTA,AAT,2017/Q1,2017-05-30,510,-99,-1 711,-1 566,-1 566,-1 566,
ALTA,AAT,2017/Q2,2017-09-07,520,-372,-490,-342,-342,-342,
ALTA,AAT,2017/Q3,2017-11-22,420,-311,-35,122,122,122,
ALTA,AAT,2017/Q4,2018-04-19,190,-838,5 603,5 767,5 767,5 767,
ALTA,AAT,2018/Q1,2018-05-23,180,-533,38,201,201,201,
ALTA,AAT,2018/Q2,2018-09-05,550,-339,-12 397,-12 246,-12 246,-12 246,
ALTA,AAT,2018/Q3,2018-11-21,252,-705,-28,134,134,134,
ALTA,AAT,2018/Q4,2019-04-17,195,-376,5 138,5 299,5 299,5 299,
ALTA,AAT,2019/Q1,2019-05-23,185,-457,-150,19,19,19,
ALTA,AAT,2019/Q2,2019-09-30,195,-432,-1 495,-1 352,-1 352,-1 352,
ALTA,AAT,2019/Q3,2019-11-20,181,-434,3 645,3 807,3 807,3 807,
ALTA,AAT,2019/Q4,2020-05-15,368,-324,-2 518,-2 325,-2 325,-2 325,
ALTA,AAT,2020/Q1,2020-05-27,297,-496,-2 124,-1 936,-1 936,-1 936,
ALTA,AAT,2020/Q2,2020-09-30,195,-496,-19 006,-9 846,-9 846,-9 846,
ALTA,AAT,2020/Q3,2020-11-26,185,-536,-684,-539,-539,-539,
ALTA,AAT,2020/Q4,2021-04-29,194,-682,28 847,29 000,29 000,29 000,
ALTA,AAT,2021/Q1,2021-05-27,185,-366,-978,-832,-832,-832,
ALTA,AAT,2021/Q2,2021-09-29,196,-497,-337,-181,-181,-181,
ALTA,AAT,2021/Q3,2021-11-25,184,-761,-489,-351,-351,-351,
ALTA,AAT,2021/Q4,2022-04-27,195,-285,9 135,9 283,9 283,9 283,
ALTA,AAT,2022/Q1,2022-05-25,149,-369,-392,-170,-170,-170,
ALTA,AAT,2022/Q2,2022-09-28,152,-830,-1 250,-770,-770,-770,
ALTA,AAT,2022/Q3,2022-11-23,150,-528,-525,35,35,35,
ALTA,AAT,2022/Q4,2023-04-26,148,-1 517,4 724,5 104,5 104,5 104,
ALTA,AAT,2023/Q1,2023-05-24,133,-520,-520,-477,-477,-477,
ALTA,AAT,2023/Q2,2023-09-27,134,-582,-1 674,-1 632,-1 632,-1 632,
ALTA,AAT,2023/Q3,2023-11-23,157,-609,-566,-524,-524,-524,
ALTA,AAT,2023/Q4,2024-04-25,129,-760,8 975,10 218,10 218,10 218,
ALTA,AAT,2024/Q1,2024-05-28,86,-786,6 355,6 363,6 363,6 363,
ALTA,AAT,2024/Q2,2024-09-25,0,-1 037,-1 037,-1 029,-1 029,-1 029,
ALTA,AAT,2024/Q3,2024-11-27,0,-831,-831,-822,-822,-822,
ALTA,AAT,2024/Q4,2025-04-29,401,-554,4 335,4 337,4 337,4 337,
ALTA,AAT,2025/Q1,2025-05-21,120,-702,-702,-709,-709,-709,
ABPL,ABE,2006/Q1,2006-05-08,265 667,-3 994,-4 467,-5 486,-5 486,-5 436,
ABPL,ABE,2006/Q2,2006-08-06,233 489,11 658,10 139,8 595,8 595,7 645,
ABPL,ABE,2006/Q3,2006-11-06,274 434,4 421,2 948,2 405,2 405,1 865,
