Nazwa,Ticker,Kwartały,Data,Przychody ze sprzedaży,Zysk ze sprzedaży,Zysk operacyjny (EBIT),Zysk z działalności gospodarczej,Zysk przed opodatkowaniem,Zysk netto,EBITDA
06MAGNA,06N,2005/Q4,2006-02-14,-9702.0,-283.0,-283.0,-2457.0,-2457.0,-785.0,
06MAGNA,06N,2006/Q4,2007-03-01,-16331.0,-25673.0,-25695.0,-25695.0,-25695.0,2235.0,
06MAGNA,06N,2007/Q4,2009-04-02,605.0,17.0,119.0,119.0,119.0,-6439.0,
06MAGNA,06N,2008/Q4,2010-03-22,63918.0,-695.0,-1423.0,-143.0,-143.0,1149.0,
06MAGNA,06N,2009/Q4,2011-03-21,33865.0,148.0,-191.0,-195.0,-195.0,50.0,
06MAGNA,06N,2010/Q4,2011-03-21,16452.0,-6104.0,-23772.0,-24358.0,-24358.0,-24064.0,
06MAGNA,06N,2011/Q4,2012-03-20,18093.0,-1278.0,-2768.0,-4850.0,-4850.0,-4799.0,
06MAGNA,06N,2012/Q4,2013-03-21,-2196.0,-4665.0,-4368.0,-1850.0,-1850.0,-1052.0,
06MAGNA,06N,2013/Q4,2014-11-14,0.0,-3496.0,-3515.0,9464.0,9464.0,5906.0,
06MAGNA,06N,2014/Q4,2016-03-18,1065.0,-1742.0,-2174.0,-4785.0,-4785.0,-4251.0,
06MAGNA,06N,2016/Q4,2017-04-28,323.0,-1080.0,-1102.0,-24448.0,-24448.0,-24285.0,
06MAGNA,06N,2017/Q4,2018-04-27,1956.0,-872.0,-493.0,2531.0,2531.0,2525.0,
06MAGNA,06N,2018/Q4,2019-04-11,2005.0,-367.0,-350.0,-5321.0,-5321.0,-4508.0,
06MAGNA,06N,2019/Q4,2020-04-16,1298.0,-868.0,-87.0,563.0,563.0,404.0,
06MAGNA,06N,2020/Q4,2021-04-26,4130.0,1394.0,2832.0,2966.0,2966.0,1777.0,
06MAGNA,06N,2021/Q4,2022-04-28,2130.0,-280.0,379.0,523.0,523.0,592.0,
06MAGNA,06N,2022/Q4,2023-04-20,1876.0,-369.0,-457.0,4.0,4.0,794.0,
06MAGNA,06N,2023/Q4,2024-04-22,2215.0,-698.0,-4289.0,-2674.0,-2674.0,-1910.0,
06MAGNA,06N,2024/Q4,2025-04-25,6111.0,-937.0,-897.0,166.0,166.0,341.0,
08OCTAVA,OCTAVA,2005/Q4,2006-03-01,-937.0,-1948.0,-1948.0,-1903.0,-1903.0,-1983.0,
08OCTAVA,OCTAVA,2006/Q4,2007-03-01,5797.0,4407.0,4407.0,3832.0,3832.0,3832.0,
08OCTAVA,OCTAVA,2007/Q4,2008-02-28,21503.0,13211.0,13211.0,13506.0,13506.0,10047.0,
08OCTAVA,OCTAVA,2008/Q4,2009-02-27,45759.0,47938.0,47938.0,42620.0,42620.0,21570.0,
08OCTAVA,OCTAVA,2009/Q4,2010-03-18,-119881.0,-120412.0,-120412.0,-126150.0,-126150.0,-101228.0,
08OCTAVA,OCTAVA,2010/Q4,2011-03-17,18362.0,15222.0,15222.0,6314.0,6314.0,5626.0,
08OCTAVA,OCTAVA,2011/Q4,2012-02-03,227541.0,239743.0,239743.0,261395.0,261395.0,262317.0,
08OCTAVA,OCTAVA,2012/Q4,2013-03-11,1391.0,407.0,565.0,446.0,446.0,433.0,
08OCTAVA,OCTAVA,2013/Q4,2014-03-14,11723.0,-8522.0,-8035.0,-7669.0,-7669.0,-7616.0,
08OCTAVA,OCTAVA,2014/Q4,2015-03-12,3485.0,3575.0,3636.0,3479.0,3479.0,2797.0,
08OCTAVA,OCTAVA,2015/Q4,2016-03-17,10813.0,2413.0,2528.0,2543.0,2543.0,2209.0,
08OCTAVA,OCTAVA,2016/Q4,2017-03-16,3373.0,2492.0,3105.0,1322.0,1322.0,1005.0,
08OCTAVA,OCTAVA,2017/Q4,2018-03-15,1662.0,1150.0,2001.0,-535.0,-535.0,-1097.0,
08OCTAVA,OCTAVA,2018/Q4,2019-03-28,-1086.0,-7797.0,-7160.0,-2917.0,-2917.0,-2374.0,
08OCTAVA,OCTAVA,2019/Q4,2020-03-26,685.0,-306.0,259.0,279.0,279.0,266.0,
08OCTAVA,OCTAVA,2020/Q4,2021-04-20,57.0,-1372.0,-382.0,-417.0,-417.0,-903.0,
08OCTAVA,OCTAVA,2021/Q4,2022-04-20,1649.0,237.0,-27.0,-559.0,-559.0,-630.0,
08OCTAVA,OCTAVA,2022/Q4,2023-04-20,617.0,-2538.0,-2416.0,-2319.0,-2319.0,-3742.0,
08OCTAVA,OCTAVA,2023/Q4,2024-04-24,306.0,-480.0,5820.0,5676.0,5676.0,4537.0,
08OCTAVA,OCTAVA,2024/Q4,2025-04-30,300.0,-3201.0,-3997.0,-4247.0,-4247.0,-3477.0,
11BIT,11-BIT-STUDIOS,2010/Q4,2011-02-14,210.0,-212.0,-212.0,-213.0,-213.0,-159.0,
11BIT,11-BIT-STUDIOS,2011/Q4,2012-02-14,1035.0,511.0,509.0,608.0,608.0,501.0,
11BIT,11-BIT-STUDIOS,2012/Q4,2013-02-14,2201.0,1087.0,1111.0,1001.0,1001.0,790.0,
11BIT,11-BIT-STUDIOS,2013/Q4,2014-02-14,2496.0,1289.0,1320.0,1167.0,1167.0,914.0,
11BIT,11-BIT-STUDIOS,2014/Q4,2015-02-12,14657.0,12677.0,12456.0,12603.0,12603.0,10418.0,
11BIT,11-BIT-STUDIOS,2015/Q4,2016-02-12,7252.0,3032.0,2653.0,3119.0,3119.0,2011.0,
11BIT,11-BIT-STUDIOS,2016/Q4,2017-03-30,9507.0,5394.0,4565.0,6192.0,6192.0,5470.0,
11BIT,11-BIT-STUDIOS,2017/Q4,2018-03-26,7749.0,5466.0,5271.0,4912.0,4912.0,3977.0,
11BIT,11-BIT-STUDIOS,2018/Q4,2019-03-27,22494.0,11890.0,11725.0,11731.0,11731.0,9032.0,
11BIT,11-BIT-STUDIOS,2019/Q4,2020-03-25,21791.0,11493.0,10611.0,11126.0,11126.0,11689.0,
11BIT,11-BIT-STUDIOS,2020/Q4,2021-04-28,18943.0,7211.0,5683.0,5699.0,5699.0,5243.0,
11BIT,11-BIT-STUDIOS,2021/Q4,2022-03-24,20927.0,12116.0,11612.0,12141.0,12141.0,11288.0,
11BIT,11-BIT-STUDIOS,2022/Q4,2023-03-23,14624.0,4752.0,3986.0,3898.0,3898.0,2925.0,
11BIT,11-BIT-STUDIOS,2023/Q4,2024-04-18,17993.0,9642.0,9265.0,-1955.0,-1955.0,-824.0,
11BIT,11-BIT-STUDIOS,2024/Q4,2025-04-15,33887.0,11606.0,-55918.0,-50943.0,-50943.0,-40658.0,
ATAL,ATAL,2014/Q4,2015-03-20,74719.0,12904.0,12037.0,11105.0,11105.0,9809.0,
ATAL,ATAL,2015/Q4,2016-03-21,44495.0,4019.0,2485.0,1576.0,1576.0,16864.0,
ATAL,ATAL,2016/Q4,2017-03-21,56353.0,6370.0,8070.0,3500.0,3500.0,3372.0,
ATAL,ATAL,2017/Q4,2018-03-19,218698.0,51727.0,50767.0,49615.0,49615.0,41671.0,
ATAL,ATAL,2018/Q4,2019-03-19,176536.0,36967.0,41986.0,42140.0,42140.0,34078.0,
ATAL,ATAL,2019/Q4,2020-03-19,301437.0,47760.0,54820.0,54736.0,54736.0,45216.0,
ATAL,ATAL,2020/Q4,2021-03-18,496261.0,97094.0,101245.0,98922.0,98922.0,85024.0,
ATAL,ATAL,2021/Q4,2022-03-17,648735.0,182157.0,181165.0,181804.0,181804.0,141484.0,
ATAL,ATAL,2022/Q4,2023-03-23,403969.0,135529.0,139357.0,143370.0,143370.0,115861.0,
ATAL,ATAL,2023/Q4,2024-03-21,639409.0,169506.0,169598.0,179723.0,179723.0,145369.0,
ATAL,ATAL,2024/Q4,2025-03-20,271371.0,37281.0,39517.0,50691.0,50691.0,40727.0,
3RGAMES,3RG,2011/Q4,2012-04-30,2892.0,1287.0,1269.0,1289.0,1289.0,1043.0,
3RGAMES,3RG,2012/Q4,2013-03-21,3291.0,551.0,-9128.0,-8908.0,-8908.0,-8699.0,
3RGAMES,3RG,2013/Q4,2014-03-21,3376.0,62.0,-52.0,-128.0,-128.0,-141.0,
3RGAMES,3RG,2014/Q4,2015-03-23,3178.0,-806.0,-865.0,-857.0,-857.0,-737.0,
3RGAMES,3RG,2015/Q4,2016-03-21,4974.0,-657.0,-1557.0,-1606.0,-1606.0,-1467.0,
3RGAMES,3RG,2016/Q4,2017-03-24,6358.0,-865.0,2811.0,2833.0,2833.0,2811.0,
3RGAMES,3RG,2017/Q4,2018-04-27,4373.0,-1600.0,-5820.0,-8208.0,-8208.0,-8458.0,
3RGAMES,3RG,2018/Q4,2019-04-29,2280.0,-1022.0,-2675.0,-2691.0,-2691.0,-3450.0,
3RGAMES,3RG,2019/Q4,2020-06-30,4016.0,-991.0,-1976.0,-1270.0,-1270.0,-1270.0,
3RGAMES,3RG,2020/Q4,2021-04-30,137.0,-312.0,-299.0,-271.0,-271.0,-271.0,
3RGAMES,3RG,2021/Q4,2022-04-29,289.0,-221.0,-226.0,-265.0,-265.0,-265.0,
3RGAMES,3RG,2022/Q4,2023-04-27,1139.0,497.0,493.0,488.0,488.0,488.0,
3RGAMES,3RG,2023/Q4,2024-04-25,1125.0,424.0,444.0,448.0,448.0,445.0,
3RGAMES,3RG,2024/Q4,2025-04-15,419.0,-448.0,-757.0,-744.0,-744.0,-744.0,
4MASS,4MS,2017/Q4,2018-02-14,1568.0,388.0,321.0,275.0,275.0,207.0,
4MASS,4MS,2018/Q4,2019-03-21,4373.0,81.0,-4.0,-108.0,-108.0,-227.0,
4MASS,4MS,2019/Q4,2020-03-20,3032.0,32.0,-110.0,-168.0,-168.0,-168.0,
4MASS,4MS,2020/Q4,2021-03-19,8226.0,131.0,222.0,170.0,170.0,122.0,
4MASS,4MS,2021/Q4,2022-03-21,9943.0,483.0,381.0,242.0,242.0,179.0,
4MASS,4MS,2022/Q4,2023-02-14,18417.0,1827.0,1669.0,1221.0,1221.0,783.0,
4MASS,4MS,2023/Q4,2024-02-14,27833.0,5379.0,4045.0,3155.0,3155.0,2550.0,
4MASS,4MS,2024/Q4,2025-04-30,31304.0,2965.0,2363.0,1972.0,1972.0,2076.0,
ALTA,AAT,2005/Q4,2006-02-14,71688.0,2925.0,3169.0,-5958.0,-5958.0,-5531.0,
ALTA,AAT,2006/Q4,2007-02-14,4333.0,-2524.0,4644.0,5040.0,5040.0,8650.0,
ALTA,AAT,2007/Q4,2008-02-15,6694.0,-5659.0,43395.0,42804.0,42804.0,41911.0,
ALTA,AAT,2008/Q4,2009-02-13,2610.0,1303.0,7699.0,-1103.0,-1103.0,-4736.0,
ALTA,AAT,2009/Q4,2010-03-19,4171.0,-1101.0,-1778.0,-752.0,-752.0,-1255.0,
ALTA,AAT,2010/Q4,2011-03-17,6196.0,-253.0,33971.0,23223.0,23223.0,14788.0,
ALTA,AAT,2011/Q4,2012-03-15,6677.0,-62.0,-11688.0,-29588.0,-29588.0,-28573.0,
ALTA,AAT,2012/Q4,2013-03-14,4226.0,491.0,-1385.0,-1935.0,-1935.0,-376.0,
ALTA,AAT,2013/Q4,2014-03-19,4474.0,1227.0,-9145.0,-8789.0,-8789.0,-8408.0,
ALTA,AAT,2014/Q4,2015-03-23,1008.0,-290.0,17793.0,17922.0,17922.0,17922.0,
ALTA,AAT,2015/Q4,2016-02-29,1367.0,417.0,5751.0,5855.0,5855.0,5855.0,
ALTA,AAT,2016/Q4,2017-04-26,520.0,-173.0,7311.0,5777.0,5777.0,5777.0,
ALTA,AAT,2017/Q4,2018-04-19,190.0,-838.0,5603.0,5767.0,5767.0,5767.0,
ALTA,AAT,2018/Q4,2019-04-17,195.0,-376.0,5138.0,5299.0,5299.0,5299.0,
ALTA,AAT,2019/Q4,2020-05-15,368.0,-324.0,-2518.0,-2325.0,-2325.0,-2325.0,
ALTA,AAT,2020/Q4,2021-04-29,194.0,-682.0,28847.0,29000.0,29000.0,29000.0,
ALTA,AAT,2021/Q4,2022-04-27,195.0,-285.0,9135.0,9283.0,9283.0,9283.0,
ALTA,AAT,2022/Q4,2023-04-26,148.0,-1517.0,4724.0,5104.0,5104.0,5104.0,
ALTA,AAT,2023/Q4,2024-04-25,129.0,-760.0,8975.0,10218.0,10218.0,10218.0,
ALTA,AAT,2024/Q4,2025-04-29,401.0,-554.0,4335.0,4337.0,4337.0,4337.0,
ABPL,ABE,2006/Q4,2007-02-14,459621.0,13535.0,7319.0,7030.0,7030.0,5562.0,
ABPL,ABE,2007/Q4,2008-08-26,2015977.0,41212.0,24998.0,17806.0,17806.0,13586.0,
ABPL,ABE,2008/Q4,2009-08-31,571688.0,11136.0,6057.0,4556.0,4556.0,3011.0,
ABPL,ABE,2009/Q4,2010-08-30,654615.0,23914.0,21183.0,10017.0,10017.0,7978.0,
ABPL,ABE,2010/Q4,2011-08-24,798721.0,19460.0,12315.0,12317.0,12317.0,9310.0,
ABPL,ABE,2011/Q4,2012-08-29,968104.0,8021.0,13921.0,10405.0,10405.0,7762.0,
ABPL,ABE,2012/Q4,2013-09-18,1305896.0,22079.0,13833.0,12164.0,12164.0,9455.0,
ABPL,ABE,2013/Q4,2014-09-18,1517152.0,32491.0,19908.0,17311.0,17311.0,12417.0,
ABPL,ABE,2014/Q4,2015-08-31,1528128.0,36057.0,22399.0,17813.0,17813.0,14189.0,
ABPL,ABE,2015/Q4,2016-09-19,1986798.0,34160.0,21886.0,19385.0,19385.0,14077.0,
ABPL,ABE,2016/Q4,2017-09-11,1980320.0,28188.0,19605.0,16354.0,16354.0,12785.0,
ABPL,ABE,2017/Q4,2018-09-17,1783980.0,23432.0,22564.0,15621.0,15621.0,12127.0,
ABPL,ABE,2018/Q4,2019-09-23,2069919.0,16043.0,18293.0,14773.0,14773.0,12198.0,
ABPL,ABE,2019/Q4,2020-09-23,2487381.0,6400.0,20222.0,21778.0,21778.0,15801.0,
ABPL,ABE,2020/Q4,2021-09-22,2963665.0,34805.0,34955.0,31721.0,31721.0,26299.0,
ABPL,ABE,2021/Q4,2022-09-20,3197983.0,40432.0,45292.0,38870.0,38870.0,30122.0,
ABPL,ABE,2022/Q4,2023-08-22,3089157.0,46640.0,48171.0,34412.0,34412.0,27207.0,
ABPL,ABE,2024/Q4,2025-01-07,3427731.0,61201.0,64502.0,48189.0,48189.0,37657.0,
ASSECOBS,ASSECO-BUSINESS-SOLUTIONS,2007/Q4,2008-02-19,46201.0,8794.0,8874.0,8948.0,8948.0,8126.0,
ASSECOBS,ASSECO-BUSINESS-SOLUTIONS,2008/Q4,2009-02-23,53510.0,10537.0,10789.0,11098.0,11098.0,9074.0,
ASSECOBS,ASSECO-BUSINESS-SOLUTIONS,2009/Q4,2010-03-11,45274.0,8819.0,8853.0,9152.0,9152.0,7300.0,
ASSECOBS,ASSECO-BUSINESS-SOLUTIONS,2010/Q4,2011-03-09,51745.0,13057.0,11781.0,12298.0,12298.0,9702.0,
ASSECOBS,ASSECO-BUSINESS-SOLUTIONS,2011/Q4,2012-03-07,45771.0,9806.0,10328.0,10863.0,10863.0,8708.0,
ASSECOBS,ASSECO-BUSINESS-SOLUTIONS,2012/Q4,2013-03-04,37014.0,10624.0,10495.0,11046.0,11046.0,8861.0,
ASSECOBS,ASSECO-BUSINESS-SOLUTIONS,2013/Q4,2014-03-05,48452.0,11921.0,11507.0,11803.0,11803.0,9415.0,
ASSECOBS,ASSECO-BUSINESS-SOLUTIONS,2014/Q4,2015-03-03,42133.0,11535.0,11422.0,11718.0,11718.0,9418.0,
ASSECOBS,ASSECO-BUSINESS-SOLUTIONS,2015/Q4,2016-03-02,43522.0,12764.0,12784.0,13001.0,13001.0,10483.0,
ASSECOBS,ASSECO-BUSINESS-SOLUTIONS,2016/Q4,2017-03-03,46229.0,14538.0,14463.0,14639.0,14639.0,11962.0,
ASSECOBS,ASSECO-BUSINESS-SOLUTIONS,2017/Q4,2018-03-06,68687.0,20986.0,20874.0,20884.0,20884.0,17021.0,
ASSECOBS,ASSECO-BUSINESS-SOLUTIONS,2018/Q4,2019-02-27,69975.0,23582.0,23397.0,23323.0,23323.0,19112.0,
ASSECOBS,ASSECO-BUSINESS-SOLUTIONS,2019/Q4,2020-02-27,82944.0,31490.0,31774.0,31951.0,31951.0,28266.0,
ASSECOBS,ASSECO-BUSINESS-SOLUTIONS,2020/Q4,2021-02-25,86929.0,34720.0,34516.0,33383.0,33383.0,29430.0,
ASSECOBS,ASSECO-BUSINESS-SOLUTIONS,2021/Q4,2022-03-01,89901.0,31096.0,31281.0,31080.0,31080.0,28937.0,
ASSECOBS,ASSECO-BUSINESS-SOLUTIONS,2022/Q4,2023-03-01,100619.0,33533.0,33777.0,33681.0,33681.0,29172.0,
ASSECOBS,ASSECO-BUSINESS-SOLUTIONS,2023/Q4,2024-02-29,106307.0,32502.0,32828.0,33280.0,33280.0,29482.0,
ASSECOBS,ASSECO-BUSINESS-SOLUTIONS,2024/Q4,2025-03-03,125914.0,40541.0,40626.0,40171.0,40171.0,40230.0,
ACAUTOGAZ,ACG,2010/Q4,2011-02-28,21605.0,1548.0,4083.0,4324.0,4324.0,3428.0,
ACAUTOGAZ,ACG,2011/Q4,2012-02-29,22931.0,1921.0,2134.0,2365.0,2365.0,1849.0,
ACAUTOGAZ,ACG,2012/Q4,2013-03-15,30610.0,2854.0,2680.0,2757.0,2757.0,2103.0,
ACAUTOGAZ,ACG,2013/Q4,2014-02-27,37514.0,4276.0,5027.0,4781.0,4781.0,3778.0,
ACAUTOGAZ,ACG,2014/Q4,2015-03-12,35538.0,4334.0,4886.0,5493.0,5493.0,4298.0,
ACAUTOGAZ,ACG,2015/Q4,2016-03-09,35014.0,6503.0,6829.0,6513.0,6513.0,5265.0,
ACAUTOGAZ,ACG,2016/Q4,2017-03-09,37369.0,4365.0,4804.0,5314.0,5314.0,4310.0,
ACAUTOGAZ,ACG,2017/Q4,2018-03-16,41936.0,6975.0,7399.0,6527.0,6527.0,5284.0,
ACAUTOGAZ,ACG,2018/Q4,2019-03-12,52762.0,9519.0,8702.0,8092.0,8092.0,6508.0,
ACAUTOGAZ,ACG,2019/Q4,2020-03-16,46521.0,6742.0,6396.0,6310.0,6310.0,5292.0,
ACAUTOGAZ,ACG,2020/Q4,2021-03-31,38604.0,5371.0,4750.0,4751.0,4751.0,4077.0,
ACAUTOGAZ,ACG,2021/Q4,2022-03-31,44016.0,3445.0,4658.0,3944.0,3944.0,3501.0,
ACAUTOGAZ,ACG,2022/Q4,2023-03-23,70610.0,11798.0,10329.0,10152.0,10152.0,8914.0,
ACAUTOGAZ,ACG,2023/Q4,2024-03-22,68350.0,6196.0,5703.0,6630.0,6630.0,6436.0,
ACAUTOGAZ,ACG,2024/Q4,2025-03-31,46131.0,4390.0,2947.0,3773.0,3773.0,3703.0,
ASSECOPOL,ASSECO-POLAND,2005/Q4,2006-02-15,254519.0,10423.0,9707.0,16552.0,16552.0,11446.0,
ASSECOPOL,ASSECO-POLAND,2006/Q4,2007-02-22,141505.0,13616.0,13508.0,32560.0,32560.0,28797.0,
ASSECOPOL,ASSECO-POLAND,2007/Q4,2008-02-28,465060.0,91957.0,93629.0,88556.0,88556.0,72875.0,
ASSECOPOL,ASSECO-POLAND,2008/Q4,2009-02-27,867236.0,158040.0,155278.0,146462.0,146462.0,117342.0,
ASSECOPOL,ASSECO-POLAND,2009/Q4,2010-03-19,935654.0,141012.0,134006.0,136968.0,136968.0,118532.0,
ASSECOPOL,ASSECO-POLAND,2010/Q4,2011-03-18,1045951.0,157410.0,156454.0,96078.0,96078.0,138210.0,
ASSECOPOL,ASSECO-POLAND,2011/Q4,2012-03-16,1436600.0,152500.0,140200.0,182200.0,182200.0,166200.0,
ASSECOPOL,ASSECO-POLAND,2012/Q4,2013-03-18,1534200.0,150300.0,154500.0,156900.0,156900.0,133000.0,
ASSECOPOL,ASSECO-POLAND,2013/Q4,2014-03-21,1709700.0,140000.0,128000.0,296800.0,296800.0,270700.0,
ASSECOPOL,ASSECO-POLAND,2014/Q4,2015-03-13,1832600.0,189200.0,177500.0,180900.0,180900.0,144500.0,
ASSECOPOL,ASSECO-POLAND,2015/Q4,2016-03-16,2196000.0,212600.0,211500.0,235900.0,235900.0,188700.0,
ASSECOPOL,ASSECO-POLAND,2016/Q4,2017-03-16,2259100.0,198900.0,203000.0,199600.0,199600.0,144300.0,
ASSECOPOL,ASSECO-POLAND,2017/Q4,2018-03-19,2427000.0,165500.0,158400.0,125700.0,125700.0,115000.0,
ASSECOPOL,ASSECO-POLAND,2018/Q4,2019-03-25,2650300.0,244300.0,238100.0,237500.0,237500.0,184400.0,
ASSECOPOL,ASSECO-POLAND,2019/Q4,2020-03-23,2938100.0,257200.0,261500.0,239000.0,239000.0,195300.0,
ASSECOPOL,ASSECO-POLAND,2020/Q4,2021-03-23,3483000.0,367500.0,362500.0,311400.0,311400.0,272100.0,
ASSECOPOL,ASSECO-POLAND,2021/Q4,2022-03-23,4205000.0,417800.0,411300.0,338600.0,338600.0,279000.0,
ASSECOPOL,ASSECO-POLAND,2022/Q4,2023-04-18,4561200.0,450800.0,463200.0,403000.0,403000.0,300300.0,
ASSECOPOL,ASSECO-POLAND,2023/Q4,2024-03-27,4285900.0,448000.0,458300.0,404200.0,404200.0,320700.0,
ASSECOPOL,ASSECO-POLAND,2024/Q4,2025-03-27,4555100.0,489600.0,505100.0,469300.0,469300.0,376200.0,
ACTION,ACTION,2006/Q4,2006-09-29,307628.0,3205.0,1694.0,4150.0,4150.0,2979.0,
ACTION,ACTION,2007/Q4,2007-10-01,422991.0,3147.0,10047.0,9426.0,9426.0,8269.0,
ACTION,ACTION,2008/Q4,2008-09-29,582047.0,5430.0,13785.0,11315.0,11315.0,8253.0,
ACTION,ACTION,2009/Q4,2010-03-22,1347784.0,21725.0,16622.0,13933.0,13933.0,8161.0,
ACTION,ACTION,2010/Q4,2011-03-21,634585.0,13290.0,14784.0,13678.0,13678.0,10849.0,
ACTION,ACTION,2011/Q4,2012-03-19,1023304.0,27319.0,20909.0,19619.0,19619.0,14998.0,
ACTION,ACTION,2012/Q4,2013-03-01,1147902.0,24195.0,23104.0,21210.0,21210.0,16825.0,
ACTION,ACTION,2013/Q4,2014-03-20,1487970.0,28904.0,24227.0,23120.0,23120.0,18388.0,
ACTION,ACTION,2014/Q4,2015-03-23,1632821.0,24361.0,26401.0,24547.0,24547.0,20679.0,
ACTION,ACTION,2015/Q4,2015-03-21,1580801.0,4407.0,3143.0,712.0,712.0,-87.0,
ACTION,ACTION,2016/Q4,2017-04-25,604024.0,-48782.0,-133618.0,-151260.0,-151260.0,-146002.0,
ACTION,ACTION,2017/Q4,2018-04-27,497289.0,-1021.0,-4703.0,-7318.0,-7318.0,-8523.0,
ACTION,ACTION,2018/Q4,2019-04-26,416131.0,-8620.0,-8595.0,-8929.0,-8929.0,-8818.0,
ACTION,ACTION,2019/Q4,2020-03-27,495905.0,3772.0,3397.0,3319.0,3319.0,3470.0,
ACTION,ACTION,2020/Q4,2021-03-31,649398.0,9690.0,145398.0,168083.0,168083.0,173415.0,
ACTION,ACTION,2021/Q4,2022-03-30,706391.0,26812.0,32729.0,32482.0,32482.0,28217.0,
ACTION,ACTION,2022/Q4,2023-04-24,674592.0,19679.0,19473.0,22618.0,22618.0,18970.0,
ACTION,ACTION,2023/Q4,2024-04-25,723197.0,16618.0,16666.0,17725.0,17725.0,14180.0,
ACTION,ACTION,2024/Q4,2025-04-29,760667.0,14840.0,14870.0,17142.0,17142.0,14178.0,
ADIUVO,ADIUVO-INVESTMENT,2014/Q4,2015-02-14,0.0,-363.0,-13869.0,-17779.0,-17779.0,-17671.0,
ADIUVO,ADIUVO-INVESTMENT,2015/Q4,2016-03-21,2311.0,-4848.0,-4869.0,-6939.0,-6939.0,-6528.0,
ADIUVO,ADIUVO-INVESTMENT,2016/Q4,2017-04-12,2061.0,-6360.0,-6029.0,-7268.0,-7268.0,-4767.0,
ADIUVO,ADIUVO-INVESTMENT,2017/Q4,2018-04-27,138.0,-11371.0,-34603.0,-39135.0,-39135.0,-33938.0,
ADIUVO,ADIUVO-INVESTMENT,2018/Q4,2019-03-25,316.0,-5616.0,-7834.0,-10262.0,-10262.0,-12894.0,
ADIUVO,ADIUVO-INVESTMENT,2019/Q4,2020-06-30,580.0,-2671.0,-8527.0,-6041.0,-6041.0,-6642.0,
ADIUVO,ADIUVO-INVESTMENT,2020/Q4,2021-04-23,525.0,-1085.0,-6314.0,-4611.0,-4611.0,-7438.0,
ADIUVO,ADIUVO-INVESTMENT,2021/Q4,2022-05-02,1120.0,-2374.0,4691.0,3262.0,3262.0,1537.0,
ADIUVO,ADIUVO-INVESTMENT,2022/Q4,2023-04-29,-294.0,-2564.0,-28920.0,-40890.0,-40890.0,-52124.0,
ADIUVO,ADIUVO-INVESTMENT,2023/Q4,2024-04-30,843.0,-795.0,-2592.0,-3213.0,-3213.0,-4123.0,
ADIUVO,ADIUVO-INVESTMENT,2024/Q4,2025-04-17,83.0,1039.0,776.0,-2192.0,-2192.0,-3950.0,
AGORA,AGORA,2005/Q4,2006-02-16,329259.0,15706.0,12304.0,10697.0,10697.0,8421.0,
AGORA,AGORA,2006/Q4,2007-02-20,299382.0,22818.0,20744.0,22147.0,22147.0,15436.0,
AGORA,AGORA,2007/Q4,2008-02-20,352457.0,29298.0,30684.0,32896.0,32896.0,26527.0,
AGORA,AGORA,2008/Q4,2009-02-19,335893.0,19397.0,-25345.0,-25119.0,-25119.0,-30616.0,
AGORA,AGORA,2009/Q4,2010-02-23,291108.0,25520.0,19481.0,20330.0,20330.0,14893.0,
AGORA,AGORA,2010/Q4,2011-02-25,340766.0,30188.0,30301.0,29110.0,29110.0,18283.0,
AGORA,AGORA,2011/Q4,2012-02-27,335849.0,24470.0,7351.0,11061.0,11061.0,9652.0,
AGORA,AGORA,2012/Q4,2013-02-22,309545.0,17002.0,-3100.0,-1222.0,-1222.0,565.0,
AGORA,AGORA,2013/Q4,2014-02-20,300288.0,10863.0,15301.0,15455.0,15455.0,12219.0,
AGORA,AGORA,2014/Q4,2015-02-20,333694.0,19145.0,1107.0,1194.0,1194.0,9660.0,
AGORA,AGORA,2015/Q4,2016-02-18,353958.0,17086.0,17057.0,16554.0,16554.0,17287.0,
AGORA,AGORA,2016/Q4,2017-02-17,340298.0,7180.0,24705.0,14808.0,14808.0,11695.0,
AGORA,AGORA,2017/Q4,2018-03-08,330364.0,14281.0,-74281.0,-80244.0,-80244.0,-72248.0,
AGORA,AGORA,2018/Q4,2019-03-08,346017.0,29126.0,14647.0,9500.0,9500.0,2255.0,
AGORA,AGORA,2019/Q4,2020-03-13,378181.0,31306.0,25118.0,26697.0,26697.0,19104.0,
AGORA,AGORA,2020/Q4,2021-03-19,224356.0,-29749.0,-34487.0,-42873.0,-42873.0,-33064.0,
AGORA,AGORA,2021/Q4,2022-03-25,351648.0,25016.0,24093.0,26746.0,26746.0,24124.0,
AGORA,AGORA,2022/Q4,2023-03-17,331010.0,17202.0,-30465.0,-26511.0,-26511.0,-30505.0,
AGORA,AGORA,2023/Q4,2024-03-20,438133.0,47116.0,34297.0,66203.0,66203.0,50942.0,
AGORA,AGORA,2024/Q4,2025-03-26,445994.0,56388.0,59760.0,33988.0,33988.0,42176.0,
AGROTON,AGROTON,2010/Q4,2011-04-14,14723.0,-7472.0,-12947.0,-26481.0,-26481.0,-27708.0,
AGROTON,AGROTON,2011/Q4,2012-06-05,60481.0,-46084.0,-95779.0,-102204.0,-102279.0,-97287.0,
AGROTON,AGROTON,2012/Q4,2013-04-17,-16434.0,-44237.0,-47349.0,-53945.0,-53821.0,-55799.0,
ALLEGRO,ALE,2019/Q4,2020-03-20,805647.0,300170.0,267281.0,166342.0,166342.0,123942.0,
